DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2020,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario,O3 promedio 8 hrs.,SO2 promedio 24hrs,CO promedio 8hrs.,NO2 horario,PM10 promedio ponderado 12hrs.,PM2.5 promedio ponderado 12 hrs.
JUL,18,17,65.54,62.97,14.52,0.696,4.56,42,38
JUL,18,18,46.76,65.1,14.23,0.707,6.88,46,34
JUL,18,19,45.31,65.58,17.76,0.713,6.87,43,22
JUL,18,20,46.4,63.93,18.55,0.718,6.58,48,34
JUL,18,21,41.29,59.78,18.6,0.725,7.39,41,28
JUL,18,22,37.95,54.73,18.63,0.719,6.98,34,24
JUL,18,23,19.31,47.4,18.67,0.715,21.43,32,20
JUL,19,0,22.99,40.7,18.76,0.714,15.27,31,21
JUL,19,1,16.62,34.58,18.74,0.697,17.15,29,23
JUL,19,2,26.42,32.04,17.95,0.675,8.87,27,19
JUL,19,3,26.12,29.64,17.66,0.663,10.05,22,16
JUL,19,4,30.65,27.67,17.47,0.65,5.5,20,15
JUL,19,5,24.75,25.6,17.38,0.639,6.87,19,16
JUL,19,6,21.17,23.5,17.22,0.629,6.45,18,15
JUL,19,7,15.64,23.05,17.08,0.638,13.3,22,15
JUL,19,8,13.59,21.87,16.21,0.656,11.44,21,16
JUL,19,9,15.29,21.7,15.45,0.673,9.98,26,17
JUL,19,10,19.04,20.78,14.88,0.691,7.43,44,30
JUL,19,11,35.63,21.97,15.02,0.704,3.07,46,33
JUL,19,12,47.21,24.04,14.81,0.711,2.41,48,37
JUL,19,13,52.35,27.49,14.51,0.73,4.38,47,43
JUL,19,14,54.48,31.65,13.94,0.743,4.34,42,42
JUL,19,15,55.07,36.58,13.29,0.734,3.58,37,34
JUL,19,16,49.38,41.06,12.56,0.719,3.34,31,29
JUL,19,17,49.28,45.31,11.69,0.715,5.02,31,28
JUL,19,18,46.28,48.71,11.59,0.709,4.92,37,25
JUL,19,19,39.58,49.2,7.94,0.708,4.21,51,25
JUL,19,20,37.3,47.97,7.18,0.706,4.17,37,24
JUL,19,21,36.98,46.04,7.12,0.692,4.28,20,21
JUL,19,22,37.17,43.88,7.1,0.674,2.42,13,15
JUL,19,23,25.18,40.14,7.13,0.677,7.99,11,11
JUL,20,0,19.38,36.39,7.11,0.674,7.1,13,13
JUL,20,1,10,31.48,6.44,0.662,13.75,11,12
JUL,20,2,14.94,27.57,6.57,0.652,6.92,15,15
JUL,20,3,3.3,23.03,6.72,0.644,18.49,16,17
JUL,20,4,3.2,18.77,6.78,0.638,18.57,15,15
JUL,20,5,7.38,15.07,6.8,0.637,15.12,14,13
JUL,20,6,1.58,10.62,6.83,0.65,18.81,16,13
JUL,20,7,1.66,7.68,6.9,0.678,15.25,22,13
JUL,20,8,2.94,5.63,6.99,0.728,13.67,31,18
JUL,20,9,6.75,5.22,5.71,0.771,12.33,43,24
JUL,20,10,12.66,4.94,5.05,0.804,11.14,54,36
JUL,20,11,21.28,7.18,5.43,0.83,12.34,64,53
JUL,20,12,39.62,11.73,6.09,0.847,10.6,59,54
JUL,20,13,64.04,18.82,6.5,0.863,9.7,53,46
JUL,20,14,63.43,26.55,6.74,0.865,5.93,144,44
JUL,20,15,52.69,32.93,6.76,0.829,4.69,188,32
JUL,20,16,62.39,40.36,6.81,0.789,5.16,131,26
JUL,20,17,63.69,47.48,6.84,0.75,4.61,79,24
JUL,20,18,62.45,53.7,6.85,0.72,4.83,50,24
JUL,20,19,58.51,58.35,6.82,0.704,6.24,37,22
JUL,20,20,43.61,58.85,6.8,0.722,16.44,33,22
JUL,20,21,37.27,55.51,6.8,0.751,16.93,39,21
JUL,20,22,27.7,51.04,6.8,0.753,20.35,39,20
JUL,20,23,16.87,46.56,6.75,0.759,26.12,38,20
JUL,21,0,21.01,41.39,7.11,0.752,16.41,37,26
JUL,21,1,23.7,36.39,8.5,0.748,7.8,33,26
JUL,21,2,24.64,31.66,8.88,0.737,7.53,30,23
JUL,21,3,16.67,26.43,8.81,0.722,10.96,24,19
JUL,21,4,11.37,22.4,8.79,0.68,14.47,21,17
JUL,21,5,14,19.49,8.79,0.631,16.19,21,16
JUL,21,6,10.11,17.3,8.79,0.636,20.43,21,17
JUL,21,7,5.82,15.91,8.73,0.672,19.72,29,17
JUL,21,8,9.64,14.49,8.65,0.713,17.12,31,16
JUL,21,9,26.26,14.81,8.61,0.73,9.63,27,17
JUL,21,10,30.3,15.52,9.48,0.754,9.54,39,18
JUL,21,11,33.4,17.61,9.48,0.78,9.36,41,27
JUL,21,12,43.14,21.58,8.65,0.801,10.15,44,33
JUL,21,13,59.73,27.3,8.49,0.812,6.53,65,35
JUL,21,14,62.41,33.84,8.46,0.808,5.93,89,37
JUL,21,15,62.02,40.86,8.53,0.765,3.3,89,36
JUL,21,16,54.5,46.47,8.58,0.717,3.45,57,30
JUL,21,17,59.73,50.65,8.8,0.707,3.92,39,24
JUL,21,18,61.82,54.59,9.04,0.694,3.83,34,21
JUL,21,19,46.56,56.24,11.09,0.675,9.88,41,18
JUL,21,20,45.18,56.49,12.68,0.655,6.15,54,32
JUL,21,21,44.92,54.64,13.37,0.642,6.31,40,30
JUL,21,22,43.98,52.34,13.68,0.626,5.09,35,31
JUL,21,23,40.54,49.65,14.42,0.62,8.4,26,24
JUL,22,0,31.77,46.81,15.47,0.617,10.78,27,23
JUL,22,1,33.42,43.52,14.91,0.604,7.09,32,24
JUL,22,2,25.11,38.93,16.15,0.595,9.85,30,23
JUL,22,3,30.04,36.87,18.72,0.589,8.43,24,27
JUL,22,4,25.65,34.43,20.35,0.592,7.8,20,18
JUL,22,5,20.09,31.33,21.23,0.594,8.23,18,22
JUL,22,6,14.71,27.67,22.21,0.602,10.4,21,19
JUL,22,7,5.24,23.25,22.77,0.629,19.7,23,18
JUL,22,8,4.75,19.88,25.11,0.647,13.69,28,19
JUL,22,9,9.71,16.91,28,0.661,8.14,40,36
JUL,22,10,24.36,16.82,28.44,0.675,4.99,37,36
JUL,22,11,32.12,17.08,28.86,0.69,6.36,66,29
JUL,22,12,36.7,18.46,29.2,0.704,7.79,170,30
JUL,22,13,43.15,21.34,29.05,0.711,7.36,150,25
JUL,22,14,53.43,26.18,29.36,0.702,4.44,141,25
JUL,22,15,50.57,31.85,29.58,0.688,6.6,114,22
JUL,22,16,48.16,37.28,29.77,0.694,8.47,69,18
JUL,22,17,57.14,43.2,29.81,0.694,5.41,43,19
JUL,22,18,50.63,46.49,29.82,0.703,8.61,45,21
JUL,22,19,38.61,47.3,28,0.719,9.02,48,17
JUL,22,20,36.67,47.29,26.62,0.725,8.41,35,18
JUL,22,21,34.12,46.17,26.15,0.727,8.25,25,13
JUL,22,22,33.54,43.68,26.06,0.74,8.59,18,8
JUL,22,23,33.96,41.6,25.51,0.733,7.54,13,7
JUL,23,0,35.33,40,24.26,0.715,4.81,13,7
JUL,23,1,34.65,37.19,23.61,0.704,4.95,16,7
JUL,23,2,24.61,33.94,22.02,0.683,11.84,14,7
JUL,23,3,23.91,32.1,19.57,0.657,12.12,12,8
JUL,23,4,28.61,31.09,18.12,0.639,8.54,14,9
JUL,23,5,28.14,30.34,17.44,0.631,6.97,13,11
JUL,23,6,17.76,28.37,16.65,0.634,10.11,14,12
JUL,23,7,9.06,25.26,16.31,0.665,19.33,17,11
JUL,23,8,10.17,22.11,14.21,0.713,19.18,21,15
JUL,23,9,15.55,19.73,12.19,0.737,10.6,24,15
JUL,23,10,28.72,20.24,11.38,0.74,4.03,28,19
JUL,23,11,37.33,21.92,10.81,0.745,2.64,24,19
JUL,23,12,41.77,23.56,10.87,0.746,3.15,26,21
JUL,23,13,46.65,25.88,11.12,0.748,3.41,29,19
JUL,23,14,49.06,29.79,11.02,0.742,4.01,40,20
JUL,23,15,54.61,35.48,11.63,0.705,3.33,120,20
JUL,23,16,52.8,40.81,12.66,0.655,4.65,122,21
JUL,23,17,53.69,45.58,13.31,0.637,5.94,76,24
JUL,23,18,58.26,49.27,13.45,0.635,3.37,49,23
JUL,23,19,55.27,51.52,13.8,0.65,9.72,37,18
JUL,23,20,47.82,52.27,13.9,0.673,11.79,40,21
JUL,23,21,42.31,51.73,13.96,0.684,7.21,42,19
JUL,23,22,42.3,50.88,14,0.687,6.03,34,16
JUL,23,23,35.31,48.47,14.03,0.69,5.49,25,16
JUL,24,0,36.98,46.49,14.05,0.69,3.99,19,14
JUL,24,1,31.89,43.77,14.05,0.68,8.05,18,15
JUL,24,2,17.99,38.73,14.1,0.675,15.53,19,12
JUL,24,3,29.98,35.57,14.2,0.651,5.83,19,15
JUL,24,4,29.62,33.3,14.26,0.622,4.14,16,14
JUL,24,5,21.76,30.73,14.46,0.605,9.37,15,14
JUL,24,6,13.59,27.14,14.73,0.607,16.25,18,14
JUL,24,7,6.64,23.56,14.89,0.663,26.07,25,14
JUL,24,8,5.86,19.67,15.35,0.704,19.3,27,17
JUL,24,9,18.11,17.94,15.97,0.726,8.96,26,18
JUL,24,10,27.67,19.15,17.64,0.737,5.46,31,20
JUL,24,11,36.06,19.91,17.65,0.75,3.86,29,25
JUL,24,12,42.8,21.56,17.28,0.766,3.97,24,24
JUL,24,13,52.96,25.46,17.49,0.784,7,24,25
JUL,24,14,51.79,30.24,18.3,0.782,6.63,30,37
JUL,24,15,49.94,35.65,18.34,0.72,2.99,26,37
JUL,24,16,55.1,41.8,17.78,0.687,3.84,23,30
JUL,24,17,57.84,46.77,17.79,0.676,3.84,26,25
JUL,24,18,55.01,50.19,17.83,0.691,6.55,27,30
JUL,24,19,51.36,52.1,17.77,0.694,5.67,43,36
JUL,24,20,27.6,50.2,17.78,0.749,19.23,41,26
JUL,24,21,18.74,45.92,17.79,0.772,18.16,29,25
JUL,24,22,13.51,41.14,17.82,0.791,19.41,24,23
JUL,24,23,17.57,37.09,17.85,0.817,14.5,22,19
JUL,25,0,22.69,33.04,17.88,0.821,9.43,22,16
JUL,25,1,24.59,28.88,17.9,0.812,6.58,21,17
JUL,25,2,24.52,25.07,17.87,0.786,5.2,17,14
JUL,25,3,32.18,22.67,17.78,0.772,3.32,12,11
JUL,25,4,23.31,22.14,17.72,0.705,8.2,9,10
JUL,25,5,6.22,20.57,17.53,0.671,14.89,13,10
JUL,25,6,4.83,19.49,17.29,0.658,18.61,16,13
JUL,25,7,4.73,17.88,17.14,0.706,20.84,19,12
JUL,25,8,3.38,15.47,16.69,0.758,17.55,26,12
JUL,25,9,6.82,13.25,15.35,0.802,18.83,25,16
JUL,25,10,13.37,11.85,13,0.865,22.01,29,20
JUL,25,11,33.76,12.05,12.29,0.908,13.53,30,20
JUL,25,12,47.05,15.02,12.07,0.927,4.5,24,21
JUL,25,13,51.61,20.69,11.98,0.95,8.63,24,21
JUL,25,14,58.94,27.46,11.5,0.961,6.69,26,25
JUL,25,15,54.66,33.7,11.18,0.91,5.92,23,27
JUL,25,16,53.26,39.93,10.82,0.856,3.51,22,23
JUL,25,17,56.57,46.15,10.2,0.824,3.82,18,19
JUL,25,18,60.34,52.02,10.04,0.778,5.82,19,16
JUL,25,19,57.72,55.02,9.78,0.763,8.37,24,18
JUL,25,20,37.62,53.84,9.8,0.781,18.94,24,18
JUL,25,21,38.75,52.23,9.77,0.761,8.75,32,18
JUL,25,22,31.97,48.86,9.74,0.738,10.33,26,16
JUL,25,23,30,45.78,9.72,0.731,10.11,22,14
JUL,26,0,35.7,43.58,9.69,0.725,6.77,21,15
JUL,26,1,44.7,42.1,9.95,0.738,NA,17,11
JUL,26,2,41.8,39.78,10.28,0.737,1.75,12,10
JUL,26,3,40.45,37.62,10.5,0.704,1.49,12,9
JUL,26,4,38.67,37.76,10.55,0.666,2.06,8,8
JUL,26,5,37.82,37.64,10.55,0.655,2.56,11,8
JUL,26,6,31.46,37.58,10.54,0.649,5.06,11,11
JUL,26,7,29.05,37.46,10.51,0.648,7,12,12
JUL,26,8,28.25,36.53,10.49,0.665,7.45,13,14
JUL,26,9,32.29,34.98,10.46,0.668,7.18,14,13
JUL,26,10,36.96,34.37,10.42,0.685,6.55,12,12
JUL,26,11,42.34,34.61,10.35,0.719,5.9,14,11
JUL,26,12,48.14,35.79,10.14,0.736,2.99,16,16
JUL,26,13,52.5,37.63,9.32,0.754,3.26,24,17
JUL,26,14,60.9,41.3,8.64,0.77,4.09,68,17
JUL,26,15,66.51,45.99,8.16,0.767,3.03,105,17
JUL,26,16,63.02,50.33,7.99,0.762,3.47,82,17
JUL,26,17,48.91,52.41,7.91,0.763,7,53,19
JUL,26,18,42.13,53.06,7.87,0.759,8.48,32,16
JUL,26,19,36.02,52.27,7.83,0.763,8.14,28,15
JUL,26,20,31.3,50.16,7.7,0.785,11.82,25,15
JUL,26,21,30.65,47.43,7.66,0.786,21.66,22,16
JUL,26,22,39.65,44.77,7.62,0.773,8.11,16,15
JUL,26,23,38.96,41.33,7.58,0.768,8,14,14
JUL,27,0,34.08,37.71,7.56,0.759,8.38,12,13
JUL,27,1,31.96,35.59,7.27,0.735,6.37,15,15
JUL,27,2,28.04,33.83,6.92,0.707,6.13,15,15
JUL,27,3,26.63,32.66,6.68,0.674,3.17,12,14
JUL,27,4,16.45,30.8,6.63,0.636,5.58,13,13
JUL,27,5,16.65,29.05,6.6,0.62,4.16,12,13
JUL,27,6,11.5,25.53,6.58,0.628,7.75,13,11
JUL,27,7,5.07,21.3,6.57,0.658,12.2,15,9
JUL,27,8,8.78,18.13,6.56,0.686,8.81,18,10
JUL,27,9,7.89,15.13,6.57,0.742,11.3,20,10
JUL,27,10,14.78,13.47,6.57,0.774,5.95,16,13
JUL,27,11,23.65,13.1,6.57,0.79,3.63,14,12
JUL,27,12,29.94,14.78,6.57,0.805,3.27,29,11
JUL,27,13,36.63,17.28,6.56,0.812,2.41,31,12
JUL,27,14,38.8,20.69,6.57,0.81,3.17,20,12
JUL,27,15,39.38,24.98,6.56,0.782,2.13,16,14
JUL,27,16,48.86,29.99,6.56,0.755,3.97,17,11
JUL,27,17,44.56,34.58,6.54,0.7,2.92,18,14
JUL,27,18,41.28,37.89,6.53,0.674,3.52,18,12
JUL,27,19,44.71,40.52,6.53,0.664,4.58,18,9
JUL,27,20,35.38,41.2,7.67,0.655,5.81,25,9
JUL,27,21,26.52,39.94,7.96,0.652,6.49,33,13
JUL,27,22,32.3,39.13,8.04,0.646,3.36,32,13
JUL,27,23,21.54,36.9,8.07,0.641,3.98,18,13
JUL,28,0,16.24,32.82,8.13,0.631,2.89,16,11
JUL,28,1,13.14,28.89,9.19,0.625,3.32,17,17
JUL,28,2,20.41,26.28,9.46,0.62,NA,14,17
JUL,28,3,18.36,22.99,9.99,0.627,NA,14,NA
JUL,28,4,12.96,20.18,10.33,0.63,NA,14,NA
JUL,28,5,9.3,18.03,11.13,0.637,NA,19,18
JUL,28,6,8.19,15.02,12.93,0.649,NA,23,21
JUL,28,7,13.93,14.07,16.48,0.662,NA,23,27
JUL,28,8,9.38,13.21,17.38,0.708,NA,25,27
JUL,28,9,9.46,12.75,17.94,0.755,NA,28,28
JUL,28,10,19.05,12.58,18.8,0.777,NA,30,27
JUL,28,11,25.03,13.41,19.26,0.788,6.6,25,26
JUL,28,12,35.99,16.29,20.48,0.798,7.01,24,26
JUL,28,13,49.18,21.28,21.26,0.8,5.15,26,25
JUL,28,14,54.41,27.05,21.59,0.805,5.13,22,20
JUL,28,15,57.34,32.48,22.17,0.805,5.26,22,22
JUL,28,16,49.57,37.5,22.46,0.774,4.31,23,25
JUL,28,17,34.26,40.6,23.03,0.751,7.71,31,26
JUL,28,18,28.75,41.82,23.05,0.76,9.45,31,26
JUL,28,19,32.33,42.73,22.94,0.767,8.31,31,25
JUL,28,20,17.3,40.39,21.78,0.764,4.3,32,25
JUL,28,21,13.57,35.94,21.41,0.766,8.98,22,25
JUL,28,22,13.99,30.89,21.9,0.755,8.33,15,18
JUL,28,23,17.73,25.94,22.69,0.749,5.57,14,15
JUL,29,0,17.36,23.93,22.88,0.755,3.39,NA,NA
JUL,29,1,14.58,20.65,22.25,0.727,3.81,18,16
JUL,29,2,7.52,17.11,22.83,0.687,6.29,22,20
JUL,29,3,13.15,13.91,22.81,0.646,3.99,16,19
JUL,29,4,7.3,12.25,22.82,0.627,3.32,14,13
JUL,29,5,4.9,10.8,22.51,0.61,3.71,14,15
JUL,29,6,5.94,10.11,21.09,0.616,5.51,15,14
JUL,29,7,4.21,9.37,17.36,0.66,13.02,20,16
JUL,29,8,3.74,7.67,16.4,0.691,12.7,46,31
JUL,29,9,5.9,6.58,16.19,0.721,10.74,34,42
JUL,29,10,15.42,7.57,15.44,0.745,5.57,23,31
JUL,29,11,21.53,8.62,15.1,0.764,4.38,19,22
JUL,29,12,25.31,10.87,13.75,0.785,5.35,31,20
JUL,29,13,30.63,14.08,13.67,0.799,3.42,40,20
JUL,29,14,27.91,16.83,13.2,0.808,3.87,43,14
JUL,29,15,28.33,19.85,12.46,0.782,3.92,25,11
JUL,29,16,22.91,22.24,13.61,0.763,7.55,25,10
JUL,29,17,26.87,24.86,14.82,0.738,5.78,29,26
JUL,29,18,30.02,26.69,15.9,0.721,3.91,31,29
JUL,29,19,22.27,26.78,17.72,0.719,9.78,41,25
JUL,29,20,14.84,25.47,18.17,0.714,7.84,39,31
JUL,29,21,15.04,23.52,18.2,0.72,6.48,23,23
JUL,29,22,10.88,21.4,17.55,0.715,8.9,17,15
JUL,29,23,11.52,19.29,16.62,0.698,7.24,13,11
JUL,30,0,12.7,18.02,16.25,0.683,4.06,9,8
JUL,30,1,7.97,15.66,15.66,0.678,6.81,7,6
JUL,30,2,4.72,12.49,15.45,0.676,4.74,12,7
JUL,30,3,7.74,10.68,15.87,0.66,5.55,12,11
JUL,30,4,4.36,9.37,16.06,0.654,5.51,12,12
JUL,30,5,4.16,8.01,17.27,0.654,5.35,12,12
JUL,30,6,3.78,7.12,17.72,0.656,8.02,15,14
JUL,30,7,3.83,6.16,17.92,0.705,14.53,14,15
JUL,30,8,3.54,5.01,18.09,0.748,13.42,17,17
JUL,30,9,4.05,4.52,17.76,0.781,11.12,13,16
JUL,30,10,6.13,4.7,18.7,0.79,7.38,15,16
JUL,30,11,20.28,4.26,19.37,0.798,3.64,20,21
JUL,30,12,32.92,8.34,19.56,0.798,3.01,18,25
JUL,30,13,39.48,13.39,19.97,0.793,5.34,20,20
JUL,30,14,NA,14.99,20.52,0.798,NA,23,20
JUL,30,15,19.31,17.57,21.26,0.76,3.49,23,24
JUL,30,16,26.17,21.34,20.07,0.727,2.56,25,22
JUL,30,17,27.08,25.18,18.64,0.704,2.08,26,22
JUL,30,18,22.07,27.84,17.46,0.707,7.35,29,25
JUL,30,19,14.13,25.88,15.62,0.726,15.55,27,20
JUL,30,20,15.8,23.43,15.04,0.743,11.08,28,17
JUL,30,21,19.57,20.59,14.92,0.744,9.27,28,15
JUL,30,22,14.88,19.88,14.86,0.745,17.09,23,16
JUL,30,23,14.86,19.32,14.81,0.742,9.77,23,17
JUL,31,0,15.03,17.93,14.77,0.735,6.41,22,20
JUL,31,1,13.83,16.27,14.7,0.723,6,15,15
JUL,31,2,14.61,15.34,13.94,0.701,3.78,16,16
JUL,31,3,13.38,15.25,12.84,0.671,5.77,15,16
JUL,31,4,10.26,14.55,12.13,0.64,9.3,14,14
JUL,31,5,14.28,13.89,10.22,0.621,5.48,11,13
JUL,31,6,6.46,12.84,9.09,0.618,12.61,13,12
JUL,31,7,4.56,11.55,8.58,0.656,19.27,17,10
JUL,31,8,7.4,10.6,8.2,0.701,17.82,24,10
JUL,31,9,4.85,9.47,8,0.759,18,24,10
JUL,31,10,7.92,8.64,7.25,0.877,15.08,28,13
JUL,31,11,13.13,8.61,6.89,0.907,6.02,32,21
JUL,31,12,17.41,9.5,6.88,0.935,6.52,30,24
JUL,31,13,23.16,10.61,6.55,0.954,5.44,26,22
JUL,31,14,25.15,12.95,6.27,0.984,4.62,21,16
JUL,31,15,25.69,15.59,5.69,0.981,3.42,16,14
JUL,31,16,24,17.66,5.34,0.951,4.53,13,14
JUL,31,17,20.28,19.59,4.85,0.92,6.39,13,13
JUL,31,18,20.1,21.11,4.79,0.835,5.33,13,13
JUL,31,19,21.71,22.19,4.8,0.82,4.95,24,13
JUL,31,20,14.97,21.88,5.05,0.822,7.51,31,19
JUL,31,21,15.29,20.9,5.34,0.824,9.83,28,23
JUL,31,22,13.4,19.43,5.44,0.799,8.65,23,20
JUL,31,23,10.4,17.52,5.49,0.764,11.37,17,19
