DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2021,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³]
MARZO,13,12,0.0468,0.0222,0.0121,0.991,62
MARZO,13,13,0.0538,0.0266,0.0122,1.003,61
MARZO,13,14,0.0559,0.0315,0.0122,1.005,57
MARZO,13,15,0.059,0.0374,0.0122,1.006,54
MARZO,13,16,0.0617,0.044,0.0113,0.989,54
MARZO,13,17,0.0596,0.0497,0.0106,0.978,57
MARZO,13,18,0.0586,0.0538,0.0103,0.973,59
MARZO,13,19,0.0506,0.0557,0.01,0.986,57
MARZO,13,20,0.0359,0.0544,0.0098,1.019,61
MARZO,13,21,0.0363,0.0522,0.0096,1.035,73
MARZO,13,22,0.0248,0.0483,0.0088,1.1,81
MARZO,13,23,0.0197,0.0434,0.0083,1.173,83
MARZO,14,0,0.0192,0.0381,0.0075,1.224,87
MARZO,14,1,0.0261,0.0339,0.0076,1.233,95
MARZO,14,2,0.03,0.0303,0.0076,1.225,88
MARZO,14,3,0.0279,0.0275,0.0076,1.199,78
MARZO,14,4,0.0253,0.0262,0.0076,1.15,75
MARZO,14,5,0.0206,0.0242,0.0075,1.124,70
MARZO,14,6,0.0165,0.0232,0.0076,1.078,73
MARZO,14,7,0.0097,0.0219,0.0076,1.028,85
MARZO,14,8,0.0066,0.0203,0.0075,1.083,85
MARZO,14,9,0.0176,0.0193,0.0075,1.103,88
MARZO,14,10,0.0311,0.0194,0.0075,1.115,81
MARZO,14,11,0.0406,0.021,0.0075,1.125,63
MARZO,14,12,0.043,0.0232,0.0074,1.13,52
MARZO,14,13,0.0446,0.0262,0.0073,1.129,49
MARZO,14,14,0.0463,0.0299,0.0072,1.109,42
MARZO,14,15,0.047,0.0346,0.0072,1.081,39
