DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2021,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³]
AGOSTO,16,12,0.0433,0.0215,0.0025,0.6669,18
AGOSTO,16,13,0.0536,0.0262,0.0025,0.6728,17
AGOSTO,16,14,0.0587,0.0316,0.0025,0.6714,15
AGOSTO,16,15,0.0558,0.0377,0.0025,0.6499,12
AGOSTO,16,16,0.0528,0.0432,0.0026,0.6344,11
AGOSTO,16,17,0.0519,0.0475,0.0027,0.6386,12
AGOSTO,16,18,0.0538,0.0507,0.0029,0.6619,14
AGOSTO,16,19,0.0535,0.0529,0.0030,0.6866,19
AGOSTO,16,20,0.0382,0.0523,0.0030,0.7392,25
AGOSTO,16,21,0.0346,0.0499,0.0030,0.7772,28
AGOSTO,16,22,0.0212,0.0452,0.0031,0.7845,31
AGOSTO,16,23,0.0221,0.0410,0.0031,0.7958,28
AGOSTO,17,0,0.0117,0.0359,0.0032,0.7984,25
AGOSTO,17,1,0.0139,0.0311,0.0032,0.7854,18
AGOSTO,17,2,0.0118,0.0259,0.0032,0.7542,21
AGOSTO,17,3,0.0108,0.0205,0.0033,0.7258,21
