DATOS HORARIOS 2017_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
MZO,9,8,4.03,12.05,0.96,20.49,40.97,0.92,168.68,14.17,75.85,626.8,14.42
MZO,9,9,5,16.45,0.69,18.08,55.91,1.67,81.41,15.87,70.22,627.18,10.63
MZO,9,10,6.64,38.97,0.58,17.4,37.57,1.85,83,18.16,63.01,627.34,15.69
MZO,9,11,9.36,22.74,0.55,15.73,48.76,2.34,82.32,19.64,58.55,627.23,17.08
MZO,9,12,10.57,27.35,0.49,19.84,22.96,2.5,106.79,21.08,52.66,626.78,17.22
MZO,9,13,14.33,36.49,0.62,18.78,30.68,1.68,147.82,22.65,46.76,626.07,24.36
MZO,9,14,22.62,20.02,0.51,17.63,42.64,1.39,149.34,24.62,40.65,624.88,21.28
MZO,9,15,26.38,10.03,0.55,17.61,44.24,1.6,228.34,26.31,31.57,623.87,22.58
MZO,9,16,25.04,5.81,0.5,16.04,41.69,2.05,271.55,26.75,28.31,622.92,16.75
MZO,9,17,26.42,4.51,0.43,14.69,46.29,2.16,277.5,27.31,23.75,622.51,20.03
MZO,9,18,20.99,4.1,0.63,22.15,38.66,2.46,249.35,27.16,24.32,622.7,18.08
MZO,9,19,15.55,4.81,0.64,24.09,40,5.07,183.33,21.78,44.21,623.95,29.24
MZO,9,20,13.74,5.89,0.6,22.34,212.25,3.92,119.39,18.13,63.2,624.65,22.45
MZO,9,21,11.93,7.49,0.56,22.49,32.91,2.54,110.86,17.06,66.95,625.25,13.01
MZO,9,22,11.29,10.74,0.53,20.75,29.86,2.22,315.61,16.98,66.16,626.04,14.73
MZO,9,23,15.75,5.42,0.37,14.5,25.89,2.24,61.83,17.62,62.9,626.27,9.97
MZO,10,0,11.79,7.77,0.36,18.14,21.25,2.86,88.26,17.34,64.86,626.29,8.77
MZO,10,1,6.99,6.26,0.4,22.41,30.66,2.25,123.3,15.86,70.88,626.05,18.76
MZO,10,2,6.62,42.93,0.3,20.9,19.33,1.85,87.84,15.97,70.1,625.94,NA
MZO,10,3,8.17,40.29,0.34,17.59,39.42,1.32,57.37,16.01,66.44,625.75,20.75
MZO,10,4,5.26,38.01,0.31,20.2,16.55,1.45,90.33,15.45,67.96,625.48,13.75
MZO,10,5,4.49,22.62,0.31,20.32,23.78,1.72,115.02,14.79,70.31,625.5,NA
MZO,10,6,4.96,8.62,0.37,23.96,30.75,1.62,127.92,14.03,72.93,625.66,16.79
MZO,10,7,4.09,18.6,0.44,24.93,39.57,1.51,89.13,13.46,75.65,625.92,12.07
MZO,10,8,4.37,14.47,1.24,24.12,32.75,1.2,251.33,13.59,75.1,626.27,19.81
MZO,10,9,4.45,16.14,0.71,23.02,102.7,2.48,113.77,15.35,70.96,626.7,12.92
MZO,10,10,5.89,38.6,0.68,20.45,41.83,2.14,101.38,18.31,64.95,626.87,21.55
MZO,10,11,10.01,27.48,0.71,19.1,54.68,2.77,97.52,20.31,56.38,626.79,23.15
MZO,10,12,11.88,23,0.47,20.94,28.65,3.48,114.81,21.59,51.8,626.39,18.6
MZO,10,13,17.2,28.33,0.5,17.66,34.23,2.82,112.48,23.4,45.29,625.68,18.03
MZO,10,14,22.08,19.13,0.74,17.31,27.05,2.24,323.46,24.45,39.05,624.71,13.02
