DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA,LOS DATOS SON REVALIDADOS,,,,,,,,,,
,,,,,,,,,,,
MES,DÍA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m3],WS,WD,TEMP,HR
NOVIEMBRE,12,21,0.014,0.010,0.005,1.11,30,1.87,85.82,19.99,62.96
NOVIEMBRE,12,22,0.012,0.009,0.005,1.09,25,2.06,91.34,18.37,68.71
NOVIEMBRE,12,23,0.011,0.008,0.004,1.03,8,2.85,86.42,17.17,72.68
NOVIEMBRE,13,0,0.012,0.009,0.004,0.97,12,2.54,83.80,16.63,74.55
NOVIEMBRE,13,1,0.010,0.008,0.004,0.96,23,1.30,95.89,15.70,78.40
NOVIEMBRE,13,2,0.010,0.008,0.003,0.94,13,1.38,85.53,14.90,84.44
NOVIEMBRE,13,3,0.012,0.008,0.003,0.92,12,1.06,69.81,15.08,84.03
NOVIEMBRE,13,4,0.018,0.008,0.003,0.92,8,1.07,66.44,15.14,82.66
NOVIEMBRE,13,5,0.022,0.009,0.004,0.94,8,1.00,76.29,14.62,83.82
NOVIEMBRE,13,6,0.014,0.009,0.006,0.97,16,1.02,77.61,14.81,83.40
NOVIEMBRE,13,7,0.014,0.009,0.006,1.06,15,1.71,65.20,15.59,81.33
NOVIEMBRE,13,8,0.015,0.009,0.006,1.12,27,2.48,88.40,15.77,80.19
NOVIEMBRE,13,9,0.017,0.013,0.005,1.07,20,3.39,72.61,16.91,75.33
NOVIEMBRE,13,10,0.020,0.011,0.003,1.03,18,4.25,64.27,19.03,63.56
NOVIEMBRE,13,11,0.021,0.009,0.003,1.03,27,3.98,70.08,19.44,61.48
NOVIEMBRE,13,12,0.022,0.009,0.003,1.03,25,3.18,66.05,20.81,55.65
NOVIEMBRE,13,13,0.026,0.010,0.003,1.06,19,2.92,85.14,22.64,49.68
NOVIEMBRE,13,14,0.030,0.011,0.003,1.05,17,2.58,83.36,23.55,46.47
NOVIEMBRE,13,15,0.032,0.012,0.003,1.00,24,2.11,91.03,24.80,42.32
NOVIEMBRE,13,16,0.029,0.017,0.004,1.04,29,1.71,83.23,25.81,38.74
NOVIEMBRE,13,17,0.030,0.014,0.004,1.02,39,1.66,77.81,25.56,37.71
NOVIEMBRE,13,18,0.025,0.013,0.008,1.19,58,1.27,71.11,23.75,43.32
NOVIEMBRE,13,19,0.020,0.009,0.009,1.35,67,1.49,54.88,21.62,49.75
NOVIEMBRE,13,20,0.023,0.020,0.006,1.11,89,3.40,43.55,20.76,52.68
NOVIEMBRE,13,21,0.018,0.019,0.007,1.13,58,2.18,62.66,19.78,55.80
NOVIEMBRE,13,22,0.016,0.014,0.008,1.10,30,1.70,84.33,18.52,61.40
NOVIEMBRE,13,23,0.010,0.010,0.008,1.09,41,1.17,97.80,16.50,70.11
NOVIEMBRE,14,0,0.014,0.009,0.003,1.00,28,3.03,90.49,15.97,75.12
NOVIEMBRE,14,1,0.014,0.009,0.003,0.94,17,3.50,85.00,15.02,80.52
NOVIEMBRE,14,2,0.013,0.008,0.003,0.92,NA,3.05,77.26,14.39,84.76
NOVIEMBRE,14,3,0.015,0.009,0.002,0.92,9,3.51,63.72,15.01,82.44
NOVIEMBRE,14,4,0.016,0.014,0.002,0.93,10,2.57,59.26,15.36,78.34
NOVIEMBRE,14,5,0.017,0.011,0.002,0.92,11,2.20,66.04,14.72,78.59
NOVIEMBRE,14,6,0.015,0.009,0.003,0.94,14,2.25,61.92,14.50,79.12
NOVIEMBRE,14,7,0.011,0.008,0.006,1.08,15,2.03,65.32,14.14,80.09
NOVIEMBRE,14,8,0.019,0.009,0.007,1.28,24,1.35,76.60,15.21,76.74
NOVIEMBRE,14,9,0.022,0.011,0.005,1.09,38,3.31,80.55,17.45,66.44
NOVIEMBRE,14,10,0.020,0.011,0.004,1.04,56,4.41,84.65,18.34,59.98
NOVIEMBRE,14,11,0.020,0.011,0.004,1.05,53,4.25,76.94,19.55,55.51
NOVIEMBRE,14,12,0.022,0.010,0.003,1.02,36,3.65,73.09,20.82,50.61
NOVIEMBRE,14,13,0.026,0.009,0.003,1.03,28,3.07,74.41,21.97,46.57
NOVIEMBRE,14,14,0.029,0.009,0.003,1.05,17,3.39,81.27,23.05,43.35
NOVIEMBRE,14,15,0.032,0.011,0.004,1.01,31,3.12,85.49,24.13,40.12
NOVIEMBRE,14,16,0.032,0.012,0.004,1.01,36,3.20,78.02,24.80,37.62
NOVIEMBRE,14,17,0.031,0.013,0.005,1.02,47,3.37,88.12,24.61,37.15
NOVIEMBRE,14,18,0.027,0.015,0.007,1.11,64,2.58,77.40,23.61,38.88
NOVIEMBRE,14,19,0.022,0.010,0.007,1.18,61,3.02,49.84,21.22,46.32
NOVIEMBRE,14,20,0.016,0.010,0.010,1.26,55,1.96,89.86,19.51,53.40
NOVIEMBRE,14,21,0.017,0.010,0.007,1.10,48,2.60,78.20,18.31,59.60
NOVIEMBRE,14,22,0.014,0.009,0.005,1.06,33,2.89,87.23,17.10,64.18
NOVIEMBRE,14,23,0.016,0.009,0.004,0.97,21,3.38,83.96,15.78,69.12
NOVIEMBRE,15,0,0.013,0.008,0.004,0.95,18,2.46,98.83,14.67,73.23
NOVIEMBRE,15,1,0.012,0.008,0.003,0.94,15,1.60,101.97,13.70,78.32
NOVIEMBRE,15,2,0.012,0.008,0.003,0.94,15,2.48,90.55,12.83,84.26
NOVIEMBRE,15,3,0.011,0.008,0.004,0.94,10,2.25,84.79,12.35,86.52
NOVIEMBRE,15,4,0.010,0.008,0.005,0.92,9,1.84,76.96,12.15,86.91
NOVIEMBRE,15,5,0.008,0.008,0.006,0.94,19,1.09,122.01,11.18,87.96
NOVIEMBRE,15,6,0.006,0.008,0.006,0.94,13,1.11,125.26,9.87,93.02
NOVIEMBRE,15,7,0.006,0.008,0.007,1.10,30,1.60,118.88,9.86,95.33
NOVIEMBRE,15,8,0.005,0.009,0.008,1.33,54,2.01,106.21,12.00,88.69
NOVIEMBRE,15,9,0.010,0.009,0.006,1.19,53,2.12,103.43,15.04,76.62
NOVIEMBRE,15,10,0.017,0.010,0.005,1.07,43,2.74,91.06,17.65,64.57
NOVIEMBRE,15,11,0.020,0.009,0.004,1.01,35,3.06,101.85,20.05,53.48
NOVIEMBRE,15,12,0.025,0.009,0.003,0.98,30,2.64,110.83,22.53,44.36
NOVIEMBRE,15,13,0.029,0.009,0.003,0.99,32,2.36,107.80,24.59,35.10
NOVIEMBRE,15,14,0.030,0.008,0.002,0.95,23,2.78,109.31,25.92,29.81
NOVIEMBRE,15,15,0.031,0.009,0.002,0.92,24,2.93,103.63,26.73,26.26
NOVIEMBRE,15,16,0.032,0.008,0.003,0.92,23,2.61,119.73,27.24,26.08
NOVIEMBRE,15,17,0.032,0.012,0.005,0.98,41,2.92,92.52,27.02,25.43
NOVIEMBRE,15,18,0.028,0.023,0.010,1.10,91,2.49,84.54,25.23,26.80
NOVIEMBRE,15,19,0.018,0.028,0.019,1.45,149,1.15,71.40,22.16,30.48
NOVIEMBRE,15,20,0.009,0.016,0.020,1.56,160,1.21,86.74,20.32,33.54
NOVIEMBRE,15,21,0.015,0.014,0.008,1.10,90,3.18,68.91,19.81,40.98
NOVIEMBRE,15,22,0.021,0.021,0.005,0.98,59,4.22,85.00,18.45,42.10
NOVIEMBRE,15,23,0.017,0.051,0.007,0.93,63,4.15,78.67,18.01,43.10
NOVIEMBRE,16,0,0.018,0.017,0.005,0.91,32,2.98,97.42,16.40,47.01
NOVIEMBRE,16,1,0.018,0.011,0.004,0.88,21,2.35,98.90,15.38,51.02
NOVIEMBRE,16,2,0.017,0.009,0.004,0.89,14,2.19,98.25,14.51,54.69
NOVIEMBRE,16,3,0.016,0.011,0.004,0.88,14,1.89,95.42,13.54,58.82
NOVIEMBRE,16,4,0.011,0.008,0.005,0.89,16,1.59,112.78,12.05,63.85
NOVIEMBRE,16,5,0.010,0.008,0.007,0.91,16,1.61,99.27,11.99,64.45
NOVIEMBRE,16,6,0.006,0.009,0.009,0.98,27,1.50,107.40,10.68,67.25
NOVIEMBRE,16,7,0.003,0.009,0.011,1.11,38,1.05,132.94,9.44,70.59
NOVIEMBRE,16,8,0.006,0.010,0.011,1.37,65,1.71,108.22,11.60,66.12
NOVIEMBRE,16,9,0.012,0.013,0.010,1.25,115,2.42,105.22,14.64,56.06
NOVIEMBRE,16,10,0.019,0.011,0.007,1.08,86,2.18,102.07,17.92,44.82
NOVIEMBRE,16,11,0.027,0.011,0.005,1.00,53,1.43,110.27,21.44,34.01
NOVIEMBRE,16,12,0.031,0.009,0.005,0.97,38,1.60,123.15,24.07,29.72
NOVIEMBRE,16,13,0.037,0.039,0.005,0.94,33,1.42,162.45,26.02,27.05
NOVIEMBRE,16,14,0.047,0.045,0.006,1.00,54,1.33,193.40,26.78,25.36
NOVIEMBRE,16,15,0.057,0.041,0.005,0.98,66,1.44,238.81,27.77,21.90
NOVIEMBRE,16,16,0.059,0.021,0.004,0.95,48,1.43,223.66,28.21,18.76
NOVIEMBRE,16,17,0.056,0.011,0.005,1.02,40,1.30,247.48,27.97,19.31
NOVIEMBRE,16,18,0.050,0.009,0.007,1.11,51,1.21,257.98,26.02,23.17
NOVIEMBRE,16,19,0.016,0.009,0.025,2.19,92,0.94,233.98,22.53,26.30
NOVIEMBRE,16,20,0.017,0.022,0.031,2.90,227,0.94,106.71,20.56,32.36
NOVIEMBRE,16,21,0.066,0.024,0.031,2.40,311,0.95,113.81,19.37,36.51
NOVIEMBRE,16,22,0.017,0.017,0.028,2.22,253,0.95,97.25,17.53,39.47
NOVIEMBRE,16,23,0.008,0.015,0.026,1.65,196,0.98,161.49,16.42,41.52
NOVIEMBRE,17,0,0.007,0.011,0.019,1.32,139,1.21,137.22,15.63,45.47
NOVIEMBRE,17,1,0.005,0.010,0.018,1.27,99,0.97,130.18,14.58,49.17
NOVIEMBRE,17,2,0.003,0.009,0.017,1.22,92,1.61,135.92,13.53,54.58
NOVIEMBRE,17,3,0.005,0.008,0.012,1.07,52,1.53,123.97,12.77,60.68
NOVIEMBRE,17,4,0.008,0.009,0.012,1.05,43,1.23,86.68,12.24,63.68
NOVIEMBRE,17,5,0.003,0.009,0.012,1.12,56,0.97,109.93,10.99,67.05
NOVIEMBRE,17,6,0.005,0.009,0.013,1.19,57,1.23,86.04,10.71,69.46
NOVIEMBRE,17,7,0.004,0.009,0.013,1.38,48,1.04,104.06,10.25,72.53
NOVIEMBRE,17,8,0.005,0.009,0.013,1.57,99,1.30,89.50,11.54,70.52
NOVIEMBRE,17,9,0.011,0.014,0.014,1.34,119,1.69,105.94,15.42,58.62
NOVIEMBRE,17,10,0.017,0.014,0.010,1.15,94,1.25,134.44,19.43,49.13
NOVIEMBRE,17,11,0.020,0.028,0.011,1.15,66,1.01,192.89,22.90,39.88
NOVIEMBRE,17,12,0.034,0.036,0.008,1.12,93,1.18,219.99,25.62,32.34
NOVIEMBRE,17,13,0.045,0.017,0.006,1.08,61,1.97,258.45,27.11,29.17
NOVIEMBRE,17,14,0.056,0.012,0.005,1.07,47,1.69,194.64,28.04,27.36
NOVIEMBRE,17,15,0.064,0.011,0.005,1.07,45,1.55,257.76,29.46,24.53
NOVIEMBRE,17,16,0.065,0.010,0.005,1.05,49,1.65,241.43,29.93,23.40
NOVIEMBRE,17,17,0.062,0.010,0.005,1.05,49,1.35,240.19,29.59,23.09
NOVIEMBRE,17,18,0.054,0.009,0.009,1.26,53,0.99,268.97,27.94,24.22
NOVIEMBRE,17,19,0.034,0.010,0.017,1.70,83,0.93,126.41,24.26,30.22
NOVIEMBRE,17,20,0.034,0.020,0.036,2.79,215,0.96,147.28,22.46,33.87
NOVIEMBRE,17,21,0.016,0.025,0.027,2.54,272,1.15,104.51,21.55,32.00
NOVIEMBRE,17,22,0.017,0.015,0.013,1.24,121,2.07,85.95,20.30,27.83
NOVIEMBRE,17,23,0.025,0.010,0.008,1.09,53,2.73,89.95,18.83,25.86
NOVIEMBRE,18,0,0.026,0.010,0.006,0.97,51,3.24,87.78,18.06,28.37
NOVIEMBRE,18,1,0.021,0.027,0.008,0.97,31,1.66,86.55,16.68,31.91
NOVIEMBRE,18,2,0.017,0.009,0.008,0.91,34,1.25,113.84,15.08,35.41
NOVIEMBRE,18,3,0.014,0.008,0.008,0.93,24,1.40,133.02,13.21,41.11
NOVIEMBRE,18,4,0.012,0.008,0.009,0.92,28,1.03,114.29,11.72,45.94
NOVIEMBRE,18,5,0.011,0.008,0.011,0.90,26,1.03,115.94,11.48,45.02
NOVIEMBRE,18,6,0.009,0.008,0.012,0.99,26,0.97,131.70,10.31,50.67
NOVIEMBRE,18,7,0.010,0.010,0.013,1.09,54,1.74,91.89,10.67,52.44
NOVIEMBRE,18,8,0.013,0.011,0.013,1.22,83,1.63,93.78,12.17,52.80
NOVIEMBRE,18,9,0.013,0.010,0.012,1.23,79,1.48,104.12,15.86,44.14
NOVIEMBRE,18,10,0.026,0.016,0.009,1.15,88,2.60,88.91,19.15,32.21
NOVIEMBRE,18,11,0.035,0.018,0.006,1.00,103,3.19,93.23,22.10,23.79
NOVIEMBRE,18,12,0.039,0.013,0.005,0.99,61,3.47,89.52,23.82,21.54
NOVIEMBRE,18,13,0.042,0.019,0.006,0.99,74,2.53,90.99,25.57,18.37
NOVIEMBRE,18,14,0.046,0.021,0.006,0.98,57,2.26,97.24,27.13,17.12
NOVIEMBRE,18,15,0.047,0.013,0.004,0.97,50,1.52,99.25,28.55,15.85
NOVIEMBRE,18,16,0.045,0.018,0.005,0.98,45,2.11,92.66,29.06,15.32
NOVIEMBRE,18,17,0.044,0.011,0.005,1.00,54,2.41,102.59,28.79,16.58
NOVIEMBRE,18,18,0.044,0.009,0.006,1.07,59,1.19,121.91,26.94,19.12
NOVIEMBRE,18,19,0.028,0.016,0.015,1.41,96,0.95,72.38,23.17,24.21
NOVIEMBRE,18,20,0.020,0.010,0.011,1.28,109,1.52,57.85,22.11,28.19
NOVIEMBRE,18,21,0.019,0.016,0.012,1.30,83,1.02,62.69,20.37,31.61
NOVIEMBRE,18,22,0.013,0.010,0.010,1.25,85,1.08,114.07,18.33,36.40
NOVIEMBRE,18,23,0.012,0.009,0.009,1.11,64,1.81,110.09,16.33,44.06
NOVIEMBRE,19,0,0.017,0.009,0.011,1.34,76,1.34,88.59,15.73,45.49
NOVIEMBRE,19,1,0.017,0.010,0.012,1.31,68,1.03,73.70,14.36,49.43
NOVIEMBRE,19,2,0.008,0.010,0.014,1.37,73,0.96,97.12,13.22,53.41
NOVIEMBRE,19,3,0.013,0.009,0.013,1.25,77,0.96,70.35,12.23,56.47
NOVIEMBRE,19,4,0.018,0.009,0.013,1.25,82,0.96,88.10,11.88,59.22
NOVIEMBRE,19,5,0.003,0.009,0.014,1.23,62,0.96,116.69,11.78,60.15
NOVIEMBRE,19,6,0.005,0.008,0.012,1.18,60,0.96,86.23,11.05,62.29
NOVIEMBRE,19,7,0.010,0.010,0.012,1.25,57,0.96,101.43,10.35,64.41
NOVIEMBRE,19,8,0.006,0.009,0.011,1.37,73,0.96,146.28,12.13,61.22
NOVIEMBRE,19,9,0.015,0.011,0.011,1.30,73,0.95,123.82,16.76,49.23
NOVIEMBRE,19,10,0.021,0.011,0.009,1.22,73,0.94,201.30,20.11,41.86
NOVIEMBRE,19,11,0.035,0.009,0.006,1.14,69,0.93,243.99,22.47,39.63
NOVIEMBRE,19,12,0.045,0.009,0.005,1.15,48,0.94,256.83,24.79,35.87
NOVIEMBRE,19,13,0.052,0.010,0.005,1.15,55,0.92,267.72,26.73,31.19
NOVIEMBRE,19,14,0.057,0.010,0.005,1.16,51,1.08,265.01,27.64,27.80
NOVIEMBRE,19,15,0.057,0.010,0.004,1.10,62,1.43,280.35,28.56,23.68
NOVIEMBRE,19,16,0.054,0.009,0.004,1.07,44,1.57,259.29,29.09,22.24
NOVIEMBRE,19,17,0.057,0.009,0.005,1.12,33,1.07,266.70,28.58,25.01
NOVIEMBRE,19,18,0.053,0.009,0.006,1.21,68,0.94,260.20,27.03,27.18
NOVIEMBRE,19,19,0.033,0.009,0.014,1.58,108,0.93,242.18,23.86,31.01
NOVIEMBRE,19,20,0.039,0.008,0.009,1.32,106,0.95,236.77,22.45,33.81
NOVIEMBRE,19,21,0.033,0.008,0.012,1.47,85,0.94,258.54,21.07,38.00
NOVIEMBRE,19,22,0.029,0.008,0.012,1.57,83,0.95,232.91,19.30,40.78
NOVIEMBRE,19,23,0.032,0.009,0.010,1.39,88,0.95,184.34,18.36,42.22
NOVIEMBRE,20,0,0.026,0.012,0.014,1.57,82,0.95,202.01,17.29,45.22
NOVIEMBRE,20,1,0.028,0.008,0.007,1.21,58,0.95,218.37,16.30,51.74
NOVIEMBRE,20,2,0.020,0.008,0.009,1.29,64,0.95,241.97,15.26,52.65
NOVIEMBRE,20,3,0.015,0.009,0.011,1.26,62,0.96,270.56,14.76,56.59
NOVIEMBRE,20,4,0.015,0.008,0.011,1.19,68,0.95,240.26,14.27,63.08
NOVIEMBRE,20,5,0.024,0.008,0.006,1.08,63,0.96,270.47,14.04,69.42
NOVIEMBRE,20,6,0.016,0.008,0.009,1.15,51,0.96,270.41,13.64,75.23
NOVIEMBRE,20,7,0.005,0.009,0.016,1.47,64,0.96,294.01,12.85,72.26
NOVIEMBRE,20,8,0.006,0.009,0.016,1.69,88,0.96,265.43,13.00,68.71
NOVIEMBRE,20,9,0.009,0.009,0.016,1.72,120,0.95,245.46,15.52,64.35
NOVIEMBRE,20,10,0.027,0.009,0.009,1.29,90,0.94,266.57,21.22,57.54
NOVIEMBRE,20,11,0.038,0.008,0.004,1.13,64,1.22,251.67,23.19,52.92
NOVIEMBRE,20,12,0.044,0.008,0.003,1.10,44,2.35,260.74,25.05,43.88
NOVIEMBRE,20,13,0.047,0.008,0.003,1.09,45,3.03,251.93,26.39,35.63
NOVIEMBRE,20,14,0.049,0.008,0.003,1.07,50,3.33,268.58,27.18,32.53
NOVIEMBRE,20,15,0.049,0.008,0.003,1.08,46,2.68,254.58,27.97,31.39
NOVIEMBRE,20,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,20,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,20,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,20,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,20,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,20,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,21,0,0.027,0.008,0.011,1.39,84,0.95,258.32,16.58,49.89
NOVIEMBRE,21,1,0.019,0.009,0.014,1.43,85,0.95,262.48,15.80,51.85
NOVIEMBRE,21,2,0.016,0.008,0.015,1.25,90,0.95,310.17,15.05,52.08
NOVIEMBRE,21,3,0.012,0.008,0.016,1.24,74,0.96,246.21,14.02,54.19
NOVIEMBRE,21,4,0.015,0.008,0.014,1.18,72,0.96,249.04,13.42,58.67
NOVIEMBRE,21,5,0.032,0.009,0.016,1.25,80,0.96,113.83,12.89,64.14
NOVIEMBRE,21,6,0.008,0.009,0.017,1.30,87,0.96,124.99,11.53,67.96
NOVIEMBRE,21,7,0.015,0.009,0.017,1.46,121,0.96,117.75,10.96,69.66
NOVIEMBRE,21,8,0.006,0.009,0.015,1.56,100,0.96,127.58,11.11,68.84
NOVIEMBRE,21,9,0.014,0.009,0.014,1.46,96,1.51,107.71,14.63,60.61
NOVIEMBRE,21,10,0.026,0.012,0.013,1.37,128,1.85,99.43,17.24,56.44
NOVIEMBRE,21,11,0.035,0.012,0.008,1.26,95,2.45,85.01,20.29,53.84
NOVIEMBRE,21,12,0.039,0.014,0.006,1.17,84,2.30,89.70,21.91,46.02
NOVIEMBRE,21,13,0.049,0.011,0.005,1.15,58,1.58,92.02,24.48,38.94
NOVIEMBRE,21,14,0.062,0.010,0.006,1.19,62,1.77,80.68,25.45,36.62
NOVIEMBRE,21,15,0.067,0.010,0.005,1.13,68,1.23,121.06,26.11,34.28
NOVIEMBRE,21,16,0.070,0.010,0.006,1.16,84,1.18,98.25,26.04,34.48
NOVIEMBRE,21,17,0.059,0.015,0.008,1.23,96,2.80,84.90,23.90,41.87
NOVIEMBRE,21,18,0.036,0.012,0.008,1.28,168,4.11,97.21,20.65,54.51
NOVIEMBRE,21,19,0.021,0.010,0.009,1.25,128,2.81,88.96,15.72,79.27
NOVIEMBRE,21,20,0.017,0.009,0.008,1.19,40,4.35,91.86,13.77,91.49
NOVIEMBRE,21,21,0.020,0.009,0.005,1.10,29,3.91,80.38,12.81,93.99
NOVIEMBRE,21,22,0.020,0.009,0.005,1.06,18,4.42,93.71,12.55,90.80
NOVIEMBRE,21,23,0.020,0.008,0.004,1.03,24,3.89,88.79,11.46,90.05
NOVIEMBRE,22,0,0.020,0.008,0.004,1.01,20,4.37,90.01,10.68,89.88
NOVIEMBRE,22,1,0.023,0.008,0.003,0.99,24,5.09,90.18,10.27,86.66
NOVIEMBRE,22,2,0.022,0.008,0.003,0.98,19,4.10,82.78,9.93,87.94
NOVIEMBRE,22,3,0.021,0.008,0.003,0.99,13,3.56,84.58,9.96,86.83
NOVIEMBRE,22,4,0.021,0.008,0.003,0.99,NA,4.02,83.64,9.65,86.78
NOVIEMBRE,22,5,0.021,0.008,0.003,0.98,12,4.05,87.99,9.50,86.07
NOVIEMBRE,22,6,0.019,0.008,0.003,1.00,15,4.57,93.62,9.22,85.45
NOVIEMBRE,22,7,0.019,0.008,0.005,1.07,20,4.46,92.50,9.29,82.37
NOVIEMBRE,22,8,0.017,0.008,0.005,1.15,26,4.85,101.91,9.20,82.77
NOVIEMBRE,22,9,0.018,0.009,0.006,1.12,28,4.95,82.97,10.21,79.80
NOVIEMBRE,22,10,0.019,0.011,0.005,1.14,35,5.36,83.37,12.51,71.33
NOVIEMBRE,22,11,0.021,0.014,0.005,1.12,37,5.51,85.99,14.29,63.28
NOVIEMBRE,22,12,0.020,0.017,0.005,1.11,50,5.49,91.58,13.29,65.56
NOVIEMBRE,22,13,0.019,0.015,0.006,1.19,44,4.53,78.35,13.41,65.06
NOVIEMBRE,22,14,0.020,0.011,0.005,1.17,29,4.25,64.45,13.50,63.71
NOVIEMBRE,22,15,0.020,0.018,0.007,1.16,43,3.68,82.06,13.64,62.25
NOVIEMBRE,22,16,0.018,0.016,0.006,1.11,43,4.32,91.09,13.15,63.49
NOVIEMBRE,22,17,0.016,0.018,0.007,1.12,58,4.34,85.28,12.23,65.11
NOVIEMBRE,22,18,0.014,0.028,0.009,1.20,69,3.28,81.27,11.70,67.22
NOVIEMBRE,22,19,0.014,0.017,0.008,1.22,83,3.05,86.89,11.42,67.92
NOVIEMBRE,22,20,0.012,0.010,0.007,1.21,36,3.40,106.70,10.91,70.15
NOVIEMBRE,22,21,0.011,0.009,0.007,1.15,26,2.92,94.48,10.34,72.38
NOVIEMBRE,22,22,0.011,0.009,0.007,1.11,18,2.42,108.52,10.29,73.27
NOVIEMBRE,22,23,0.008,0.009,0.008,1.08,30,1.33,120.22,10.52,73.67
NOVIEMBRE,23,0,0.006,0.008,0.008,1.09,23,1.00,119.25,10.32,75.11
NOVIEMBRE,23,1,0.004,0.008,0.010,1.16,17,0.96,114.53,10.49,75.39
NOVIEMBRE,23,2,0.003,0.008,0.010,1.10,32,0.96,127.54,10.26,76.90
NOVIEMBRE,23,3,0.003,0.008,0.009,1.08,25,0.96,149.44,10.15,78.45
NOVIEMBRE,23,4,0.004,0.008,0.009,1.07,25,0.96,151.30,10.28,77.43
NOVIEMBRE,23,5,0.003,0.008,0.009,1.12,31,0.96,205.75,9.79,78.04
NOVIEMBRE,23,6,0.002,0.008,0.008,1.20,33,0.97,199.52,9.27,78.63
NOVIEMBRE,23,7,0.005,0.008,0.008,1.49,46,0.96,103.52,9.54,84.96
NOVIEMBRE,23,8,0.004,0.008,0.008,1.54,57,0.96,123.78,10.25,83.85
NOVIEMBRE,23,9,0.005,0.009,0.011,1.48,75,0.96,106.71,11.36,79.46
NOVIEMBRE,23,10,0.009,0.012,0.011,1.34,90,1.16,104.36,13.10,74.27
NOVIEMBRE,23,11,0.019,0.018,0.009,1.27,76,0.94,114.94,16.85,62.39
NOVIEMBRE,23,12,0.025,0.014,0.005,1.12,41,0.93,182.58,20.88,52.48
NOVIEMBRE,23,13,0.027,0.010,0.005,1.13,25,0.92,199.21,23.48,45.16
NOVIEMBRE,23,14,0.030,0.010,0.005,1.14,26,0.92,229.84,22.84,45.30
NOVIEMBRE,23,15,0.035,0.009,0.003,1.07,22,0.92,241.08,23.10,43.91
NOVIEMBRE,23,16,0.032,0.009,0.004,1.08,27,1.31,202.66,21.37,48.52
NOVIEMBRE,23,17,0.024,0.008,0.004,1.09,28,1.29,190.91,20.16,53.79
NOVIEMBRE,23,18,0.024,0.008,0.006,1.21,28,1.26,255.97,20.33,47.00
NOVIEMBRE,23,19,0.018,0.008,0.009,1.34,42,1.04,215.81,18.69,48.87
NOVIEMBRE,23,20,0.013,0.008,0.010,1.23,49,1.06,179.24,16.88,54.86
NOVIEMBRE,23,21,0.015,0.008,0.009,1.26,53,1.13,184.06,15.19,56.44
NOVIEMBRE,23,22,0.010,0.008,0.006,1.06,27,1.29,168.02,13.30,75.37
NOVIEMBRE,23,23,0.010,0.008,0.006,1.10,20,0.97,181.26,12.45,81.78
NOVIEMBRE,24,0,0.006,0.009,0.008,1.18,20,0.96,127.53,11.75,83.46
NOVIEMBRE,24,1,0.006,0.009,0.008,1.16,27,0.96,205.20,10.97,85.71
NOVIEMBRE,24,2,0.005,0.009,0.008,1.44,33,0.96,222.51,10.19,84.93
NOVIEMBRE,24,3,0.006,0.009,0.008,1.45,37,0.97,164.40,9.52,86.69
NOVIEMBRE,24,4,0.004,0.010,0.008,1.21,36,0.97,294.52,9.04,85.74
NOVIEMBRE,24,5,0.003,0.009,0.008,1.15,22,0.97,273.31,8.46,85.69
NOVIEMBRE,24,6,0.003,0.009,0.006,1.34,20,0.97,197.96,7.80,88.00
NOVIEMBRE,24,7,0.004,0.009,0.008,1.80,49,0.97,248.76,7.52,88.17
NOVIEMBRE,24,8,0.010,0.010,0.008,2.46,75,0.96,175.43,9.56,90.30
NOVIEMBRE,24,9,0.014,0.010,0.017,1.87,122,0.96,118.55,12.43,78.10
NOVIEMBRE,24,10,0.036,0.043,0.020,1.41,80,0.95,160.15,16.83,66.94
NOVIEMBRE,24,11,0.040,0.022,0.008,1.18,63,0.94,193.38,19.31,52.38
NOVIEMBRE,24,12,0.042,0.015,0.007,1.17,33,0.98,240.33,20.68,42.59
NOVIEMBRE,24,13,0.037,0.010,0.005,1.14,23,0.93,256.44,22.09,33.76
NOVIEMBRE,24,14,0.037,0.008,0.004,1.14,12,1.11,265.21,22.82,25.13
NOVIEMBRE,24,15,0.041,0.008,0.004,1.05,13,1.15,260.34,24.01,20.09
NOVIEMBRE,24,16,0.045,0.008,0.005,1.10,20,1.78,293.13,23.84,22.23
NOVIEMBRE,24,17,0.043,0.008,0.005,1.10,27,1.40,287.27,23.78,20.80
NOVIEMBRE,24,18,0.035,0.008,0.010,1.37,21,1.03,301.49,22.51,23.55
NOVIEMBRE,24,19,0.008,0.009,0.027,2.74,68,0.95,305.93,18.87,29.79
NOVIEMBRE,24,20,0.008,0.010,0.027,3.01,96,0.95,248.63,17.15,38.99
NOVIEMBRE,24,21,0.011,0.010,0.024,2.56,160,0.95,158.68,14.68,40.86
