DATOS MÓVILES 2019_CRUZ ROJA,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
SEP,18,19,26.13,9.01,0.434,3.04,24,18
SEP,18,20,22.84,9.02,0.434,3.33,24,18
SEP,18,21,20.25,9.02,0.420,1.23,24,18
SEP,18,22,17.77,8.50,0.389,0.43,23,18
SEP,18,23,15.69,7.84,0.357,1.52,23,18
SEP,19,0,14.07,7.12,0.326,0.88,23,17
SEP,19,1,12.34,6.94,0.300,0.20,23,16
SEP,19,2,10.70,7.40,0.266,0.88,22,16
SEP,19,3,10.01,7.85,0.229,1.22,21,15
SEP,19,4,9.15,7.72,0.196,0.43,20,15
SEP,19,5,7.97,7.60,0.182,1.16,19,14
SEP,19,6,7.02,7.32,0.203,2.33,19,13
SEP,19,7,6.09,7.27,0.229,3.46,17,13
SEP,19,8,4.89,6.98,0.256,2.66,16,12
SEP,19,9,4.59,6.53,0.283,1.67,16,12
SEP,19,10,5.70,6.06,0.310,2.40,15,11
SEP,19,11,7.57,5.31,0.329,0.20,15,11
SEP,19,12,10.10,5.04,0.354,1.03,14,10
SEP,19,13,12.43,5.03,0.377,1.61,14,9
SEP,19,14,15.63,5.00,0.382,1.59,14,9
SEP,19,15,18.74,4.99,0.390,0.95,14,9
SEP,19,16,21.70,4.99,0.401,3.38,13,9
SEP,19,17,24.35,5.00,0.410,3.02,14,9
SEP,19,18,24.92,5.00,0.420,3.45,14,9
SEP,19,19,23.44,5.00,0.440,3.92,14,9
SEP,19,20,20.96,5.00,0.461,4.08,15,9
SEP,19,21,18.57,5.00,0.457,2.06,14,10
SEP,19,22,17.95,4.88,0.443,1.86,14,10
SEP,19,23,18.61,4.86,0.406,0.97,14,10
SEP,20,0,18.44,4.83,0.370,1.48,16,10
SEP,20,1,18.54,4.32,0.338,2.81,17,11
SEP,20,2,19.59,3.52,0.299,1.39,16,11
SEP,20,3,21.61,2.93,0.260,0.93,16,11
SEP,20,4,24.36,2.62,0.214,2.06,16,11
SEP,20,5,27.05,2.47,0.192,2.68,17,11
SEP,20,6,26.28,2.35,0.208,6.12,16,11
SEP,20,7,24.65,2.23,0.254,9.76,17,11
SEP,20,8,24.89,1.86,0.300,7.51,17,12
SEP,20,9,26.37,1.77,0.339,6.26,18,12
SEP,20,10,29.81,2.51,0.364,4.58,18,13
SEP,20,11,34.62,3.02,0.378,2.48,19,13
SEP,20,12,40.32,3.26,0.389,1.43,19,14
SEP,20,13,47.22,3.53,0.406,2.07,20,15
SEP,20,14,50.62,3.83,0.392,2.57,20,15
SEP,20,15,54.55,4.20,0.352,1.11,21,16
SEP,20,16,57.67,4.31,0.316,1.63,21,17
SEP,20,17,58.40,4.42,0.272,0.20,21,17
