DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2023,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³]
MARZO,15,9,0.02083165,0.026453358,0.044156198,0.6291205,31,27
MARZO,15,10,0.02346585,0.025676613,0.046813627,0.66285925,40,31
MARZO,15,11,0.031607233,0.026338767,0.048410324,0.690683375,42,35
MARZO,15,12,0.041680133,0.028304387,0.04856659,0.455178125,48,31
MARZO,15,13,0.04805095,0.03079319,0.048612463,0.474804,35,26
MARZO,15,14,0.050726517,0.033758806,0.048624867,0.512209875,31,24
MARZO,15,15,0.050792767,0.036147969,0.048628256,0.52359475,28,23
MARZO,15,16,0.04318135,0.038792056,0.048621692,0.520675,50,24
MARZO,15,17,0.037966583,0.040933923,0.04858254,0.51489025,40,22
MARZO,15,18,0.038804967,0.042851313,0.048569783,0.509304625,51,20
MARZO,15,19,0.040593517,0.043974598,0.048593095,0.50737075,44,20
MARZO,15,20,0.039266383,0.043672879,0.048623508,0.490459125,33,19
MARZO,15,21,0.034259333,0.041948927,0.049689646,0.503953875,24,19
MARZO,15,22,0.0298461,0.039338875,0.053529338,0.477036,31,22
MARZO,15,23,0.0357691,0.037460917,0.054515408,0.45127925,30,26
MARZO,16,0,0.034765017,0.036408875,0.054387697,0.428458625,22,25
MARZO,16,1,0.032702017,0.035750804,0.050358292,0.404099625,19,19
MARZO,16,2,0.029204433,0.034550738,0.048432172,0.38781525,16,17
MARZO,16,3,0.0272479,0.032882535,0.043845291,0.371111,18,19
MARZO,16,4,0.024544517,0.031042302,0.04422762,0.370087625,14,19
MARZO,16,5,0.0268435,0.030115323,0.039636801,0.33118825,11,16
MARZO,16,6,0.023391667,0.029308519,0.037982678,0.332635875,14,15
MARZO,16,7,0.013164503,0.026482944,0.027768841,0.362998,13,15
MARZO,16,8,0.012635357,0.023716737,0.025334886,0.424508,19,16
MARZO,16,9,0.0173552,0.021798385,0.022397127,0.473913375,24,17
MARZO,16,10,0.026649167,0.021478976,0.019515682,0.525699,27,20
MARZO,16,11,0.034640817,0.022403091,0.017859399,0.568247375,25,20
MARZO,16,12,0.039728967,0.024301147,0.017647855,0.5993445,23,20
MARZO,16,13,0.040152617,0.025964787,0.017541517,0.63347125,22,18
MARZO,16,14,0.044698367,0.028628124,0.017485915,0.661823125,21,17
MARZO,16,15,0.050723317,0.033322976,0.01747197,0.66301725,23,18
MARZO,16,16,0.051192517,0.038142621,0.017455794,0.622306375,21,20
MARZO,16,17,0.0463546,0.041767546,0.01746614,0.59423225,19,19
MARZO,16,18,0.041417333,0.043613567,0.017464113,0.573117,22,19
MARZO,16,19,0.037053117,0.043915104,0.017433323,0.5713005,22,17
MARZO,16,20,0.029039917,0.042578973,0.017413328,0.57422675,30,17
MARZO,16,21,0.027605717,0.041010611,0.016351864,0.576281125,29,18
MARZO,16,22,0.026975467,0.038795248,0.012523153,0.567894125,26,19
MARZO,16,23,0.0277313,0.035921246,0.01153287,0.551169625,23,19
MARZO,17,0,0.027839067,0.033002065,0.011378167,0.544843,17,18
MARZO,17,1,0.025934317,0.030449529,0.011229997,0.53350675,17,17
MARZO,17,2,0.025951167,0.028516259,0.011089872,0.498183875,14,16
MARZO,17,3,0.024190667,0.026908452,0.01088668,0.45514625,14,13
MARZO,17,4,0.01513885,0.025170819,0.006645547,0.419601875,14,11
MARZO,17,5,0.013242567,0.023375425,0.00608573,0.38629125,13,9
MARZO,17,6,0.009097882,0.021140727,0.003096125,0.378670625,18,10
MARZO,17,7,0.008099147,0.018686708,0.002793687,0.436866375,24,14
MARZO,17,8,0.008052487,0.016213386,0.002168026,0.52460475,25,14
MARZO,17,9,0.012978052,0.014593852,0.001912668,0.59196125,32,14
MARZO,17,10,0.022494183,0.014161729,0.001778617,0.650641375,35,17
MARZO,17,11,0.032396333,0.015187438,0.001700971,0.704288875,33,20
MARZO,17,12,0.03668605,0.017880838,0.001653345,0.747544875,28,20
MARZO,17,13,0.04142235,0.021403311,0.001630859,0.785080875,24,18
MARZO,17,14,0.043583983,0.025714073,0.001612049,0.827409625,23,17
MARZO,17,15,0.0435699,0.030147917,0.001581308,0.813191125,21,17
MARZO,17,16,0.0454249,0.034819469,0.001563172,0.7802205,22,18
MARZO,17,17,0.049166,0.039342962,0.001550958,0.760129625,22,17
MARZO,17,18,0.0461085,0.042294752,0.001540232,0.766241125,23,17
MARZO,17,19,0.0412379,0.043399948,0.001522051,0.791355875,24,18
MARZO,17,20,0.025537867,0.042006425,0.001498078,0.857203625,26,18
MARZO,17,21,0.02398015,0.03982615,0.001464085,0.915706375,27,17
MARZO,17,22,0.028356333,0.037922694,0.001444377,0.91787325,30,17
MARZO,17,23,0.026509083,0.035790092,0.001431913,0.915333,29,18
MARZO,18,0,0.026086233,0.033372758,0.00141297,0.891026875,27,19
MARZO,18,1,0.026097133,0.03048915,0.001400783,0.83945975,24,19
MARZO,18,2,0.029538383,0.028417885,0.001401106,0.773819375,21,19
MARZO,18,3,0.023023667,0.026141106,0.0013947,0.699399625,20,17
MARZO,18,4,0.02460775,0.026024842,0.001372938,0.584097125,17,14
MARZO,18,5,0.012040332,0.024532364,0.001369156,0.48764025,18,13
MARZO,18,6,0.009723045,0.022203203,0.001395181,0.440610375,22,15
MARZO,18,7,0.008079635,0.019899522,0.001408083,0.407346875,26,19
MARZO,18,8,0.008169617,0.017659945,0.001366546,0.441629,27,19
MARZO,18,9,0.016139778,0.016415276,0.001327549,0.48887175,28,17
MARZO,18,10,0.021047767,0.015353949,0.001335923,0.550392125,31,17
MARZO,18,11,0.034505617,0.016789193,0.001324539,0.57928725,29,18
MARZO,18,12,0.0362195,0.018240661,0.001331178,0.623569125,25,18
MARZO,18,13,0.038277017,0.021520247,0.001353836,0.656741,29,18
MARZO,18,14,0.0350425,0.024685179,0.001381532,0.69139025,28,17
MARZO,18,15,0.03996935,0.028671393,0.001406287,0.69927375,32,17
MARZO,18,16,0.039779717,0.032622656,0.001427453,0.648699625,30,16
MARZO,18,17,0.03907495,0.035489552,0.001454199,0.621499875,29,17
MARZO,18,18,0.036490217,0.037419859,0.001480682,0.582004875,31,18
MARZO,18,19,0.031559567,0.037051602,0.001507193,0.570803625,32,18
MARZO,18,20,0.0286604,0.036106715,0.001515891,0.553617625,32,18
MARZO,18,21,0.024646367,0.034402884,0.001524864,0.54143675,29,17
MARZO,18,22,0.020713883,0.032611806,0.001538778,0.521159875,26,15
MARZO,18,23,0.016676283,0.029700173,0.001560962,0.52303475,26,15
MARZO,19,0,0.012680717,0.026312798,0.00159917,0.547172625,25,14
MARZO,19,1,0.012378792,0.022975778,0.001632625,0.569673,30,13
MARZO,19,2,0.020814813,0.021016353,0.004670731,0.55698675,29,14
MARZO,19,3,0.022939467,0.01993884,0.006565725,0.541258875,28,16
MARZO,19,4,0.0238365,0.019335853,0.00951065,0.51938825,32,23
MARZO,19,5,0.024897,0.019367182,0.01317813,0.497061,33,29
MARZO,19,6,0.026994767,0.020152292,0.018019798,0.470456375,29,28
MARZO,19,7,0.02293905,0.020935138,0.021004046,0.439804625,24,24
MARZO,19,8,0.023695533,0.02231199,0.024239338,0.393474,25,24
MARZO,19,9,0.029298333,0.024426933,0.027155933,0.351491125,26,28
MARZO,19,10,0.032494967,0.025886952,0.029174649,0.351725125,27,31
MARZO,19,11,0.034170833,0.027290873,0.031822093,0.358533,32,35
MARZO,19,12,0.03693935,0.028928729,0.033949999,0.386314375,31,36
MARZO,19,13,0.044409483,0.03136779,0.034820972,0.40166225,26,33
MARZO,19,14,0.04518735,0.033641862,0.03497617,0.414406,21,29
MARZO,19,15,0.05045905,0.037081862,0.035028208,0.4209765,17,23
MARZO,19,16,0.051108967,0.040508542,0.035054169,0.422933625,17,18
MARZO,19,17,0.047738183,0.042813523,0.03504519,0.426235625,16,18
MARZO,19,18,0.045191133,0.044400544,0.035020483,0.431186375,17,17
MARZO,19,19,0.039821483,0.045106875,0.035011237,0.44497225,20,16
MARZO,19,20,0.02628265,0.043774787,0.034991902,0.4669165,20,16
MARZO,19,21,0.026923817,0.041589079,0.036771178,0.475422375,25,16
MARZO,19,22,0.035091867,0.040327144,0.041903668,0.56118075,39,19
MARZO,19,23,0.032700083,0.038107273,0.046083083,0.635806375,31,18
MARZO,20,0,0.036198033,0.036243406,0.052279533,0.632511125,28,16
MARZO,20,1,0.03771945,0.034991065,0.060693931,0.635931625,18,13
MARZO,20,2,0.033161067,0.033487306,0.063142655,0.62490875,15,11
MARZO,20,3,0.028294217,0.032046398,0.06575883,0.597098125,17,13
MARZO,20,4,0.0274126,0.032187642,0.065117966,0.54249875,17,16
MARZO,20,5,0.027521783,0.032262388,0.063125253,0.515633125,14,16
MARZO,20,6,0.024251783,0.030907377,0.060433174,0.4152945,14,14
MARZO,20,7,0.021050617,0.029451194,0.059856795,0.3357115,18,16
MARZO,20,8,0.021312333,0.027590481,0.058777587,0.341595875,16,17
MARZO,20,9,0.026409583,0.026176748,0.059065463,0.3373485,19,20
MARZO,20,10,0.030065417,0.025789792,0.059965094,0.35123125,24,24
MARZO,20,11,0.030879517,0.026112954,0.059934876,0.37791725,29,25
MARZO,20,12,0.037748767,0.027404975,0.060149882,0.409402625,33,28
MARZO,20,13,0.047714633,0.029929081,0.059850577,0.433130125,29,28
MARZO,20,14,0.050111617,0.033161561,0.059831928,0.44796625,24,25
MARZO,20,15,0.050536217,0.036847261,0.059840772,0.461273,21,23
MARZO,20,16,0.051977183,0.040680367,0.059837985,0.467984625,21,20
MARZO,20,17,0.05197145,0.0438756,0.0598395,0.4700055,27,19
MARZO,20,18,0.053132867,0.046759031,0.059849286,0.46443625,25,20
MARZO,20,19,0.04424375,0.048429561,0.059842115,0.462221875,26,20
MARZO,20,20,0.0264378,0.04701569,0.059864799,0.4813875,26,19
MARZO,20,21,0.020834917,0.043655725,0.058096466,0.52376325,29,18
MARZO,20,22,0.0261029,0.040654636,0.052963934,0.54150025,30,16
MARZO,20,23,0.030391967,0.038136604,0.048768518,0.55498275,27,14
MARZO,21,0,0.017055117,0.033771346,0.042544934,0.562337625,27,14
MARZO,21,1,0.017813317,0.029501579,0.034101066,0.559083,23,14
MARZO,21,2,0.015445462,0.024790654,0.028621907,0.550234125,22,14
MARZO,21,3,0.01631495,0.021299554,0.024119953,0.523212875,21,14
MARZO,21,4,0.016881233,0.020104983,0.021839165,0.476507625,21,13
MARZO,21,5,0.017472017,0.01968462,0.020159027,0.414890625,22,14
MARZO,21,6,0.011570835,0.017868112,0.017967343,0.395086875,24,16
MARZO,21,7,0.009065838,0.015202346,0.015582823,0.407948125,24,17
MARZO,21,8,0.010898995,0.014432831,0.013552179,0.490625375,29,20
MARZO,21,9,0.011360387,0.013626215,0.010423892,0.612256875,39,23
MARZO,21,10,0.022832133,0.014549549,0.007522234,0.66497225,47,25
MARZO,21,11,0.035561167,0.016955326,0.004948568,0.692846625,36,24
MARZO,21,12,0.042728917,0.020186286,0.002614678,0.705943125,28,21
MARZO,21,13,0.04546645,0.02368559,0.002033397,0.719354125,24,21
MARZO,21,14,0.0454009,0.027914348,0.001862063,0.724135625,19,20
MARZO,21,15,0.045046483,0.032411929,0.001783284,0.696455,17,20
MARZO,21,16,0.048089067,0.037060688,0.001744016,0.59588225,18,21
MARZO,21,17,0.051982,0.04213839,0.001733462,0.4617795,19,21
MARZO,21,18,0.050973317,0.045656038,0.001728213,0.401237625,18,20
MARZO,21,19,0.04824865,0.047241973,0.001728271,0.38439225,22,18
MARZO,21,20,0.019099865,0.044288342,0.001742203,0.46407975,26,15
MARZO,21,21,0.008515908,0.039669524,0.001827499,0.6587135,34,15
MARZO,21,22,0.006665068,0.034827545,0.001946385,0.855637875,58,19
MARZO,21,23,0.012964283,0.03081727,0.001972153,0.896320375,59,21
MARZO,22,0,0.009710263,0.026019919,0.002005727,0.923463125,52,22
MARZO,22,1,0.007225007,0.020425295,0.00205436,0.97839275,52,24
MARZO,22,2,0.03509319,0.018440279,0.002481834,1.0197515,54,23
MARZO,22,3,0.043096983,0.017796321,0.003011537,1.046523625,51,25
MARZO,22,4,0.046199583,0.021183786,0.003288413,0.992758,51,28
MARZO,22,5,0.0206491,0.022700435,0.003485353,0.820136375,51,29
MARZO,22,6,0.010680642,0.023202381,0.003689358,0.6625295,50,29
MARZO,22,7,0.008588337,0.022655388,0.00373498,0.673344875,46,27
MARZO,22,8,0.008749065,0.022535238,0.003779517,0.82851925,51,26
MARZO,22,9,0.01889294,0.02399373,0.00382293,0.877334,52,28
MARZO,22,10,0.019143167,0.021999977,0.003888548,0.922581875,53,31
MARZO,22,11,0.041021217,0.021740506,0.003870485,0.929499375,51,32
MARZO,22,12,0.051609883,0.022416794,0.003853677,0.916318125,39,29
MARZO,22,13,0.060168483,0.027356717,0.003858852,0.910701,32,26
MARZO,22,14,0.067727,0.034487512,0.003897896,0.875370375,28,22
MARZO,22,15,0.069958483,0.04215878,0.003921456,0.818552,28,21
MARZO,22,16,0.065592433,0.049264201,0.004042885,0.632071625,26,21
MARZO,22,17,0.063395267,0.054826992,0.004150328,0.54137625,24,23
MARZO,22,18,0.061446433,0.0601149,0.004188106,0.476677375,26,23
MARZO,22,19,0.0528727,0.061596335,0.004218949,0.47828675,29,22
MARZO,22,20,0.026864833,0.058503204,0.004238351,0.5458705,38,22
MARZO,22,21,0.008696367,0.05206919,0.004296102,0.738234,55,25
MARZO,22,22,0.023440457,0.046533372,0.004266897,0.830118125,69,30
MARZO,22,23,0.030830433,0.041642365,0.004333106,0.830638125,58,29
MARZO,23,0,0.017397335,0.035617978,0.004441949,0.87572325,47,26
MARZO,23,1,0.010568437,0.029014624,0.004707507,0.94156675,48,25
MARZO,23,2,0.010268685,0.022617406,0.004409201,0.97732175,47,26
MARZO,23,3,0.007987373,0.01700674,0.004048585,0.966389,45,26
MARZO,23,4,0.008232262,0.014677669,0.003916364,0.90593375,44,25
MARZO,23,5,0.008200333,0.014615664,0.003872598,0.710570625,44,26
MARZO,23,6,0.01003289,0.012939719,0.003713094,0.616214,38,25
MARZO,23,7,0.009805997,0.010311664,0.003629841,0.700790125,39,23
MARZO,23,8,0.009365732,0.009307714,0.003498957,0.799711,46,24
MARZO,23,9,0.016260987,0.010019282,0.003398163,0.831332125,46,25
MARZO,23,10,0.029652867,0.012442305,0.003303773,0.823428375,43,24
MARZO,23,11,0.04184605,0.01667464,0.003271065,0.82880025,35,21
MARZO,23,12,0.049432683,0.021824692,0.003263398,0.819095875,32,19
MARZO,23,13,0.04939735,0.02697432,0.003263017,0.808857125,28,19
MARZO,23,14,0.05111045,0.032109015,0.003259965,0.82232925,28,20
MARZO,23,15,0.05508475,0.037768859,0.00326253,0.752527375,25,19
MARZO,23,16,0.05503845,0.043477948,0.003176915,0.630786375,28,20
MARZO,23,17,0.056657567,0.048527521,0.003099112,0.544845125,27,22
MARZO,23,18,0.056448867,0.051877021,0.003095619,0.532355125,29,22
MARZO,23,19,0.050093167,0.052907911,0.003092813,0.535891375,30,23
MARZO,23,20,0.02735845,0.050148631,0.003085119,0.610703125,35,23
MARZO,23,21,0.028347633,0.047517417,0.002958904,0.65595625,44,25
MARZO,23,22,0.033722833,0.045343965,0.002883111,0.656154125,48,27
MARZO,23,23,0.03589875,0.042945715,0.002796965,0.6465235,42,25
MARZO,24,0,0.03200475,0.040066502,0.002657629,0.63631225,34,23
MARZO,24,1,0.029741217,0.036701958,0.002383685,0.625881375,32,20
MARZO,24,2,0.027041383,0.033026023,0.002261833,0.60235325,30,19
MARZO,24,3,0.030927133,0.030630269,0.002084665,0.569698625,26,19
MARZO,24,4,0.0271356,0.030602412,0.001919499,0.474648,24,16
MARZO,24,5,0.026597817,0.030383685,0.001738784,0.416776625,24,16
MARZO,24,6,0.017382067,0.02834109,0.001668587,0.39577,24,15
MARZO,24,7,0.008313712,0.02489296,0.001657257,0.435441625,26,14
MARZO,24,8,0.007455398,0.021824291,0.001695492,0.571347,36,17
MARZO,24,9,0.01147428,0.019540924,0.001704109,0.65500425,42,19
MARZO,24,10,0.029078917,0.019795616,0.001687694,0.71332625,43,19
MARZO,24,11,0.039150817,0.020823576,0.001664753,0.750484375,34,18
MARZO,24,12,0.042394817,0.022730978,0.001646674,0.7831435,25,16
MARZO,24,13,0.048090417,0.025417553,0.001618609,0.808196,24,15
MARZO,24,14,0.0449706,0.02886612,0.001587497,0.834622625,25,14
MARZO,24,15,0.043889533,0.033313097,0.001569571,0.820797375,30,16
MARZO,24,16,0.045315567,0.038045619,0.001543419,0.702657,30,18
MARZO,24,17,0.0483945,0.042660646,0.001527165,0.643101875,29,19
MARZO,24,18,0.04867,0.045109531,0.001513332,0.623483,32,21
MARZO,24,19,0.042855333,0.045572596,0.001496947,0.612864125,34,24
MARZO,24,20,0.0239168,0.043262844,0.001470592,0.633868875,36,22
MARZO,24,21,0.010416697,0.038553629,0.001481831,0.738491375,41,20
MARZO,24,22,0.012142295,0.034450091,0.001525939,0.795228,51,22
MARZO,24,23,0.009179547,0.030111342,0.001564417,0.84172425,53,28
MARZO,25,0,0.009561372,0.025642068,0.001602745,0.883405875,55,30
MARZO,25,1,0.010990507,0.020966569,0.001652921,0.88673225,55,31
MARZO,25,2,0.021730817,0.017599171,0.001651384,0.86611825,53,30
MARZO,25,3,0.028364533,0.015787821,0.001637965,0.852828875,45,28
MARZO,25,4,0.029033433,0.0164274,0.001626483,0.811618125,39,25
MARZO,25,5,0.012849738,0.01673153,0.001664861,0.700409375,37,22
MARZO,25,6,0.012145967,0.016731989,0.00168602,0.633753125,39,21
MARZO,25,7,0.01019969,0.016859507,0.001725518,0.58287025,35,20
MARZO,25,8,0.014610162,0.017490606,0.001833235,0.59366625,41,20
MARZO,25,9,0.02169325,0.018828449,0.001917858,0.65433125,45,23
MARZO,25,10,0.037466967,0.020795468,0.001984668,0.7217275,51,27
MARZO,25,11,0.048839167,0.023354797,0.002027451,0.753699125,44,28
MARZO,25,12,0.050114917,0.025989982,0.002045873,0.775265375,35,27
MARZO,25,13,0.050396417,0.030683317,0.002053567,0.790297875,29,24
MARZO,25,14,0.050073917,0.035424311,0.002067203,0.811122875,28,22
MARZO,25,15,0.058341733,0.041442066,0.002090848,0.812562625,26,23
MARZO,25,16,0.05449725,0.046427952,0.00214056,0.760245,29,25
MARZO,25,17,0.052619117,0.050293686,0.002176349,0.694362125,27,26
MARZO,25,18,0.050368033,0.051906319,0.002175649,0.63196025,28,26
MARZO,25,19,0.047130233,0.051692702,0.002184564,0.625397375,32,24
MARZO,25,20,0.02454045,0.048495894,0.002224439,0.694629,41,22
MARZO,25,21,0.028152967,0.045715463,0.002213636,0.741610625,45,24
MARZO,25,22,0.032670067,0.043539981,0.002157854,0.734109625,41,24
MARZO,25,23,0.027094783,0.039634113,0.002108537,0.73580825,37,23
MARZO,26,0,0.02638765,0.036120413,0.002055195,0.732550875,34,22
MARZO,26,1,0.024710417,0.032631825,0.001962946,0.722703125,31,21
MARZO,26,2,0.025067467,0.029469254,0.001962034,0.716891625,29,20
MARZO,26,3,0.0293645,0.027248538,0.001999269,0.676321625,30,20
MARZO,26,4,0.022031933,0.026934973,0.002013635,0.571912875,27,19
MARZO,26,5,0.01144078,0.02484595,0.001981184,0.49337825,28,15
MARZO,26,6,0.016399033,0.02281207,0.001957876,0.46298225,29,15
MARZO,26,7,0.016966217,0.021546,0.001886495,0.452933875,32,18
MARZO,26,8,0.025529267,0.021438702,0.001674989,0.47129225,34,23
MARZO,26,9,0.028832933,0.021954016,0.001538931,0.496924,32,23
MARZO,26,10,0.038897183,0.023682731,0.001467359,0.5070955,35,21
MARZO,26,11,0.048508017,0.02607567,0.001436231,0.521527375,30,19
MARZO,26,12,0.053000617,0.029946756,0.001420147,0.5363895,27,17
MARZO,26,13,0.045789618,0.034240361,#¡VALOR!,0.558006857,20,12
MARZO,26,14,0.053244033,0.038845986,#¡VALOR!,0.561028,23,8
MARZO,26,15,0.052494217,0.043286986,#¡VALOR!,0.544101286,19,8
MARZO,26,16,0.052751283,0.046689738,#¡VALOR!,0.511624429,26,8
MARZO,26,17,0.055038417,0.049965423,#¡VALOR!,0.469181286,26,23
MARZO,26,18,0.055789833,0.052077004,#¡VALOR!,0.433655143,25,25
MARZO,26,19,0.05361215,0.052715021,#¡VALOR!,0.412505143,23,22
MARZO,26,20,0.02887375,0.049699163,#¡VALOR!,0.457732,25,20
MARZO,26,21,0.0192845,0.046386023,#¡VALOR!,0.519943875,34,20
MARZO,26,22,0.020114117,0.042244783,#¡VALOR!,0.56642475,40,23
MARZO,26,23,0.018663367,0.038015927,#¡VALOR!,0.63353625,43,25
MARZO,27,0,0.022081,0.034182142,#¡VALOR!,0.645075,42,22
MARZO,27,1,0.025555883,0.030496825,#¡VALOR!,0.63742025,37,20
MARZO,27,2,0.017257388,0.025680269,#¡VALOR!,0.63723525,31,17
MARZO,27,3,0.016232067,0.021007759,#¡VALOR!,0.6480885,30,18
MARZO,27,4,0.024540117,0.020466055,#¡VALOR!,0.59325325,29,17
MARZO,27,5,0.028661967,0.021638238,#¡VALOR!,0.50843075,25,16
MARZO,27,6,0.007525715,0.020064688,#¡VALOR!,0.46082575,25,17
MARZO,27,7,0.007185592,0.018629966,#¡VALOR!,0.440318,29,14
MARZO,27,8,0.007527568,0.016810787,#¡VALOR!,0.490958,36,16
MARZO,27,9,0.015671948,0.015575295,#¡VALOR!,0.554045,36,17
MARZO,27,10,0.02753055,0.016859441,#¡VALOR!,0.621581375,37,21
MARZO,27,11,0.0448176,0.020432632,#¡VALOR!,0.6481335,40,23
MARZO,27,12,0.0541326,0.024131693,#¡VALOR!,0.677942125,38,25
MARZO,27,13,0.05466305,0.027381828,0.00164519,0.720372875,36,24
MARZO,27,14,0.05700865,0.033567195,0.001643052,0.736775125,33,22
MARZO,27,15,0.057724433,0.03988455,0.001635945,0.69679325,29,22
MARZO,27,16,0.052532317,0.045510144,0.00162072,0.64794175,29,24
MARZO,27,17,0.055993183,0.050550298,0.001604091,0.604367875,30,25
MARZO,27,18,0.056063967,0.054116975,0.001585419,0.547447875,28,24
MARZO,27,19,0.057092767,0.055651371,0.001584432,0.53493625,31,22
MARZO,27,20,0.032663367,0.052967717,0.001568321,0.54944,36,22
MARZO,27,21,0.015895183,0.048121733,0.001558784,0.59601275,44,23
MARZO,27,22,0.01756605,0.043191408,0.001529903,0.62224675,47,26
MARZO,27,23,0.023315383,0.038890277,0.001491004,0.63375575,48,25
MARZO,28,0,0.024450183,0.03538001,0.001476161,0.6187985,44,27
MARZO,28,1,0.03500255,0.032756181,0.00147891,0.609569125,41,27
MARZO,28,2,0.021921333,0.028488352,0.001497904,0.606907125,35,24
MARZO,28,3,0.018246183,0.023632529,0.001534233,0.600856875,34,22
MARZO,28,4,0.03240985,0.023600839,0.001552485,0.558346875,30,21
MARZO,28,5,0.01084513,0.022969583,0.001588726,0.49031975,31,16
MARZO,28,6,0.007252015,0.021680328,0.001678288,0.462293625,36,15
MARZO,28,7,0.007068865,0.019649514,0.001680752,0.540588375,43,19
MARZO,28,8,0.00702504,0.017471371,0.001785167,0.704628375,57,24
MARZO,28,9,0.027551815,0.016540029,0.00254375,0.790915625,62,29
MARZO,28,10,0.0658657,0.022033075,0.004230161,0.839150125,61,30
MARZO,28,11,0.0660994,0.028014727,0.00458746,0.893217,58,35
MARZO,28,12,0.091911817,0.035452473,0.007458024,1.0184945,49,35
MARZO,28,13,0.1029031,0.046959719,0.011075858,1.059378125,59,38
MARZO,28,14,0.09479275,0.057902311,0.013139879,1.080968,62,44
MARZO,28,15,0.08773535,0.067985622,0.014932421,1.0164835,58,44
MARZO,28,16,0.092838117,0.078712256,0.016067876,0.876901125,57,44
MARZO,28,17,0.08884475,0.086373873,0.016730603,0.813458875,56,43
MARZO,28,18,0.082931917,0.08850715,0.017226124,0.806346375,54,42
MARZO,28,19,0.06151125,0.087933631,0.017539754,0.815567375,51,39
MARZO,28,20,0.03889845,0.081306961,0.020346127,0.763492375,52,37
MARZO,28,21,0.033942433,0.072686877,0.023629949,0.715494,87,37
MARZO,28,22,0.03720975,0.065489002,0.027405088,0.669177125,112,40
MARZO,28,23,0.041979533,0.059769525,0.035500908,0.639299625,87,39
MARZO,29,0,0.04124755,0.053320704,0.040834605,0.7098245,59,36
MARZO,29,1,0.044507517,0.04777855,0.055654512,0.69061425,45,29
MARZO,29,2,0.042389133,0.042710702,#¡VALOR!,0.66141075,33,25
MARZO,29,3,0.039063117,0.039904685,#¡VALOR!,0.61234,28,24
MARZO,29,4,0.036208683,0.039568465,#¡VALOR!,0.630761375,25,22
MARZO,29,5,0.03419565,0.039600117,#¡VALOR!,0.77828975,24,23
MARZO,29,6,0.034838467,0.039303706,#¡VALOR!,0.86773575,25,27
MARZO,29,7,0.033340517,0.038223829,#¡VALOR!,0.8749515,29,30
MARZO,29,8,0.031758683,0.037037721,#¡VALOR!,0.782273125,31,33
MARZO,29,9,0.0268505,0.034830594,#¡VALOR!,0.78412025,40,38
MARZO,29,10,0.034322,0.033822202,#¡VALOR!,0.78028175,47,47
MARZO,29,11,0.041546783,0.03413266,#¡VALOR!,0.7704475,47,45
MARZO,29,12,0.0549777,0.036478788,#¡VALOR!,0.697245,47,43
MARZO,29,13,0.057839917,0.039434321,#¡VALOR!,0.57009375,43,37
MARZO,29,14,0.06312975,0.042970731,#¡VALOR!,0.517108125,41,33
MARZO,29,15,0.068777833,0.047400396,#¡VALOR!,0.536325,44,34
MARZO,29,16,0.0756632,0.05288846,#¡VALOR!,0.54755725,45,36
MARZO,29,17,0.082967417,0.059903075,#¡VALOR!,0.56802225,47,36
MARZO,29,18,0.088680383,0.066697873,#¡VALOR!,0.594466375,52,39
MARZO,29,19,0.075443333,0.070934942,#¡VALOR!,0.629547875,51,40
MARZO,29,20,0.039668333,0.069021271,#¡VALOR!,0.7203535,52,38
MARZO,29,21,0.03977845,0.066763587,#¡VALOR!,0.712107625,53,36
MARZO,29,22,0.049775667,0.065094327,#¡VALOR!,0.67817175,61,31
MARZO,29,23,0.034201384,0.060772271,#¡VALOR!,0.677877286,78,20
MARZO,30,0,0.040773783,0.056411094,#¡VALOR!,0.652849714,61,NA
MARZO,30,1,0.032746717,0.050133506,#¡VALOR!,0.615045571,37,NA
MARZO,30,2,0.026876683,0.042408044,#¡VALOR!,0.569383714,29,21
MARZO,30,3,0.021751,0.035696502,#¡VALOR!,0.508056286,23,21
MARZO,30,4,0.01320354,0.032388403,#¡VALOR!,0.390038714,22,19
MARZO,30,5,0.007283227,0.0283265,#¡VALOR!,0.377166143,22,21
MARZO,30,6,0.006792548,0.02295361,#¡VALOR!,0.395754,24,23
MARZO,30,7,0.00682142,0.019531115,#¡VALOR!,0.44885825,31,25
MARZO,30,8,0.007585433,0.015382571,#¡VALOR!,0.56664825,38,32
MARZO,30,9,0.011262097,0.012696994,#¡VALOR!,0.68673825,45,36
MARZO,30,10,0.028062667,0.012845242,#¡VALOR!,0.75415275,47,38
MARZO,30,11,0.039941817,0.015119094,#¡VALOR!,0.795922375,41,34
MARZO,30,12,0.0453397,0.019136114,#¡VALOR!,0.823099,31,31
MARZO,30,13,0.05251315,0.024789854,#¡VALOR!,0.840390875,33,25
MARZO,30,14,0.051610167,0.030392056,#¡VALOR!,0.859740875,29,25
MARZO,30,15,0.0519548,0.036033729,#¡VALOR!,0.836920125,31,25
MARZO,30,16,0.0514915,0.041521987,#¡VALOR!,0.751578625,34,24
