DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2023,,,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm],,
ABRIL,16,16,0.059,0.054,0.006,0.441,24,21,0.004,,
ABRIL,16,17,0.054,0.057,0.006,0.433,25,21,0.007,,
ABRIL,16,18,0.059,0.059,0.006,0.425,24,21,0.004,,
ABRIL,16,19,0.049,0.058,0.006,0.425,36,19,0.003,,
ABRIL,16,20,0.044,0.056,0.006,0.430,50,23,0.003,,
ABRIL,16,21,0.040,0.053,0.007,0.587,50,30,0.002,,
ABRIL,16,22,0.038,0.051,0.011,0.663,48,30,0.003,,
ABRIL,16,23,0.043,0.048,0.017,0.667,52,30,0.003,,
ABRIL,17,0,0.043,0.046,0.023,0.656,39,26,0.002,,
ABRIL,17,1,0.040,0.045,0.029,0.727,27,20,0.003,,
ABRIL,17,2,0.038,0.042,0.030,0.910,22,16,0.003,,
ABRIL,17,3,0.040,0.041,0.031,0.923,16,14,0.001,,
ABRIL,17,4,0.039,0.040,0.031,0.978,14,12,0.001,,
ABRIL,17,5,0.034,0.039,0.033,1.054,19,12,0.004,,
ABRIL,17,6,0.035,0.039,0.034,1.068,14,13,0.003,,
ABRIL,17,7,0.034,0.038,0.039,1.127,12,12,0.004,,
ABRIL,17,8,0.035,0.037,0.047,1.230,30,11,0.005,,
ABRIL,17,9,0.037,0.037,0.051,1.144,22,11,0.003,,
ABRIL,17,10,0.040,0.037,0.052,0.959,38,12,0.004,,
ABRIL,17,11,0.046,0.038,0.052,0.953,74,17,0.005,,
ABRIL,17,12,0.055,0.040,0.053,0.889,63,19,0.004,,
ABRIL,17,13,0.055,0.042,0.053,0.664,44,20,0.007,,
ABRIL,17,14,0.051,0.044,0.053,0.587,37,20,0.008,,
ABRIL,17,15,0.057,0.047,0.053,0.539,41,19,0.007,,
ABRIL,17,16,0.054,0.050,0.053,0.460,34,24,0.009,,
ABRIL,17,17,0.049,0.051,0.053,0.489,33,26,0.011,,
ABRIL,17,18,0.047,0.052,0.053,0.518,43,28,0.011,,
ABRIL,17,19,0.047,0.052,0.053,0.530,42,31,0.009,,
ABRIL,17,20,0.035,0.049,0.053,0.563,39,29,0.018,,
ABRIL,17,21,0.018,0.045,0.052,0.636,39,24,0.033,,
ABRIL,17,22,0.026,0.042,0.048,0.653,44,30,0.016,,
ABRIL,17,23,0.030,0.038,0.042,0.646,39,27,0.010,,
ABRIL,18,0,0.030,0.035,0.036,0.634,34,26,0.008,,
ABRIL,18,1,0.032,0.033,0.030,0.601,34,23,0.005,,
ABRIL,18,2,0.018,0.030,0.029,0.571,30,20,0.015,,
ABRIL,18,3,0.017,0.026,0.028,0.553,29,19,0.016,,
ABRIL,18,4,0.021,0.024,0.028,0.510,30,19,0.012,,
ABRIL,18,5,0.028,0.025,0.025,0.419,30,19,0.005,,
ABRIL,18,6,0.017,0.024,0.024,0.382,28,19,0.013,,
ABRIL,18,7,0.010,0.022,0.020,0.424,31,18,0.021,,
ABRIL,18,8,0.011,0.019,0.010,0.535,36,22,0.023,,
ABRIL,18,9,0.026,0.019,0.007,0.587,36,25,0.010,,
ABRIL,18,10,0.037,0.021,0.005,0.615,33,24,0.007,,
ABRIL,18,11,0.039,0.024,0.003,0.635,30,25,0.007,,
ABRIL,18,12,0.045,0.027,0.003,0.654,25,22,0.007,,
ABRIL,18,13,0.041,0.028,0.002,0.668,23,18,0.007,,
ABRIL,18,14,0.043,0.031,0.002,0.681,21,17,0.007,,
ABRIL,18,15,0.036,0.035,NA,0.666,22,13,0.009,,
ABRIL,18,16,0.041,0.038,NA,0.548,21,9,0.008,,
ABRIL,18,17,0.045,0.041,NA,0.498,25,9,0.006,,
ABRIL,18,18,0.043,0.042,NA,0.473,24,NA,0.007,,
ABRIL,18,19,0.038,0.041,NA,0.472,24,NA,0.012,,
ABRIL,18,20,0.021,0.039,NA,0.519,28,18,0.020,,
ABRIL,18,21,0.020,0.036,NA,0.575,31,16,0.020,,
ABRIL,18,22,0.021,0.033,NA,0.593,36,17,0.016,,
ABRIL,18,23,0.024,0.032,NA,0.594,39,17,0.016,,
ABRIL,19,0,0.023,0.030,NA,0.581,37,17,0.010,,
ABRIL,19,1,0.016,0.026,NA,0.590,38,18,0.021,,
ABRIL,19,2,0.014,0.022,NA,0.604,35,19,0.022,,
ABRIL,19,3,0.010,0.019,NA,0.597,37,20,0.023,,
ABRIL,19,4,0.013,0.018,NA,0.549,39,22,0.020,,
ABRIL,19,5,0.026,0.018,NA,0.491,36,22,0.007,,
ABRIL,19,6,0.024,0.019,NA,0.463,33,23,0.007,,
ABRIL,19,7,0.010,0.017,NA,0.481,35,23,0.021,,
ABRIL,19,8,0.011,0.015,NA,0.588,36,23,0.025,,
ABRIL,19,9,0.025,0.017,NA,0.634,38,24,0.015,,
ABRIL,19,10,0.038,0.020,NA,0.655,37,26,0.010,,
ABRIL,19,11,0.048,0.024,NA,0.679,36,24,0.010,,
ABRIL,19,12,0.052,0.029,NA,0.698,37,25,0.008,,
ABRIL,19,13,0.052,0.033,NA,0.729,35,24,0.009,,
ABRIL,19,14,0.053,0.036,NA,0.746,40,23,0.006,,
ABRIL,19,15,0.055,0.042,0.002,0.718,36,23,0.006,,
ABRIL,19,16,0.055,0.047,0.002,0.620,34,23,0.005,,
ABRIL,19,17,0.049,0.050,0.002,0.590,30,22,0.009,,
ABRIL,19,18,0.049,0.052,0.002,0.576,33,22,0.010,,
ABRIL,19,19,0.040,0.051,0.002,0.581,32,23,0.015,,
ABRIL,19,20,0.030,0.048,0.002,0.613,37,23,0.021,,
ABRIL,19,21,0.032,0.045,0.002,0.634,44,22,0.017,,
ABRIL,19,22,0.032,0.043,0.002,0.647,44,22,0.014,,
ABRIL,19,23,0.034,0.040,0.002,0.649,42,22,0.009,,
ABRIL,20,0,0.018,0.035,0.002,0.653,42,23,0.020,,
ABRIL,20,1,0.021,0.032,0.002,0.652,45,22,0.018,,
ABRIL,20,2,0.024,0.029,0.002,0.646,43,24,0.014,,
ABRIL,20,3,0.033,0.028,0.002,0.611,36,25,0.006,,
ABRIL,20,4,0.019,0.026,0.002,0.567,35,24,0.015,,
ABRIL,20,5,0.016,0.025,0.002,0.530,36,24,0.018,,
ABRIL,20,6,0.018,0.023,0.002,0.509,33,25,0.015,,
ABRIL,20,7,0.007,0.019,0.002,0.535,35,24,0.021,,
ABRIL,20,8,0.011,0.019,0.002,0.631,38,25,0.027,,
ABRIL,20,9,0.031,0.020,0.002,0.645,40,25,0.015,,
ABRIL,20,10,0.037,0.022,0.002,0.669,40,25,0.009,,
ABRIL,20,11,0.045,0.023,0.002,0.702,37,24,0.008,,
ABRIL,20,12,0.054,0.027,0.002,0.706,35,21,0.006,,
ABRIL,20,13,0.056,0.033,0.002,0.716,31,19,0.006,,
ABRIL,20,14,0.050,0.037,0.002,0.716,25,20,0.005,,
ABRIL,20,15,0.045,0.041,0.002,0.684,20,22,0.005,,
ABRIL,20,16,0.045,0.045,0.002,0.582,18,20,0.006,,
ABRIL,20,17,0.043,0.047,0.002,0.551,18,19,0.006,,
ABRIL,20,18,0.046,0.048,0.002,0.528,20,19,0.010,,
ABRIL,20,19,0.036,0.047,0.002,0.542,24,19,0.017,,
ABRIL,20,20,0.021,0.043,0.002,0.619,34,20,0.026,,
ABRIL,20,21,0.038,0.040,0.002,0.619,54,27,0.006,,
ABRIL,20,22,0.038,0.039,0.002,0.627,53,29,0.006,,
ABRIL,20,23,0.034,0.038,0.002,0.644,49,28,0.009,,
ABRIL,21,0,0.032,0.036,0.002,0.651,43,28,0.009,,
ABRIL,21,1,0.035,0.035,0.002,0.643,41,29,0.006,,
ABRIL,21,2,0.035,0.034,0.002,0.626,36,27,0.004,,
ABRIL,21,3,0.034,0.033,0.002,0.570,34,24,0.003,,
ABRIL,21,4,0.035,0.035,0.002,0.470,32,21,0.002,,
ABRIL,21,5,0.033,0.035,0.002,0.445,29,18,0.003,,
ABRIL,21,6,0.020,0.032,0.002,0.424,29,18,0.012,,
ABRIL,21,7,0.010,0.029,0.002,0.428,34,21,0.020,,
ABRIL,21,8,0.015,0.027,0.002,0.465,39,21,0.022,,
ABRIL,21,9,0.026,0.026,0.002,0.524,45,22,0.019,,
ABRIL,21,10,0.040,0.027,0.002,0.563,43,25,0.011,,
ABRIL,21,11,0.047,0.028,0.002,0.600,37,24,0.008,,
ABRIL,21,12,0.045,0.029,0.002,0.624,32,24,0.009,,
ABRIL,21,13,0.046,0.031,0.002,0.641,26,22,0.007,,
ABRIL,21,14,0.045,0.034,0.002,0.650,23,20,0.007,,
ABRIL,21,15,0.042,0.038,0.002,0.625,19,18,0.006,,
ABRIL,21,16,0.041,0.041,0.002,0.572,21,17,0.006,,
ABRIL,21,17,0.042,0.044,0.002,0.511,22,17,0.006,,
ABRIL,21,18,0.040,0.044,0.002,0.489,24,18,0.010,,
ABRIL,21,19,0.032,0.042,0.002,0.502,26,18,0.017,,
ABRIL,21,20,0.017,0.038,0.002,0.589,31,17,0.026,,
ABRIL,21,21,0.032,0.037,0.001,0.627,39,16,0.019,,
ABRIL,21,22,0.032,0.035,0.001,0.672,45,18,0.020,,
ABRIL,21,23,0.028,0.033,0.001,0.700,47,21,0.021,,
ABRIL,22,0,0.030,0.032,0.003,0.694,52,24,0.010,,
ABRIL,22,1,0.032,0.031,0.006,0.711,56,32,0.008,,
ABRIL,22,2,0.035,0.030,0.010,0.725,52,37,0.004,,
ABRIL,22,3,0.036,0.030,0.016,0.705,51,34,0.005,,
ABRIL,22,4,0.037,0.033,0.019,0.694,45,33,0.004,,
ABRIL,22,5,0.037,0.034,0.021,0.809,40,32,0.003,,
ABRIL,22,6,0.037,0.034,0.023,0.829,35,31,0.003,,
ABRIL,22,7,0.038,0.035,0.031,0.820,29,28,0.005,,
ABRIL,22,8,0.031,0.036,0.034,0.828,31,28,0.009,,
ABRIL,22,9,0.035,0.036,0.036,0.821,35,31,0.009,,
ABRIL,22,10,0.038,0.036,0.038,0.800,42,31,0.009,,
ABRIL,22,11,0.047,0.038,0.039,0.801,44,32,0.009,,
ABRIL,22,12,0.057,0.040,0.039,0.736,44,30,0.007,,
ABRIL,22,13,0.047,0.041,0.039,0.594,37,28,0.008,,
ABRIL,22,14,0.043,0.042,0.039,0.550,28,28,0.009,,
ABRIL,22,15,0.041,0.042,0.039,0.554,36,24,0.008,,
ABRIL,22,16,0.045,0.044,0.039,0.574,39,22,0.008,,
ABRIL,22,17,0.042,0.045,0.039,0.590,32,22,0.009,,
ABRIL,22,18,0.043,0.046,0.039,0.594,31,21,0.007,,
ABRIL,22,19,0.036,0.044,0.039,0.603,28,19,0.012,,
ABRIL,22,20,0.035,0.041,0.039,0.622,39,20,0.013,,
ABRIL,22,21,0.027,0.039,0.039,0.647,41,22,0.014,,
ABRIL,22,22,0.028,0.037,0.039,0.666,44,22,0.014,,
ABRIL,22,23,0.025,0.035,0.039,0.684,46,22,0.014,,
ABRIL,23,0,0.022,0.032,0.038,0.696,44,22,0.015,,
ABRIL,23,1,0.018,0.029,0.035,0.694,43,23,0.017,,
ABRIL,23,2,0.011,0.025,0.032,0.741,43,24,0.024,,
ABRIL,23,3,0.007,0.022,0.026,0.799,45,23,0.028,,
ABRIL,23,4,0.008,0.018,0.023,0.800,50,24,0.024,,
ABRIL,23,5,0.012,0.016,0.021,0.776,45,24,0.021,,
ABRIL,23,6,0.012,0.014,0.019,0.758,43,24,0.021,,
ABRIL,23,7,0.015,0.013,0.011,0.743,42,24,0.019,,
ABRIL,23,8,0.024,0.013,0.008,0.732,41,25,0.020,,
ABRIL,23,9,0.036,0.016,0.006,0.731,41,25,0.010,,
ABRIL,23,10,0.046,0.020,0.004,0.708,42,25,0.007,,
ABRIL,23,11,0.050,0.025,0.003,0.633,38,26,0.005,,
ABRIL,23,12,0.054,0.031,0.003,0.594,32,26,0.004,,
ABRIL,23,13,0.056,0.037,0.003,0.582,29,26,0.004,,
ABRIL,23,14,0.055,0.042,0.003,0.567,28,26,0.005,,
ABRIL,23,15,0.048,0.046,0.003,0.543,58,26,0.005,,
ABRIL,23,16,0.048,0.049,0.003,0.525,65,26,0.005,,
ABRIL,23,17,0.049,0.051,0.003,0.504,63,26,0.005,,
ABRIL,23,18,0.048,0.051,0.003,0.472,49,26,0.005,,
ABRIL,23,19,0.047,0.051,0.003,0.461,42,26,0.006,,
ABRIL,23,20,0.040,0.049,0.003,0.475,39,25,0.011,,
ABRIL,23,21,0.039,0.047,0.003,0.485,38,26,0.008,,
ABRIL,23,22,0.029,0.043,0.003,0.510,42,26,0.012,,
ABRIL,23,23,0.032,0.042,0.003,0.527,39,25,0.009,,
ABRIL,24,0,0.030,0.039,0.003,0.534,37,25,0.009,,
ABRIL,24,1,0.032,0.037,0.003,0.537,35,24,0.007,,
ABRIL,24,2,0.026,0.034,0.003,0.530,33,24,0.011,,
ABRIL,24,3,0.023,0.031,0.002,0.520,32,25,0.011,,
ABRIL,24,4,0.019,0.029,0.002,0.495,31,25,0.016,,
ABRIL,24,5,0.027,0.027,0.002,0.465,32,24,0.010,,
ABRIL,24,6,0.025,0.027,0.002,0.427,32,22,0.010,,
ABRIL,24,7,0.014,0.025,0.002,0.446,34,22,0.019,,
ABRIL,24,8,0.020,0.023,0.002,0.492,37,22,0.019,,
ABRIL,24,9,0.033,0.023,0.002,0.514,36,22,0.011,,
ABRIL,24,10,0.046,0.026,0.002,0.533,33,22,0.008,,
ABRIL,24,11,0.048,0.029,0.001,0.549,30,22,0.007,,
ABRIL,24,12,0.051,0.033,0.001,0.555,27,20,0.005,,
ABRIL,24,13,0.047,0.036,0.001,0.578,25,19,0.007,,
ABRIL,24,14,0.045,0.038,0.001,0.591,23,18,0.008,,
ABRIL,24,15,0.045,0.042,0.001,0.569,31,19,0.008,,
ABRIL,24,16,0.046,0.045,0.001,0.524,32,21,0.009,,
ABRIL,24,17,0.048,0.047,0.001,0.512,31,21,0.008,,
ABRIL,24,18,0.045,0.047,0.001,0.513,34,20,0.009,,
ABRIL,24,19,0.042,0.046,0.001,0.518,38,21,0.012,,
ABRIL,24,20,0.036,0.044,0.001,0.540,38,20,0.015,,
ABRIL,24,21,0.032,0.042,0.001,0.560,41,18,0.015,,
ABRIL,24,22,0.027,0.040,0.001,0.572,46,19,0.015,,
ABRIL,24,23,0.032,0.038,0.001,0.560,49,20,0.011,,
ABRIL,25,0,0.036,0.037,0.001,0.548,49,22,0.006,,
ABRIL,25,1,0.035,0.036,0.001,0.535,46,25,0.006,,
ABRIL,25,2,0.037,0.034,0.001,0.514,42,26,0.004,,
ABRIL,25,3,0.027,0.033,0.001,0.495,38,26,0.009,,
ABRIL,25,4,0.019,0.031,0.001,0.465,39,27,0.014,,
ABRIL,25,5,0.014,0.028,0.001,0.429,40,28,0.017,,
ABRIL,25,6,0.013,0.027,0.001,0.420,41,26,0.018,,
ABRIL,25,7,0.008,0.024,0.001,0.471,52,30,0.024,,
ABRIL,25,8,0.012,0.021,0.001,0.538,54,34,0.021,,
ABRIL,25,9,0.026,0.019,0.001,0.590,52,33,0.017,,
ABRIL,25,10,0.036,0.019,0.001,0.618,48,31,0.012,,
ABRIL,25,11,0.046,0.022,0.001,0.628,40,28,0.004,,
ABRIL,25,12,0.046,0.025,0.001,0.648,31,24,0.007,,
ABRIL,25,13,0.051,0.030,0.001,0.660,31,25,0.003,,
ABRIL,25,14,0.048,0.034,0.001,0.667,32,27,0.008,,
ABRIL,25,15,0.043,0.039,0.001,0.635,28,26,0.010,,
ABRIL,25,16,0.051,0.043,0.001,0.589,28,23,0.009,,
ABRIL,25,17,0.058,0.047,0.001,0.558,31,25,0.010,,
ABRIL,25,18,0.055,0.050,0.001,0.555,34,27,0.013,,
ABRIL,25,19,0.050,0.050,0.001,0.585,38,26,0.017,,
ABRIL,25,20,0.033,0.049,0.001,0.638,39,24,0.026,,
ABRIL,25,21,0.026,0.046,0.001,0.690,49,24,0.022,,
ABRIL,25,22,0.030,0.043,0.001,0.696,46,24,0.020,,
ABRIL,25,23,0.032,0.042,0.001,0.683,44,21,0.017,,
ABRIL,26,0,0.039,0.040,0.001,0.650,45,19,0.007,,
ABRIL,26,1,0.034,0.037,0.001,0.639,43,19,0.011,,
ABRIL,26,2,0.034,0.035,0.001,0.626,43,20,0.011,,
ABRIL,26,3,0.025,0.032,0.001,0.596,43,22,0.013,,
ABRIL,26,4,0.018,0.030,0.001,0.536,40,25,0.018,,
ABRIL,26,5,0.020,0.029,0.001,0.486,43,26,0.017,,
ABRIL,26,6,0.016,0.027,0.001,0.469,45,29,0.017,,
ABRIL,26,7,0.009,0.024,0.001,0.524,50,32,0.024,,
ABRIL,26,8,0.011,0.021,0.001,0.641,54,32,0.025,,
ABRIL,26,9,0.020,0.019,0.001,0.693,56,31,0.025,,
ABRIL,26,10,0.033,0.019,0.001,0.717,50,30,0.011,,
ABRIL,26,11,0.040,0.021,0.001,0.729,38,26,0.007,,
ABRIL,26,12,0.045,0.024,0.001,0.742,31,19,0.008,,
ABRIL,26,13,0.044,0.027,0.001,0.748,27,18,0.008,,
ABRIL,26,14,0.047,0.031,0.001,0.758,24,17,0.010,,
ABRIL,26,15,0.052,0.036,0.001,0.707,24,15,0.008,,
ABRIL,26,16,0.052,0.042,NA,0.625,21,13,0.010,,
ABRIL,26,17,0.053,0.046,NA,0.582,22,14,0.010,,
ABRIL,26,18,0.051,0.048,NA,0.577,24,15,0.012,,
ABRIL,26,19,0.041,0.048,NA,0.600,32,15,0.019,,
ABRIL,26,20,0.027,0.046,NA,0.665,35,15,0.028,,
ABRIL,26,21,0.030,0.044,NA,0.715,44,18,0.025,,
ABRIL,26,22,0.033,0.042,NA,0.740,49,21,0.019,,
ABRIL,26,23,0.038,0.041,NA,0.748,47,24,0.013,,
ABRIL,27,0,0.030,0.038,NA,0.748,47,24,0.011,,
ABRIL,27,1,0.032,0.035,NA,0.745,43,29,0.007,,
ABRIL,27,2,0.034,0.033,NA,0.726,42,31,0.007,,
ABRIL,27,3,0.035,0.033,NA,0.690,39,29,0.005,,
ABRIL,27,4,0.028,0.033,NA,0.607,39,28,0.010,,
ABRIL,27,5,0.025,0.032,NA,0.550,37,28,0.011,,
ABRIL,27,6,0.014,0.030,NA,0.538,43,31,0.024,,
ABRIL,27,7,0.012,0.027,NA,0.583,54,38,0.026,,
ABRIL,27,8,0.015,0.025,NA,0.645,59,42,0.024,,
ABRIL,27,9,0.023,0.023,NA,0.700,58,40,0.019,,
ABRIL,27,10,0.038,0.024,NA,0.740,50,37,0.011,,
ABRIL,27,11,0.048,0.025,NA,0.762,43,31,0.008,,
ABRIL,27,12,0.051,0.028,NA,0.782,32,25,0.009,,
ABRIL,27,13,0.052,0.032,NA,0.800,26,21,0.008,,
ABRIL,27,14,0.056,0.037,NA,0.787,23,19,0.007,,
ABRIL,27,15,0.053,0.042,NA,0.732,22,19,0.007,,
ABRIL,27,16,0.045,0.046,NA,0.669,23,19,0.008,,
ABRIL,27,17,0.043,0.048,0.001,0.613,25,17,0.007,,
ABRIL,27,18,0.046,0.049,0.001,0.587,29,18,0.010,,
ABRIL,27,19,0.040,0.048,0.001,0.598,33,19,0.014,,
ABRIL,27,20,0.032,0.046,0.001,0.633,40,20,0.020,,
ABRIL,27,21,0.033,0.043,0.001,0.660,48,22,0.020,,
ABRIL,27,22,0.031,0.040,0.001,0.684,50,27,0.020,,
ABRIL,27,23,0.035,0.038,0.001,0.700,53,30,0.013,,
ABRIL,28,0,0.033,0.037,0.001,0.713,55,31,0.012,,
ABRIL,28,1,0.035,0.036,0.001,0.712,52,31,0.009,,
ABRIL,28,2,0.035,0.034,0.001,0.696,48,33,0.008,,
ABRIL,28,3,0.032,0.033,0.001,0.658,44,33,0.008,,
ABRIL,28,4,0.033,0.033,0.001,0.598,42,31,0.008,,
ABRIL,28,5,0.010,0.031,0.001,0.549,42,28,0.026,,
ABRIL,28,6,0.010,0.028,0.001,0.522,43,27,0.026,,
ABRIL,28,7,0.008,0.024,0.001,0.528,46,30,0.028,,
ABRIL,28,8,0.015,0.022,0.001,0.563,48,31,0.026,,
ABRIL,28,9,0.031,0.022,0.001,0.594,50,33,0.019,,
ABRIL,28,10,0.042,0.023,0.001,0.631,48,33,0.015,,
ABRIL,28,11,0.056,0.026,0.001,0.645,42,31,0.007,,
ABRIL,28,12,0.053,0.028,0.001,0.658,30,24,0.007,,
ABRIL,28,13,0.046,0.033,NA,0.684,21,24,0.008,,
ABRIL,28,14,0.052,0.038,NA,0.677,21,NA,0.008,,
ABRIL,28,15,0.049,0.043,NA,0.651,20,NA,0.008,,
ABRIL,28,16,0.044,0.047,NA,0.590,24,19,0.010,,
ABRIL,28,17,0.046,0.049,NA,0.559,27,17,0.010,,
ABRIL,28,18,0.045,0.049,NA,0.534,29,14,0.010,,
ABRIL,28,19,0.042,0.047,NA,0.536,32,13,0.012,,
ABRIL,28,20,0.029,0.044,NA,0.586,36,15,0.023,,
ABRIL,28,21,0.024,0.041,NA,0.636,39,18,0.023,,
ABRIL,28,22,0.039,0.040,NA,0.647,44,21,0.011,,
ABRIL,28,23,0.035,0.038,NA,0.649,46,24,0.011,,
ABRIL,29,0,0.036,0.037,NA,0.645,45,26,0.011,,
ABRIL,29,1,0.037,0.036,NA,0.641,42,28,0.009,,
ABRIL,29,2,0.037,0.035,NA,0.627,38,28,0.008,,
ABRIL,29,3,0.029,0.033,NA,0.620,38,28,0.011,,
ABRIL,29,4,0.019,0.032,NA,0.595,40,29,0.018,,
ABRIL,29,5,0.014,0.031,NA,0.554,40,30,0.020,,
ABRIL,29,6,0.010,0.027,NA,0.561,43,29,0.023,,
ABRIL,29,7,0.007,0.024,NA,0.599,49,33,0.026,,
ABRIL,29,8,0.016,0.021,NA,0.663,54,37,0.031,,
ABRIL,29,9,0.026,0.020,NA,0.716,68,38,0.022,,
ABRIL,29,10,0.057,0.022,NA,0.782,60,39,0.013,,
ABRIL,29,11,0.070,0.027,NA,0.852,54,38,0.011,,
ABRIL,29,12,0.065,0.033,NA,0.845,44,37,0.008,,
ABRIL,29,13,0.064,0.039,0.008,0.833,34,31,0.007,,
ABRIL,29,14,0.069,0.047,0.008,0.820,28,21,0.007,,
ABRIL,29,15,0.073,0.055,0.008,0.777,23,21,0.005,,
ABRIL,29,16,0.073,0.062,0.008,0.708,24,23,0.005,,
ABRIL,29,17,0.068,0.067,0.008,0.655,25,20,0.008,,
ABRIL,29,18,0.073,0.069,0.008,0.587,24,19,0.007,,
ABRIL,29,19,0.063,0.068,0.008,0.521,26,19,0.010,,
ABRIL,29,20,0.031,0.064,0.008,0.566,31,18,0.033,,
ABRIL,29,21,0.044,0.062,0.008,0.567,45,18,0.010,,
ABRIL,29,22,0.048,0.059,0.010,0.534,54,17,0.003,,
ABRIL,29,23,0.044,0.055,0.021,0.511,52,18,0.007,,
ABRIL,30,0,0.042,0.052,0.024,0.706,45,20,0.006,,
ABRIL,30,1,0.045,0.049,0.026,0.791,36,19,0.004,,
ABRIL,30,2,0.042,0.045,0.028,0.979,32,19,0.006,,
ABRIL,30,3,0.044,0.043,0.029,1.179,27,17,0.005,,
ABRIL,30,4,0.044,0.044,0.032,1.348,26,14,0.005,,
ABRIL,30,5,0.039,0.043,0.035,1.315,27,14,0.006,,
ABRIL,30,6,0.035,0.042,0.037,1.311,30,18,0.006,,
ABRIL,30,7,0.029,0.040,0.038,1.318,31,21,0.009,,
ABRIL,30,8,0.029,0.038,0.038,1.121,31,20,0.010,,
ABRIL,30,9,0.043,0.038,0.041,1.017,36,22,0.007,,
ABRIL,30,10,0.050,0.039,0.042,0.813,37,26,0.005,,
ABRIL,30,11,0.054,0.040,0.041,0.597,40,26,0.009,,
ABRIL,30,12,0.064,0.043,0.041,0.357,35,27,0.003,,
ABRIL,30,13,0.066,0.046,0.041,0.363,26,23,0.003,,
ABRIL,30,14,0.071,0.051,0.041,0.376,20,17,0.004,,
ABRIL,30,15,0.076,0.057,0.041,0.379,19,18,0.004,,
ABRIL,30,16,0.074,0.062,0.041,0.376,22,24,0.005,,
ABRIL,30,17,0.077,0.066,0.041,0.382,25,26,0.004,,
ABRIL,30,18,0.077,0.070,0.041,0.390,29,25,0.004,,
ABRIL,30,19,0.072,0.072,0.041,0.400,32,27,0.007,,
ABRIL,30,20,0.054,0.071,0.041,0.421,39,28,0.011,,
ABRIL,30,21,0.049,0.069,0.041,0.467,42,29,0.013,,
ABRIL,30,22,0.043,0.065,0.040,0.511,42,28,0.013,,
ABRIL,30,23,0.039,0.061,0.029,0.538,41,26,0.012,,
