DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2023,,,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm],,
JUNIO,28,8,0.026,0.033,0.027,0.339,20.3623,16.7923,0.007,,
JUNIO,28,9,0.036,0.031,0.029,0.349,23.4671,19.9189,0.003,,
JUNIO,28,10,0.039,0.030,0.030,0.367,23.729,24.229,0.003,,
JUNIO,28,11,0.045,0.031,0.030,0.383,45.8098,23.5219,0.005,,
JUNIO,28,12,0.050,0.034,0.030,0.414,58.0556,25.3844,0.008,,
JUNIO,28,13,0.058,0.038,0.031,0.424,43.8535,31.7759,0.005,,
JUNIO,28,14,0.062,0.043,0.031,0.430,36.4014,30.1409,0.006,,
JUNIO,28,15,0.068,0.048,0.031,0.412,33.8778,29.5486,0.005,,
JUNIO,28,16,0.066,0.053,0.031,0.409,35.9141,31.4994,0.009,,
JUNIO,28,17,0.057,0.056,0.030,0.433,37.0685,30.724,0.011,,
JUNIO,28,18,0.051,0.057,0.029,0.445,53.2451,28.9663,0.009,,
JUNIO,28,19,0.051,0.058,0.030,0.520,45.1591,29.2326,0.009,,
JUNIO,28,20,0.041,0.057,0.031,0.524,44.0789,28.8956,0.014,,
JUNIO,28,21,0.040,0.055,0.031,0.537,42.6127,29.2213,0.011,,
JUNIO,28,22,0.040,0.052,0.031,0.544,37.8506,26.0324,0.010,,
JUNIO,28,23,0.041,0.048,0.030,0.549,30.6995,24.6374,0.009,,
JUNIO,29,0,0.039,0.045,0.029,0.530,29.1868,21.6498,0.006,,
JUNIO,29,1,0.034,0.042,0.030,0.498,29.5519,22.5864,0.006,,
JUNIO,29,2,0.028,0.039,0.032,0.473,24.395,22.1481,0.004,,
JUNIO,29,3,0.026,0.036,0.030,0.378,19.0926,17.632,0.003,,
JUNIO,29,4,0.026,0.034,0.029,0.340,14.1844,14.1236,0.002,,
JUNIO,29,5,0.023,0.032,0.026,0.311,11.5383,11.8899,0.004,,
JUNIO,29,6,0.025,0.030,0.025,0.282,12.5115,12.35,0.003,,
JUNIO,29,7,0.025,0.028,0.024,0.289,12.3719,13.5783,0.004,,
JUNIO,29,8,0.026,0.027,0.024,0.323,12.4346,17.2242,0.006,,
JUNIO,29,9,0.032,0.026,0.023,0.333,12.4424,17.202,0.003,,
JUNIO,29,10,0.035,0.027,0.024,0.334,15.5596,15.2673,0.003,,
JUNIO,29,11,0.039,0.029,0.025,0.362,18.2926,14.5308,0.003,,
JUNIO,29,12,0.040,0.031,0.025,0.369,22.8684,16.8553,0.005,,
JUNIO,29,13,0.043,0.033,0.025,0.374,25.8536,17.5066,0.005,,
JUNIO,29,14,0.043,0.035,0.026,0.375,24.506,16.3818,0.004,,
JUNIO,29,15,0.046,0.038,0.026,0.372,26.8083,19.4768,0.003,,
JUNIO,29,16,0.040,0.040,0.026,0.331,25.7621,17.8462,0.003,,
JUNIO,29,17,0.033,0.040,0.026,0.311,27.824,16.3989,0.002,,
JUNIO,29,18,0.033,0.039,0.026,0.296,22.6771,12.8932,0.002,,
JUNIO,29,19,0.021,0.037,0.025,0.296,30.259,10.636,0.011,,
JUNIO,29,20,0.023,0.035,0.025,0.308,30.5984,11.7064,0.011,,
JUNIO,29,21,0.028,0.033,0.026,0.310,30.7887,19.086,0.007,,
JUNIO,29,22,0.032,0.032,0.026,0.319,28.1108,23.9095,0.006,,
JUNIO,29,23,0.028,0.030,0.026,0.306,22.1185,20.9081,0.005,,
JUNIO,30,0,0.019,0.027,0.026,0.310,27.2952,17.4461,0.008,,
JUNIO,30,1,0.011,0.024,0.025,0.331,102.7306,15.3731,0.006,,
JUNIO,30,2,0.007,0.021,NA,0.349,107.2648,13.9877,0.009,,
JUNIO,30,3,0.009,0.020,NA,0.322,68.275,13.9856,0.005,,
JUNIO,30,4,0.012,0.018,NA,0.311,42.6066,16.7814,0.005,,
JUNIO,30,5,0.020,0.017,NA,0.312,33.1641,15.783,0.003,,
JUNIO,30,6,0.017,0.016,NA,0.308,19.3653,12.5072,0.004,,
JUNIO,30,7,0.010,0.013,NA,0.337,14.7676,14.4394,0.012,,
JUNIO,30,8,0.011,0.012,NA,0.381,11.7207,12.6122,0.014,,
JUNIO,30,9,0.012,0.012,NA,0.446,12.0987,12.2114,0.016,,
JUNIO,30,10,0.024,0.014,NA,0.441,15.9541,13.1111,0.005,,
JUNIO,30,11,0.031,0.017,NA,0.452,19.7408,13.3248,0.007,,
JUNIO,30,12,0.037,0.020,NA,0.461,20.6849,19.0752,0.007,,
JUNIO,30,13,0.042,0.023,NA,0.489,20.2905,21.9284,0.007,,
JUNIO,30,14,0.039,0.026,NA,0.515,17.6344,20.5553,0.007,,
JUNIO,30,15,0.038,0.029,NA,0.564,16.2393,16.1929,0.007,,
JUNIO,30,16,0.026,0.031,NA,0.609,26.4465,14.3805,0.011,,
JUNIO,30,17,0.021,0.032,NA,0.668,27.07,19.4464,0.015,,
JUNIO,30,18,0.019,0.032,NA,0.709,23.67,22.2362,0.014,,
JUNIO,30,19,0.018,0.030,NA,0.747,22.0854,18.1223,0.013,,
JUNIO,30,20,0.018,0.028,NA,0.775,20.9671,15.5901,0.010,,
JUNIO,30,21,0.020,0.025,NA,0.769,16.5174,14.6852,0.007,,
JUNIO,30,22,0.014,0.022,NA,0.767,11.5809,15.9409,0.009,,
JUNIO,30,23,0.008,0.018,NA,0.700,21.4842,11.0744,0.010,,
