DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
OCT,9,18,36.05,4.99,0.272,22,1.36,201.91,27.73,34.27,97.36
OCT,9,19,20.79,3.61,0.617,32,1.87,259.87,25.61,41.20,8.50
OCT,9,20,16.06,3.45,0.651,45,2.39,287.09,24.00,48.20,2.31
OCT,9,21,8.91,4.68,0.661,45,2.23,180.72,23.28,51.74,2.44
OCT,9,22,14.95,14.14,0.418,31,1.92,92.28,22.87,51.62,20.99
OCT,9,23,11.81,7.52,0.393,22,1.94,102.09,21.35,57.08,23.16
OCT,10,0,13.45,2.90,0.251,28,3.25,87.11,20.50,61.46,2.73
OCT,10,1,12.59,2.86,0.248,28,4.25,78.06,19.71,65.25,2.81
OCT,10,2,15.85,2.40,0.208,16,2.63,76.89,18.80,67.99,5.08
OCT,10,3,14.22,2.19,0.216,7,2.28,108.81,18.17,71.07,7.37
OCT,10,4,5.69,2.56,0.240,12,2.55,117.83,16.98,77.09,9.11
OCT,10,5,2.28,3.72,0.285,25,2.51,108.20,16.50,80.38,3.05
OCT,10,6,2.04,2.20,0.375,32,2.48,127.09,15.73,83.23,3.06
OCT,10,7,2.00,3.55,0.562,32,2.56,106.06,15.75,84.68,9.13
OCT,10,8,2.00,3.28,0.610,43,2.70,93.50,17.41,79.90,116.77
OCT,10,9,8.54,2.53,0.405,22,2.92,89.57,21.62,65.83,428.58
OCT,10,10,15.94,2.28,0.325,17,3.78,81.61,23.62,56.64,584.50
OCT,10,11,21.08,1.57,0.299,8,3.50,79.22,25.38,50.34,750.96
OCT,10,12,25.48,1.38,0.311,10,3.19,75.86,27.27,42.77,860.71
OCT,10,13,30.15,1.44,0.366,12,3.07,96.47,29.11,35.80,784.94
OCT,10,14,29.49,1.77,0.235,15,3.28,94.54,30.17,28.33,888.35
OCT,10,15,27.62,1.29,0.181,5,2.93,101.46,31.30,23.02,787.46
OCT,10,16,27.37,3.76,0.180,6,2.73,142.38,31.94,20.83,621.71
OCT,10,17,27.36,7.98,0.180,8,2.13,110.77,31.92,19.54,354.25
OCT,10,18,28.07,4.09,0.180,23,2.50,129.86,29.42,25.29,82.11
OCT,10,19,20.73,1.88,0.304,44,3.91,174.13,25.67,48.77,5.13
OCT,10,20,16.31,1.36,0.291,40,3.13,157.80,23.82,58.26,2.34
OCT,10,21,17.06,1.32,0.252,24,1.86,149.20,22.87,60.76,15.79
OCT,10,22,13.41,1.64,0.280,11,1.94,112.45,22.32,63.69,2.48
OCT,10,23,13.14,1.10,0.245,15,2.02,114.39,21.93,64.48,4.18
OCT,11,0,12.92,1.11,0.230,13,2.10,154.14,21.43,66.00,2.59
OCT,11,1,12.12,1.23,0.221,13,2.87,158.10,21.01,66.87,3.75
OCT,11,2,11.55,1.22,0.232,10,2.55,162.67,20.42,68.68,7.19
OCT,11,3,10.26,1.10,0.220,9,1.16,169.40,19.95,70.27,2.69
OCT,11,4,8.91,1.10,0.236,9,1.36,166.47,19.46,71.97,2.81
OCT,11,5,13.18,1.12,0.258,13,1.49,214.76,18.96,75.96,8.39
OCT,11,6,7.99,1.22,0.373,18,1.57,255.61,18.39,78.36,2.86
OCT,11,7,2.00,1.19,0.660,31,1.65,237.40,17.76,81.53,10.70
OCT,11,8,2.00,1.17,0.633,44,1.77,241.34,20.66,79.39,136.57
OCT,11,9,12.34,1.20,0.467,15,2.04,277.46,24.28,69.62,338.78
OCT,11,10,16.74,1.56,0.444,16,2.38,260.93,26.07,58.41,575.31
OCT,11,11,25.33,1.14,0.361,21,2.44,227.70,27.91,49.20,708.22
OCT,11,12,31.60,2.70,0.336,19,2.23,176.41,28.64,43.23,767.22
OCT,11,13,36.63,13.89,0.254,17,2.10,190.19,30.34,36.10,770.45
OCT,11,14,34.91,8.49,0.245,22,3.29,104.98,30.79,31.80,915.07
OCT,11,15,32.85,12.55,0.217,18,3.63,92.20,31.69,25.16,783.22
OCT,11,16,32.55,7.43,0.213,17,3.70,79.63,32.24,22.13,591.61
OCT,11,17,25.65,27.25,0.180,24,5.03,62.56,31.74,16.83,407.55
OCT,11,18,21.54,19.45,0.180,34,4.35,74.96,30.46,14.72,171.62
OCT,11,19,16.95,33.03,0.243,38,4.45,55.74,27.19,18.34,6.87
OCT,11,20,17.08,10.63,0.189,37,5.25,56.31,25.46,22.62,3.89
OCT,11,21,17.06,9.75,0.198,33,4.52,61.54,23.71,29.09,14.28
OCT,11,22,16.02,6.84,0.193,26,3.29,73.61,22.03,41.60,4.21
OCT,11,23,16.33,9.68,0.181,21,3.40,82.09,20.95,55.94,4.88
OCT,12,0,15.47,3.98,0.184,21,2.89,91.10,19.75,61.83,2.72
OCT,12,1,15.39,2.89,0.186,10,3.05,99.34,18.75,66.85,2.88
OCT,12,2,12.41,2.04,0.185,22,2.56,83.72,18.24,69.35,4.04
OCT,12,3,12.16,2.63,0.180,12,2.42,101.92,17.97,72.59,2.92
OCT,12,4,12.87,8.87,0.180,15,1.91,119.21,18.27,72.60,6.54
OCT,12,5,5.62,6.77,0.216,23,2.29,142.74,17.18,76.06,9.76
OCT,12,6,3.15,3.54,0.267,25,2.50,82.76,16.85,80.18,3.03
OCT,12,7,2.00,3.47,0.301,27,2.02,150.86,16.47,81.23,6.60
OCT,12,8,2.00,2.77,0.379,32,2.45,119.72,17.44,79.56,82.49
OCT,12,9,9.13,3.27,0.378,27,2.83,91.74,20.35,69.53,244.41
OCT,12,10,15.72,2.93,0.297,13,3.86,96.09,22.77,59.89,527.54
OCT,12,11,20.45,2.79,0.329,23,4.49,88.28,24.64,52.72,579.34
OCT,12,12,25.26,2.63,0.315,15,4.78,79.19,26.01,45.95,725.06
OCT,12,13,29.28,2.82,0.277,27,4.27,96.90,26.82,42.24,574.62
OCT,12,14,30.32,2.29,0.248,41,4.56,81.73,28.46,35.38,807.96
OCT,12,15,32.42,2.26,0.239,61,4.25,82.66,29.19,32.63,655.64
OCT,12,16,33.67,2.33,0.262,30,3.62,78.87,29.85,31.33,568.31
OCT,12,17,31.72,2.39,0.217,11,3.86,85.73,29.43,32.29,376.84
OCT,12,18,27.04,2.40,0.253,28,3.22,79.19,28.37,35.39,153.10
OCT,12,19,20.01,3.38,0.274,26,4.13,71.61,25.30,48.30,8.73
OCT,12,20,14.27,5.74,0.291,14,4.30,63.94,22.89,58.12,15.76
OCT,12,21,13.56,14.17,0.252,23,4.75,57.66,21.19,63.04,2.62
OCT,12,22,11.96,21.85,0.263,19,2.85,115.54,20.07,65.76,6.64
OCT,12,23,9.83,5.97,0.259,17,1.80,95.83,19.50,68.26,7.21
OCT,13,0,10.87,3.76,0.219,13,2.48,74.19,18.60,71.47,20.59
OCT,13,1,11.60,2.52,0.191,9,3.60,72.36,18.07,74.38,5.72
OCT,13,2,11.55,3.72,0.207,7,2.68,71.42,17.70,75.18,20.89
OCT,13,3,11.25,5.69,0.192,7,2.81,62.29,17.25,77.47,7.44
OCT,13,4,11.30,3.08,0.180,2,2.54,93.75,17.19,77.57,2.99
OCT,13,5,8.91,1.70,0.192,7,2.81,97.90,16.44,82.15,3.06
OCT,13,6,6.14,1.97,0.254,13,1.88,124.33,16.17,83.43,5.24
OCT,13,7,2.00,1.76,0.328,11,2.50,94.78,15.93,84.51,8.59
OCT,13,8,2.30,1.46,0.349,9,2.75,88.54,17.52,80.24,133.99
OCT,13,9,10.10,1.54,0.341,7,3.37,86.37,20.33,69.50,346.63
OCT,13,10,16.06,1.36,0.283,3,3.63,91.54,22.83,57.79,556.86
OCT,13,11,21.58,1.25,0.256,3,2.30,112.01,25.86,49.70,729.90
