DATOS HORARIOS 2023_DIF,,,,,,,,,,,,,
NOTA,LOS DATOS SON REVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DÍA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m3],PM2.5 [µg/m3],TEMP,WS,WD,HR,PBAR
NOVIEMBRE,11,13,0.048,0.008,0.007,0.99,39,16,25.20,3.52,92.69,49.67,623.18
NOVIEMBRE,11,14,0.050,0.009,0.006,0.93,46,14,26.12,3.46,76.36,45.69,622.38
NOVIEMBRE,11,15,0.047,0.009,0.006,0.95,41,15,26.85,3.58,82.55,42.44,621.65
NOVIEMBRE,11,16,0.042,0.009,0.008,1.05,46,13,26.81,4.06,81.81,41.94,621.12
NOVIEMBRE,11,17,0.039,0.009,0.008,0.92,44,29,25.59,4.28,73.06,46.86,621.20
NOVIEMBRE,11,18,0.034,0.012,0.008,0.96,36,26,24.99,3.21,55.49,49.87,621.49
NOVIEMBRE,11,19,0.029,0.012,0.010,0.99,29,30,24.06,3.12,63.21,53.42,621.97
NOVIEMBRE,11,20,0.027,0.010,0.007,0.96,36,40,22.38,4.15,90.62,59.21,622.81
NOVIEMBRE,11,21,0.026,0.009,0.006,0.87,40,39,18.77,4.89,79.01,79.02,623.60
NOVIEMBRE,11,22,0.021,0.009,0.006,0.87,29,22,18.40,4.36,92.05,81.68,623.86
NOVIEMBRE,11,23,0.019,0.009,0.005,0.82,34,15,18.29,3.91,88.27,80.18,624.10
NOVIEMBRE,12,0,0.019,0.009,0.004,0.74,15,15,18.25,3.54,70.23,78.46,624.22
NOVIEMBRE,12,1,0.019,0.008,0.004,0.71,11,10,17.89,3.39,78.43,78.04,624.04
NOVIEMBRE,12,2,0.018,0.008,0.003,0.68,11,13,17.39,3.17,81.06,79.15,624.01
NOVIEMBRE,12,3,0.018,0.008,0.003,0.67,10,12,16.88,2.89,87.69,80.18,623.91
NOVIEMBRE,12,4,0.015,0.008,0.004,0.67,8,9,16.21,3.10,93.72,83.10,623.71
NOVIEMBRE,12,5,0.015,0.008,0.004,0.67,8,14,16.00,3.11,82.93,84.60,623.60
NOVIEMBRE,12,6,0.014,0.008,0.003,0.67,9,11,15.58,3.25,91.38,85.57,623.76
NOVIEMBRE,12,7,0.015,0.008,0.003,0.69,8,13,15.57,3.49,87.06,85.37,624.01
NOVIEMBRE,12,8,0.014,0.008,0.004,0.80,6,11,16.02,3.14,85.86,83.26,624.58
NOVIEMBRE,12,9,0.017,0.008,0.003,0.82,18,15,16.93,4.25,79.75,77.84,624.98
NOVIEMBRE,12,10,0.023,0.008,0.002,0.79,14,10,19.19,6.19,80.25,65.51,625.17
NOVIEMBRE,12,11,0.025,0.008,0.004,0.92,30,14,20.68,5.01,88.46,59.73,625.24
NOVIEMBRE,12,12,0.032,0.009,0.005,0.88,21,15,22.40,4.62,82.75,53.99,624.88
NOVIEMBRE,12,13,0.040,0.009,0.005,0.92,24,15,23.99,3.96,91.48,48.49,624.29
NOVIEMBRE,12,14,0.046,0.009,0.004,0.84,29,12,25.09,3.11,79.01,44.38,623.54
NOVIEMBRE,12,15,0.047,0.009,0.004,0.78,26,6,26.28,3.34,47.87,39.29,622.72
NOVIEMBRE,12,16,0.042,0.009,0.006,0.95,25,14,26.40,2.84,95.30,37.70,622.32
NOVIEMBRE,12,17,0.041,0.009,0.006,0.86,32,17,26.23,2.45,81.14,37.89,622.28
NOVIEMBRE,12,18,0.037,0.009,0.007,0.92,30,27,24.63,3.14,136.75,46.24,622.34
NOVIEMBRE,12,19,0.029,0.008,0.008,0.98,36,34,20.75,2.72,54.90,70.16,622.82
NOVIEMBRE,12,20,0.019,0.009,0.013,1.41,10,28,21.80,2.47,52.35,64.82,623.24
NOVIEMBRE,12,21,0.018,0.011,0.008,1.04,15,27,21.48,2.95,79.50,63.40,624.00
NOVIEMBRE,12,22,0.017,0.011,0.005,0.86,26,22,19.91,3.65,85.26,68.68,624.74
NOVIEMBRE,12,23,0.018,0.010,0.004,0.79,19,16,18.66,3.85,80.56,72.70,625.18
NOVIEMBRE,13,0,0.018,0.009,0.003,0.69,15,9,18.07,3.66,74.43,74.52,625.13
NOVIEMBRE,13,1,0.016,0.009,0.004,0.66,16,22,17.28,2.48,86.59,77.27,625.17
NOVIEMBRE,13,2,0.017,0.008,0.003,0.64,15,18,16.62,2.59,77.42,80.42,625.23
NOVIEMBRE,13,3,0.018,0.009,0.003,0.63,12,13,16.80,2.12,67.42,79.24,625.03
NOVIEMBRE,13,4,0.018,0.011,0.004,0.63,12,11,16.90,1.59,76.24,77.91,624.87
NOVIEMBRE,13,5,0.010,0.012,0.007,0.71,8,15,15.48,1.06,161.34,84.29,624.86
NOVIEMBRE,13,6,0.013,0.011,0.007,0.77,9,16,16.13,1.52,74.68,80.82,624.80
NOVIEMBRE,13,7,0.014,0.011,0.007,0.87,12,15,16.85,2.59,68.60,77.99,625.13
NOVIEMBRE,13,8,0.014,0.012,0.007,1.10,11,17,17.02,3.02,80.64,77.52,625.42
NOVIEMBRE,13,9,0.018,0.012,0.005,0.97,24,9,17.89,3.88,70.65,73.61,625.75
NOVIEMBRE,13,10,0.024,0.014,0.004,0.88,25,12,19.41,4.29,67.14,65.08,625.98
NOVIEMBRE,13,11,0.025,0.011,0.004,0.86,21,18,19.88,4.56,64.86,63.61,626.06
NOVIEMBRE,13,12,0.027,0.010,0.004,0.85,32,10,20.91,4.07,62.72,59.80,625.65
NOVIEMBRE,13,13,0.030,0.010,0.004,0.89,23,8,22.32,3.77,78.12,55.08,625.07
NOVIEMBRE,13,14,0.032,0.011,0.005,0.98,26,11,23.53,3.53,80.13,51.23,624.37
NOVIEMBRE,13,15,0.034,0.013,0.005,0.89,24,8,24.78,3.00,75.05,47.04,623.62
NOVIEMBRE,13,16,0.036,0.012,0.004,0.81,21,9,25.51,3.23,48.02,42.99,623.11
NOVIEMBRE,13,17,0.036,0.012,0.005,0.87,26,13,25.87,2.91,55.30,39.75,622.95
NOVIEMBRE,13,18,0.031,0.011,0.009,1.06,29,21,24.93,2.50,66.69,43.57,622.98
NOVIEMBRE,13,19,0.022,0.010,0.014,1.50,42,27,23.61,2.50,44.22,47.69,623.27
NOVIEMBRE,13,20,0.026,0.010,0.009,1.02,25,26,22.38,3.11,35.36,51.22,623.62
NOVIEMBRE,13,21,0.023,0.012,0.009,1.02,26,23,21.57,2.84,66.14,54.39,623.94
NOVIEMBRE,13,22,0.020,0.017,0.010,0.91,32,26,20.47,3.12,83.70,59.82,624.20
NOVIEMBRE,13,23,0.015,0.014,0.010,0.89,28,18,18.56,2.50,101.39,68.60,624.53
NOVIEMBRE,14,0,0.019,0.011,0.004,0.67,33,16,17.78,4.09,85.79,73.43,624.86
NOVIEMBRE,14,1,0.020,0.010,0.002,0.64,15,28,16.69,5.65,76.76,77.55,624.93
NOVIEMBRE,14,2,0.020,0.009,0.002,0.61,20,16,16.05,5.12,71.58,80.10,625.02
NOVIEMBRE,14,3,0.022,0.016,0.002,0.61,6,10,16.71,4.56,63.63,76.71,625.00
NOVIEMBRE,14,4,0.022,0.032,0.003,0.63,9,18,16.93,3.42,60.03,74.49,624.99
NOVIEMBRE,14,5,0.024,0.035,0.003,0.62,13,18,16.57,3.61,66.59,73.10,625.07
NOVIEMBRE,14,6,0.022,0.031,0.003,0.66,13,15,16.33,3.13,65.40,73.88,625.16
NOVIEMBRE,14,7,0.018,0.015,0.006,0.85,11,13,16.03,3.27,67.29,74.23,625.47
NOVIEMBRE,14,8,0.016,0.012,0.008,1.12,18,13,16.28,3.01,80.97,72.21,625.98
NOVIEMBRE,14,9,0.022,0.011,0.004,0.90,30,12,17.69,4.57,78.17,66.47,626.32
NOVIEMBRE,14,10,0.024,0.010,0.003,0.88,27,12,18.53,5.41,85.69,62.39,626.63
NOVIEMBRE,14,11,0.026,0.010,0.003,0.79,28,11,19.44,5.23,69.97,59.07,626.64
NOVIEMBRE,14,12,0.027,0.009,0.003,0.84,29,14,20.36,4.68,75.27,55.65,626.27
NOVIEMBRE,14,13,0.031,0.010,0.004,0.86,22,6,21.75,4.17,77.38,51.24,625.50
NOVIEMBRE,14,14,0.033,0.010,0.005,0.88,24,11,23.13,4.05,69.12,46.95,624.62
NOVIEMBRE,14,15,0.035,0.011,0.005,0.87,24,9,24.17,3.83,76.75,43.54,624.04
NOVIEMBRE,14,16,0.035,0.013,0.005,0.84,20,12,25.08,3.67,83.49,40.28,623.62
NOVIEMBRE,14,17,0.034,0.011,0.005,0.88,24,7,25.13,4.19,85.81,38.84,623.38
NOVIEMBRE,14,18,0.031,0.011,0.007,0.92,29,17,24.50,3.77,76.63,39.47,623.40
NOVIEMBRE,14,19,0.028,0.024,0.009,1.12,43,29,23.15,3.73,46.34,43.86,623.58
NOVIEMBRE,14,20,0.022,0.015,0.011,1.18,32,24,21.37,2.91,79.06,51.62,623.90
NOVIEMBRE,14,21,0.021,0.011,0.008,0.95,55,26,20.11,3.50,79.18,57.99,624.39
NOVIEMBRE,14,22,0.020,0.010,0.005,0.83,35,15,18.75,3.56,84.02,63.22,624.71
NOVIEMBRE,14,23,0.021,0.009,0.003,0.74,23,20,17.46,4.11,93.25,68.07,624.85
NOVIEMBRE,15,0,0.024,0.009,0.004,0.68,20,13,16.41,4.13,92.30,71.98,624.86
NOVIEMBRE,15,1,0.020,0.009,0.005,0.66,15,14,15.55,3.02,97.11,75.83,624.96
NOVIEMBRE,15,2,0.018,0.009,0.004,0.63,13,11,14.67,2.77,89.19,79.56,625.01
NOVIEMBRE,15,3,0.018,0.008,0.003,0.61,11,14,14.04,2.69,85.81,81.63,624.98
NOVIEMBRE,15,4,0.017,0.008,0.005,0.65,NA,13,13.63,1.95,99.72,82.68,624.95
NOVIEMBRE,15,5,0.013,0.008,0.007,0.66,28,19,13.09,1.79,108.66,84.03,624.88
NOVIEMBRE,15,6,0.012,0.008,0.007,0.75,15,11,12.63,1.84,100.50,85.46,625.02
NOVIEMBRE,15,7,0.010,0.008,0.008,0.99,12,15,12.30,2.52,107.56,86.44,625.15
NOVIEMBRE,15,8,0.013,0.009,0.009,1.25,27,18,13.12,2.21,95.26,82.03,625.55
NOVIEMBRE,15,9,0.015,0.009,0.007,1.21,64,25,15.15,2.76,94.71,73.69,625.94
NOVIEMBRE,15,10,0.021,0.009,0.005,0.90,44,17,17.36,3.54,84.20,65.33,626.00
NOVIEMBRE,15,11,0.024,0.009,0.004,0.82,29,12,19.43,3.64,103.79,57.92,625.88
NOVIEMBRE,15,12,0.029,0.009,0.005,0.91,31,10,21.92,2.95,95.35,47.23,625.35
NOVIEMBRE,15,13,0.035,0.010,0.004,0.87,30,9,24.08,2.83,103.47,37.35,624.62
NOVIEMBRE,15,14,0.036,0.011,0.005,0.87,28,NA,25.86,2.56,123.87,30.19,623.64
NOVIEMBRE,15,15,0.036,0.009,0.004,0.84,25,NA,26.85,3.26,101.72,26.41,622.89
NOVIEMBRE,15,16,0.037,0.008,0.005,0.82,28,4,27.39,3.00,126.27,26.18,622.51
NOVIEMBRE,15,17,0.036,0.009,0.006,0.91,27,8,27.45,3.40,96.71,24.98,622.32
NOVIEMBRE,15,18,0.033,0.010,0.009,0.97,32,20,26.42,2.94,75.75,24.75,622.36
NOVIEMBRE,15,19,0.019,0.013,0.019,1.65,50,32,24.49,1.91,83.38,26.53,622.67
NOVIEMBRE,15,20,0.011,0.015,0.022,1.83,100,49,23.22,1.85,93.78,28.48,623.10
NOVIEMBRE,15,21,0.018,0.015,0.012,1.04,117,38,21.72,3.24,56.35,36.08,623.58
NOVIEMBRE,15,22,0.027,0.009,0.005,0.76,31,24,20.32,4.79,84.33,36.48,623.92
NOVIEMBRE,15,23,0.027,0.025,0.005,0.68,45,16,19.73,4.78,74.60,37.26,624.18
NOVIEMBRE,16,0,0.027,0.011,0.004,0.64,32,13,18.36,4.02,85.48,39.93,624.35
NOVIEMBRE,16,1,0.026,0.009,0.004,0.61,18,24,17.28,3.03,84.87,44.20,624.57
NOVIEMBRE,16,2,0.024,0.008,0.004,0.61,12,14,16.16,2.73,98.23,49.04,624.46
NOVIEMBRE,16,3,0.024,0.009,0.004,0.62,11,14,15.51,2.63,92.31,52.19,624.24
NOVIEMBRE,16,4,0.021,0.008,0.005,0.62,9,13,14.34,2.41,104.00,56.37,624.12
NOVIEMBRE,16,5,0.016,0.008,0.008,0.65,8,15,13.34,2.36,106.67,60.30,624.09
NOVIEMBRE,16,6,0.010,0.009,0.012,0.82,12,16,12.50,2.07,103.27,62.56,624.11
NOVIEMBRE,16,7,0.009,0.010,0.013,1.12,28,27,12.07,2.46,100.28,63.14,624.42
NOVIEMBRE,16,8,0.010,0.011,0.012,1.40,49,24,12.76,2.16,104.39,59.63,624.90
NOVIEMBRE,16,9,0.014,0.012,0.013,1.31,62,25,14.74,2.77,99.90,52.66,625.08
NOVIEMBRE,16,10,0.022,0.011,0.009,1.06,66,23,17.67,2.83,89.35,41.63,625.25
NOVIEMBRE,16,11,0.031,0.009,0.007,0.90,47,14,20.52,2.20,97.58,33.72,625.08
NOVIEMBRE,16,12,0.039,0.013,0.006,0.82,33,7,22.90,1.89,112.76,29.88,624.47
NOVIEMBRE,16,13,0.045,0.054,0.006,0.75,25,13,25.07,1.70,213.15,27.32,623.68
NOVIEMBRE,16,14,0.053,0.054,0.008,0.91,35,17,26.59,1.91,167.26,24.94,622.79
NOVIEMBRE,16,15,0.066,0.034,0.005,0.74,45,13,27.27,1.65,150.42,21.13,622.11
NOVIEMBRE,16,16,0.068,0.017,0.004,0.69,39,11,28.14,1.93,219.97,20.05,621.64
NOVIEMBRE,16,17,0.065,0.010,0.006,0.77,34,14,28.60,1.85,248.27,20.63,621.45
NOVIEMBRE,16,18,0.061,0.009,0.007,0.74,30,23,27.10,1.77,264.20,22.88,621.64
NOVIEMBRE,16,19,0.019,0.010,0.034,1.80,51,32,24.99,1.10,223.22,27.02,621.82
NOVIEMBRE,16,20,0.009,0.012,0.039,3.30,78,49,23.21,1.02,151.33,31.16,622.15
NOVIEMBRE,16,21,0.012,0.021,0.040,3.86,171,85,22.03,1.01,115.07,33.45,622.61
NOVIEMBRE,16,22,0.010,0.019,0.035,2.70,238,89,20.73,1.01,102.46,33.74,622.92
NOVIEMBRE,16,23,0.009,0.016,0.032,2.17,185,61,18.81,NA,189.03,38.18,623.19
NOVIEMBRE,17,0,0.010,0.013,0.027,1.29,152,41,18.31,1.53,142.22,37.64,623.32
NOVIEMBRE,17,1,0.009,0.011,0.024,1.04,88,31,17.64,1.91,110.23,39.66,623.33
NOVIEMBRE,17,2,0.010,0.010,0.018,0.88,65,27,16.40,2.75,105.10,46.41,623.31
NOVIEMBRE,17,3,0.016,0.009,0.011,0.75,44,23,15.68,2.64,111.01,52.03,623.16
NOVIEMBRE,17,4,0.010,0.009,0.015,0.81,36,25,14.38,1.90,89.11,56.18,623.03
NOVIEMBRE,17,5,0.009,0.009,0.015,0.83,46,35,13.44,2.13,77.76,59.56,623.10
NOVIEMBRE,17,6,0.009,0.010,0.015,0.95,46,23,12.69,1.71,88.37,62.86,623.18
NOVIEMBRE,17,7,0.009,0.010,0.014,1.23,35,28,12.27,1.85,94.83,66.06,623.52
NOVIEMBRE,17,8,0.009,0.010,0.013,1.43,62,28,12.47,1.97,86.98,65.09,623.94
NOVIEMBRE,17,9,0.012,0.011,0.014,1.37,79,23,15.11,1.96,93.54,55.63,624.46
NOVIEMBRE,17,10,0.017,0.014,0.014,1.15,90,28,18.47,1.40,121.05,46.35,624.72
NOVIEMBRE,17,11,0.027,0.025,0.011,0.95,61,28,21.54,1.27,162.28,36.78,624.65
NOVIEMBRE,17,12,0.041,0.026,0.008,0.83,42,17,24.10,1.63,243.49,31.37,623.96
NOVIEMBRE,17,13,0.054,0.017,0.005,0.76,37,14,26.17,2.37,280.80,29.96,623.20
NOVIEMBRE,17,14,0.063,0.013,0.005,0.77,39,5,27.97,2.37,246.91,27.71,622.27
NOVIEMBRE,17,15,0.074,0.012,0.005,0.78,48,10,28.92,2.19,192.67,25.30,621.60
NOVIEMBRE,17,16,0.073,0.011,0.006,0.81,46,8,29.87,2.00,234.56,23.82,621.25
NOVIEMBRE,17,17,0.071,0.011,0.006,0.78,38,18,30.13,2.03,249.32,22.61,621.16
NOVIEMBRE,17,18,0.067,0.010,0.008,0.84,37,25,28.99,1.55,259.63,23.17,621.36
NOVIEMBRE,17,19,0.023,0.011,0.036,3.25,45,44,26.88,1.02,191.26,27.36,621.78
NOVIEMBRE,17,20,0.009,0.012,0.041,3.46,148,67,25.25,1.31,161.66,29.97,622.28
NOVIEMBRE,17,21,0.009,0.020,0.037,3.17,163,58,24.36,1.61,56.06,28.44,622.72
NOVIEMBRE,17,22,0.019,0.021,0.018,1.31,143,46,22.57,2.54,77.58,24.24,622.98
NOVIEMBRE,17,23,0.025,0.009,0.012,0.86,61,28,21.28,3.34,82.86,21.32,623.28
NOVIEMBRE,18,0,0.033,0.009,0.006,0.72,49,19,20.38,3.12,74.09,24.26,623.67
NOVIEMBRE,18,1,0.029,0.009,0.007,0.72,26,21,18.76,2.17,91.97,27.89,623.85
NOVIEMBRE,18,2,0.027,0.008,0.008,0.70,24,15,17.31,2.56,109.18,30.85,623.82
NOVIEMBRE,18,3,0.024,0.008,0.009,0.71,19,17,15.98,2.30,121.52,33.78,623.80
NOVIEMBRE,18,4,0.025,0.008,0.008,0.67,27,16,14.71,2.67,113.91,35.83,623.72
NOVIEMBRE,18,5,0.021,0.008,0.011,0.68,10,18,13.77,2.34,113.14,37.71,623.80
NOVIEMBRE,18,6,0.019,0.009,0.013,0.78,28,16,13.44,2.35,112.75,41.05,624.07
NOVIEMBRE,18,7,0.013,0.009,0.017,0.90,16,24,12.97,2.37,76.49,44.95,624.49
NOVIEMBRE,18,8,0.016,0.010,0.015,1.10,41,18,13.75,1.77,99.60,43.62,624.95
NOVIEMBRE,18,9,0.018,0.010,0.013,1.14,74,20,15.43,2.54,100.83,41.35,625.41
NOVIEMBRE,18,10,0.027,0.012,0.011,1.08,74,22,19.06,3.07,84.58,30.62,625.62
NOVIEMBRE,18,11,0.040,0.009,0.006,0.90,62,19,22.13,4.16,88.68,22.55,625.45
NOVIEMBRE,18,12,0.045,0.010,0.006,0.87,47,14,23.50,4.15,79.11,20.97,624.94
NOVIEMBRE,18,13,0.049,0.011,0.007,0.91,39,9,25.33,3.66,79.54,17.69,624.19
NOVIEMBRE,18,14,0.052,0.015,0.008,0.95,40,11,27.20,3.44,82.97,16.74,623.14
NOVIEMBRE,18,15,0.051,0.010,0.008,0.94,37,5,28.57,3.23,89.27,15.83,622.27
NOVIEMBRE,18,16,0.050,0.011,0.008,0.96,45,9,29.36,3.12,94.52,15.17,621.80
NOVIEMBRE,18,17,0.046,0.010,0.010,1.02,37,11,29.46,3.22,93.98,15.86,621.63
NOVIEMBRE,18,18,0.045,0.010,0.015,1.16,39,24,28.20,2.59,112.31,17.51,621.87
NOVIEMBRE,18,19,0.024,0.011,0.024,1.51,61,36,25.77,1.67,79.14,21.63,622.23
NOVIEMBRE,18,20,0.021,0.032,0.016,1.27,108,42,24.65,2.54,72.73,24.74,622.62
NOVIEMBRE,18,21,0.016,0.018,0.017,1.36,54,37,22.38,2.02,96.25,28.68,623.11
NOVIEMBRE,18,22,0.012,0.019,0.017,1.55,70,42,20.69,2.02,109.66,32.32,623.49
NOVIEMBRE,18,23,0.017,0.009,0.010,1.03,73,25,18.94,2.97,101.06,36.59,623.70
NOVIEMBRE,19,0,0.013,0.009,0.014,1.03,48,21,17.98,2.41,100.84,38.75,623.80
NOVIEMBRE,19,1,0.010,0.010,0.017,1.07,54,21,16.58,1.98,90.79,42.85,623.72
NOVIEMBRE,19,2,0.009,0.011,0.017,1.11,61,33,16.13,1.99,83.04,45.23,623.66
NOVIEMBRE,19,3,0.010,0.010,0.016,1.04,60,28,14.84,1.93,73.91,49.11,623.61
NOVIEMBRE,19,4,0.010,0.010,0.016,0.98,55,29,14.38,1.90,91.14,50.52,623.59
NOVIEMBRE,19,5,0.009,0.010,0.016,0.98,52,30,13.82,1.24,127.71,52.83,623.70
NOVIEMBRE,19,6,0.009,0.009,0.016,0.99,40,24,13.40,1.04,100.08,54.78,623.91
NOVIEMBRE,19,7,0.010,0.010,0.014,0.97,47,27,12.84,1.15,150.02,56.82,624.36
NOVIEMBRE,19,8,0.010,0.010,0.013,1.18,54,22,13.22,NA,203.61,53.43,624.88
NOVIEMBRE,19,9,0.017,0.011,0.012,1.12,49,17,15.79,1.50,99.97,45.21,625.15
NOVIEMBRE,19,10,0.026,0.011,0.011,1.06,51,26,18.90,1.06,192.09,38.42,625.27
NOVIEMBRE,19,11,0.043,0.010,0.005,0.95,54,34,21.37,2.31,241.25,39.70,625.02
NOVIEMBRE,19,12,0.055,0.010,0.004,0.86,45,26,23.43,2.26,267.04,36.53,624.42
NOVIEMBRE,19,13,0.062,0.010,0.004,0.87,44,20,25.61,2.15,259.22,33.42,623.43
NOVIEMBRE,19,14,0.069,0.010,0.003,0.78,50,11,27.32,2.40,269.70,29.17,622.31
NOVIEMBRE,19,15,0.068,0.011,0.002,0.75,54,8,28.38,3.16,272.72,24.14,621.51
NOVIEMBRE,19,16,0.065,0.010,0.003,0.76,52,9,29.37,2.97,259.06,22.73,620.97
NOVIEMBRE,19,17,0.068,0.010,0.003,0.77,34,18,29.25,2.77,255.91,25.05,620.61
NOVIEMBRE,19,18,0.065,0.009,0.005,0.79,39,24,28.29,2.18,256.24,25.75,620.69
NOVIEMBRE,19,19,0.042,0.009,0.015,1.10,38,41,25.85,2.09,230.41,28.82,621.04
NOVIEMBRE,19,20,0.047,0.009,0.010,0.92,52,33,24.23,2.85,231.20,31.43,621.52
NOVIEMBRE,19,21,0.044,0.009,0.010,0.93,37,37,22.40,1.88,253.99,35.45,621.97
NOVIEMBRE,19,22,0.042,0.009,0.010,0.94,42,36,20.84,1.29,276.45,37.48,622.35
NOVIEMBRE,19,23,0.047,0.009,0.007,0.89,51,31,21.03,2.47,204.09,36.83,622.41
NOVIEMBRE,20,0,0.042,0.009,0.007,0.86,41,27,19.42,1.41,267.27,42.43,622.60
NOVIEMBRE,20,1,0.036,0.009,0.008,0.82,42,26,17.99,1.20,247.58,50.24,622.60
NOVIEMBRE,20,2,0.022,0.009,0.014,0.90,27,25,16.87,NA,266.27,55.70,622.56
NOVIEMBRE,20,3,0.016,0.009,0.017,0.85,39,26,15.59,0.91,278.38,60.44,622.53
NOVIEMBRE,20,4,0.016,0.009,0.017,0.84,37,33,15.40,0.99,259.27,66.36,622.51
NOVIEMBRE,20,5,0.024,0.009,0.010,0.81,33,27,15.26,1.14,277.74,75.60,622.48
NOVIEMBRE,20,6,0.012,0.009,0.015,0.93,36,32,14.40,1.09,267.07,72.69,622.65
NOVIEMBRE,20,7,0.009,0.009,0.017,1.13,48,34,13.38,1.19,263.68,65.09,623.04
NOVIEMBRE,20,8,0.010,0.009,0.017,1.09,62,30,13.23,1.28,268.38,66.32,623.55
NOVIEMBRE,20,9,0.018,0.009,0.015,1.03,67,31,15.40,1.32,269.99,62.63,623.96
NOVIEMBRE,20,10,0.034,0.009,0.007,0.91,62,22,20.12,1.61,268.93,59.31,624.02
NOVIEMBRE,20,11,0.045,0.009,0.004,0.92,48,35,22.51,3.12,247.30,54.87,623.76
NOVIEMBRE,20,12,0.051,0.009,0.003,0.86,47,21,24.22,3.02,257.97,45.54,623.11
NOVIEMBRE,20,13,0.055,0.009,0.003,0.87,43,18,25.62,3.72,253.27,37.63,622.31
NOVIEMBRE,20,14,0.058,0.009,0.003,0.81,42,16,27.14,3.77,261.30,33.76,621.46
NOVIEMBRE,20,15,0.059,0.009,0.003,0.80,45,11,27.93,3.72,258.13,32.61,620.75
NOVIEMBRE,20,16,0.061,0.009,0.003,0.79,53,16,28.88,3.79,260.60,27.75,620.37
NOVIEMBRE,20,17,0.061,0.008,0.003,0.77,43,18,28.99,3.67,252.34,26.13,620.29
NOVIEMBRE,20,18,0.058,0.008,0.005,0.80,42,30,27.83,3.28,244.55,24.49,620.65
NOVIEMBRE,20,19,0.051,0.008,0.009,0.89,34,42,25.16,2.86,243.11,28.08,621.22
NOVIEMBRE,20,20,0.055,0.008,0.007,0.84,44,35,23.40,3.18,256.44,32.67,621.68
NOVIEMBRE,20,21,0.041,0.008,0.012,1.02,38,39,21.39,1.95,252.47,37.66,622.24
NOVIEMBRE,20,22,0.030,0.008,0.018,1.19,53,42,20.52,1.48,235.40,39.68,622.60
NOVIEMBRE,20,23,0.035,0.008,0.013,0.99,65,34,19.20,1.42,279.86,43.83,622.79
NOVIEMBRE,21,0,0.035,0.008,0.010,0.96,59,28,18.22,0.98,248.30,49.78,622.85
NOVIEMBRE,21,1,0.022,0.008,0.017,0.88,46,23,17.15,1.04,263.95,52.48,622.82
NOVIEMBRE,21,2,0.021,0.008,0.017,0.88,47,27,16.31,1.01,271.43,52.58,622.81
NOVIEMBRE,21,3,0.018,0.008,0.019,0.88,49,37,15.67,0.91,243.57,54.42,622.68
NOVIEMBRE,21,4,0.022,0.008,0.014,0.86,54,36,14.78,0.95,267.41,57.88,622.51
NOVIEMBRE,21,5,0.017,0.008,0.017,0.90,57,35,14.49,0.93,206.79,61.04,622.71
NOVIEMBRE,21,6,0.009,0.009,0.020,1.01,56,37,14.03,NA,221.19,63.61,622.71
NOVIEMBRE,21,7,0.009,0.009,0.021,1.41,65,46,13.65,1.24,118.00,62.19,623.05
NOVIEMBRE,21,8,0.010,0.009,0.018,1.60,91,36,13.33,1.93,102.01,60.76,623.52
NOVIEMBRE,21,9,0.014,0.009,0.018,1.52,90,26,15.06,2.36,101.93,56.99,623.81
NOVIEMBRE,21,10,0.019,0.009,0.018,1.45,92,40,17.31,2.34,94.83,55.99,623.99
NOVIEMBRE,21,11,0.033,0.009,0.011,1.17,105,36,19.74,2.78,94.06,55.41,623.76
NOVIEMBRE,21,12,0.040,0.011,0.008,1.09,64,23,21.74,2.59,84.71,45.21,623.18
NOVIEMBRE,21,13,0.052,0.011,0.006,0.99,48,8,23.60,2.61,106.10,39.96,622.38
NOVIEMBRE,21,14,0.064,0.010,0.010,1.15,43,16,25.11,2.68,102.74,37.72,621.44
NOVIEMBRE,21,15,0.072,0.010,0.007,1.00,60,23,25.89,2.11,107.25,35.34,620.97
NOVIEMBRE,21,16,0.076,0.010,0.007,0.99,63,22,26.34,2.33,98.13,34.69,620.37
NOVIEMBRE,21,17,0.065,0.010,0.012,1.16,71,44,25.22,3.29,77.27,38.24,620.34
NOVIEMBRE,21,18,0.042,0.009,0.011,1.06,89,45,22.34,4.92,91.70,50.61,620.84
NOVIEMBRE,21,19,0.027,0.009,0.010,1.03,102,55,17.75,4.67,83.49,73.59,622.21
NOVIEMBRE,21,20,0.025,0.009,0.008,0.98,43,25,15.79,5.46,87.85,80.78,622.38
NOVIEMBRE,21,21,0.026,0.009,0.005,0.86,32,19,14.61,4.68,75.53,81.43,623.09
NOVIEMBRE,21,22,0.028,0.010,0.005,0.79,17,18,14.30,5.55,83.89,78.24,623.47
NOVIEMBRE,21,23,0.029,0.009,0.004,0.79,23,15,13.18,5.62,76.63,80.57,623.50
NOVIEMBRE,22,0,0.029,0.009,0.003,0.72,16,15,12.44,6.22,82.11,79.25,623.33
NOVIEMBRE,22,1,0.032,0.008,0.002,0.70,14,12,12.00,6.42,87.21,77.74,623.16
NOVIEMBRE,22,2,0.031,0.008,0.002,0.70,16,18,11.64,5.94,77.69,79.51,623.22
NOVIEMBRE,22,3,0.030,0.008,0.002,0.69,8,12,11.52,6.09,72.11,79.65,623.01
NOVIEMBRE,22,4,0.029,0.008,0.002,0.69,11,15,11.24,5.48,75.46,80.47,622.89
