DATOS HORARIOS 2020_CRUZ ROJA,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 (ppm),SO2 (ppm),CO (ppm),NO2 (ppm),PM10 (µg/m³),PM2.5 (µg/m³),WS (m/s),WD (°),TEMP (°C)
SEP,28,0,0.0342,0.0064,0.402,0.0125,32,12,1.38,159.58,23.23
SEP,28,1,0.0439,0.0035,0.368,NA,27,18,1.13,166.88,22.53
SEP,28,2,0.0395,0.0031,0.372,0.0084,29,19,0.96,204.26,21.27
SEP,28,3,0.0216,0.0122,0.381,0.0202,29,14,0.95,129.61,20.15
SEP,28,4,0.0318,0.0061,0.376,0.0091,42,23,0.72,212.89,19.63
SEP,28,5,0.0318,0.0027,0.405,0.0069,19,25,0.61,218.71,19.1
SEP,28,6,0.0148,0.0038,0.59,0.0199,23,15,0.89,144.67,18.42
SEP,28,7,0.0066,0.0098,0.832,0.024,65,20,1.34,109.6,17.31
SEP,28,8,0.0105,0.0289,0.993,0.0218,79,25,1.4,102.69,18.22
SEP,28,9,0.0218,0.0134,0.655,0.0143,37,15,1.52,108.53,20.25
SEP,28,10,0.0335,0.0322,0.617,0.0126,38,NA,1.08,149.21,22.59
SEP,28,11,0.0484,0.0466,0.661,0.0147,52,39,1.21,187.04,24.23
SEP,28,12,0.0581,0.0238,0.57,0.0115,53,41,1.48,185.23,26.45
SEP,28,13,0.0567,0.0118,0.486,0.0102,27,30,1.79,160.99,28.55
SEP,28,14,0.0594,0.0102,0.414,0.0073,32,16,2.6,110.7,29.61
SEP,28,15,0.0524,0.0028,0.312,0.004,24,19,3.88,65.57,30.22
SEP,28,16,0.0506,0.002,0.306,0.0036,16,10,4.06,56.49,30.49
SEP,28,17,0.049,0.0019,0.319,0.0041,21,11,4.17,65.34,30.08
SEP,28,18,0.0447,0.0018,0.349,0.0051,21,10,3.67,89.54,29.25
SEP,28,19,0.0357,0.0022,0.341,0.0068,27,11,2.77,61.24,27.52
SEP,28,20,0.0337,0.0018,0.345,0.006,21,13,2.71,61.28,25.51
SEP,28,21,0.0398,0.0021,0.312,NA,23,8,3.8,50.42,23.96
SEP,28,22,0.0447,0.0021,0.306,NA,30,7,4.67,47.42,22
SEP,28,23,0.0438,0.0021,0.309,NA,24,11,4.29,49.15,21.15
SEP,29,0,0.0428,0.0035,0.308,NA,19,11,3.77,59.5,20.68
SEP,29,1,0.0359,0.0431,0.332,0.0055,26,9,2.19,96.05,19.46
SEP,29,2,0.0339,0.0455,0.343,NA,18,23,1.63,94.22,18.87
SEP,29,3,0.033,0.0156,0.345,NA,19,15,2.57,93.4,18.44
SEP,29,4,0.0314,0.0534,0.349,NA,15,17,2.18,81.11,18.54
SEP,29,5,0.0281,0.0484,0.371,NA,22,16,1.63,88.48,18.02
SEP,29,6,0.021,0.0388,0.499,0.0136,21,22,1.06,100.33,17.9
SEP,29,7,0.0126,0.0078,0.656,0.0182,25,17,1.19,125.07,17.46
SEP,29,8,0.0117,0.0272,0.716,0.0203,39,17,1.51,103.87,17.79
SEP,29,9,0.0195,0.0168,0.498,0.011,43,24,2.65,91.35,18.69
SEP,29,10,0.0288,0.0343,0.454,0.0061,18,24,3.32,77.51,19.62
SEP,29,11,0.0386,0.0228,0.455,0.0056,20,8,3.96,83.52,20.97
SEP,29,12,0.0427,0.0186,0.434,0.0055,25,7,3.9,84.49,21.41
SEP,29,13,0.047,NA,0.45,0.0058,42,9,4.64,89.9,21.49
SEP,29,14,0.0476,NA,0.457,0.0053,48,18,4.26,77.63,21.32
SEP,29,15,0.0449,NA,0.448,NA,26,10,3.76,53.47,21.21
SEP,29,16,0.0469,NA,0.424,0.0041,14,10,3.98,71.34,22.03
SEP,29,17,0.0469,NA,0.421,NA,38,12,4.14,85.91,21.35
SEP,29,18,0.0426,NA,0.427,0.0046,32,16,3.56,83.46,20.39
SEP,29,19,0.04,NA,0.424,NA,30,12,2.51,79.91,19.33
SEP,29,20,0.0396,0.0352,0.427,NA,22,13,2.45,72.6,18.47
SEP,29,21,0.0388,NA,0.421,NA,13,12,1.87,52.02,17.7
SEP,29,22,0.0358,0.0482,0.424,0.0073,17,10,2.79,71.93,16.51
SEP,29,23,0.032,NA,0.422,0.0092,21,9,2.61,76.97,15.68
SEP,30,0,0.0328,NA,0.425,NA,15,8,2.37,73.3,15.22
SEP,30,1,0.0336,NA,0.419,0.0059,21,8,1.84,70.75,14.89
SEP,30,2,0.0347,NA,0.395,NA,17,11,1.64,59.8,14.62
SEP,30,3,0.0329,NA,0.411,0.0059,13,11,1.92,78.76,13.7
SEP,30,4,0.0315,NA,0.385,NA,15,15,1.84,88.15,13.26
SEP,30,5,0.0273,NA,0.39,0.0097,17,11,1.91,86.34,12.7
SEP,30,6,0.0254,NA,0.432,0.0111,15,15,1.63,77.96,12.21
SEP,30,7,0.0239,NA,0.456,0.0115,21,14,1.47,92.61,11.76
SEP,30,8,0.0219,NA,0.534,0.0124,30,18,1.89,92.79,12.48
SEP,30,9,0.0355,NA,0.467,0.0071,32,31,2.93,71.17,15.44
SEP,30,10,0.0426,NA,0.428,0.0045,20,10,3.9,68.4,17.13
SEP,30,11,0.0476,NA,0.496,0.0043,18,12,3.24,65.21,18.81
SEP,30,12,0.0517,NA,0.443,0.0045,16,12,2.96,73.73,20.63
SEP,30,13,0.0571,NA,0.459,0.0036,19,11,3.08,72.26,22.12
SEP,30,14,0.0588,NA,0.467,0.005,20,12,2.41,79.53,23.97
SEP,30,15,0.0506,NA,0.502,0.006,16,NA,2.04,104.45,25.58
SEP,30,16,0.0571,NA,0.506,0.0056,25,NA,1.94,88.8,26.55
SEP,30,17,0.0599,NA,0.489,0.0051,23,10,1.64,88.9,26.87
SEP,30,18,0.0532,NA,0.641,0.0105,27,10,1.44,146.25,26.69
SEP,30,19,0.0485,NA,0.5,0.0085,27,12,1.99,80.89,24.66
SEP,30,20,0.0435,NA,0.522,0.0102,31,16,2.16,54.07,22.86
SEP,30,21,0.0456,NA,0.439,0.0054,23,11,2.93,50.74,21.31
SEP,30,22,0.0444,NA,0.425,NA,20,9,3.08,61.56,20.35
SEP,30,23,0.0345,NA,0.441,0.0085,26,8,1.84,91.34,18.28
