DATOS HORARIOS 2020_CRUZ ROJA,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m3],PM2.5 [µg/m3],TEMP (°C),WS (m/s),WD (°),HR (%)
NOV,13,5,0.0108,0.01,1.41,0.0356,84,33,16.4,1.50,119.49,53.15
NOV,13,6,0.0083,0.016,1.41,0.037,85,28,15.9,0.72,101.92,54.58
NOV,13,7,0.0087,0.0192,1.58,0.033,113,36,15.3,0.74,100.46,58.34
NOV,13,8,0.0118,0.0152,2.1,0.0313,110,39,15.7,0.63,121.53,58.31
NOV,13,9,0.0183,0.0162,1.66,0.0279,78,35,18.2,1.85,101.60,54.76
NOV,13,10,0.0305,0.0522,1.44,0.0228,73,29,20.6,2.31,104.51,52.71
NOV,13,11,0.0455,0.0202,1.42,0.0196,71,47,23.1,2.09,125.70,48.07
NOV,13,12,0.0589,0.0391,1.48,0.022,66,29,25.4,1.48,178.88,40.87
NOV,13,13,0.0689,0.0348,1.45,0.0183,62,41,27.5,1.42,162.25,30.47
NOV,13,14,0.078,0.0469,1.56,0.0173,52,30,28.8,1.01,216.12,23.28
NOV,13,15,0.0757,0.0281,1.25,0.0122,42,34,29.8,1.31,143.39,19.39
NOV,13,16,0.0692,0.0062,1.28,0.0152,40,23,30.3,1.00,145.38,18.22
NOV,13,17,0.0691,0.0066,1.38,0.0179,42,17,30.3,1.55,150.73,17.31
NOV,13,18,0.0586,0.0039,1.69,0.0294,55,17,29.6,1.63,156.38,20.25
NOV,13,19,0.0116,0.0052,3.93,0.0668,72,13,27.8,0.50,262.60,24.79
NOV,13,20,0.0072,0.0051,3.29,0.0633,114,32,25.2,0.93,288.88,30.15
NOV,13,21,0.0091,0.0068,2.03,0.0542,133,39,23.4,1.32,181.01,32.16
NOV,13,22,0.0223,0.0172,1.57,0.0321,124,40,23.1,2.56,140.46,43.88
NOV,13,23,0.024,0.0049,1.59,0.0246,65,30,23.1,1.49,133.13,50.82
NOV,14,0,0.0186,0.0053,1.45,0.0238,63,18,21.6,1.70,120.54,54.60
NOV,14,1,0.0172,0.0273,1.23,0.0197,65,21,20.5,1.36,116.50,47.99
NOV,14,2,0.0128,0.0101,1.28,0.0229,57,24,19,0.45,115.96,56.08
NOV,14,3,0.0157,0.0067,1.33,0.0221,54,17,18.4,0.76,176.94,60.90
NOV,14,4,0.0159,0.0044,1.25,0.0223,41,22,17.1,0.76,280.55,61.50
NOV,14,5,0.0079,0.0046,1.23,0.0265,41,15,16.2,0.65,311.56,60.27
NOV,14,6,0.0075,0.0076,1.28,0.0248,41,19,16.2,0.45,127.50,58.69
NOV,14,7,0.0083,0.004,1.42,0.0228,44,16,15.6,1.01,121.64,55.44
NOV,14,8,0.0091,0.0136,1.65,0.0236,72,14,15.4,1.74,108.26,56.41
NOV,14,9,0.0169,0.011,1.46,0.0195,73,51,17.4,1.95,112.87,53.94
NOV,14,10,0.0251,0.0081,1.57,0.0239,58,25,20.5,0.84,176.86,52.43
NOV,14,11,0.0434,0.0079,1.48,0.0176,73,37,22.6,1.59,234.62,52.58
NOV,14,12,0.0548,0.0047,1.49,0.0147,61,39,24.1,2.53,250.09,48.96
NOV,14,13,0.0646,0.004,1.42,0.0158,58,47,26,2.32,263.21,41.36
NOV,14,14,0.086,0.0039,1.34,0.0131,59,26,27.5,1.85,252.21,33.36
NOV,14,15,0.0834,0.0038,1.34,0.0133,42,23,29,1.22,196.92,24.64
NOV,14,16,0.0768,0.0035,1.4,0.0165,40,21,29.2,1.74,249.42,22.34
NOV,14,17,0.0742,0.0034,1.38,0.0154,55,17,29,1.89,266.93,21.65
NOV,14,18,0.0511,0.0031,1.79,0.0304,49,21,28.4,1.51,232.56,23.87
NOV,14,19,0.0162,0.0034,2.5,0.0552,70,19,26.7,1.20,250.35,28.72
NOV,14,20,0.0136,0.0033,2.32,0.0545,81,26,24.9,1.10,257.19,32.76
NOV,14,21,0.013,0.0038,2.21,0.0461,93,33,23.2,0.54,175.25,36.25
NOV,14,22,0.0179,0.0035,2.14,0.0386,101,32,22.8,1.85,242.83,37.63
NOV,14,23,0.0174,0.0097,1.91,0.0356,112,55,21.5,1.08,173.21,41.68
NOV,15,0,0.0225,0.0055,1.7,0.0286,105,52,21.4,1.86,180.73,45.05
NOV,15,1,0.0287,0.0046,1.44,0.023,75,32,20.4,1.40,253.81,48.64
NOV,15,2,0.0194,0.0045,1.44,0.025,62,25,18.8,0.87,270.25,49.52
NOV,15,3,0.0193,0.0052,1.48,0.0244,65,32,18.2,0.45,166.66,49.44
NOV,15,4,0.017,0.0087,1.4,0.0237,63,25,17.6,1.22,91.57,53.08
NOV,15,5,0.0172,0.0068,1.36,0.0251,72,29,16.7,1.69,124.32,52.89
NOV,15,6,0.0181,0.0081,1.42,0.0228,65,30,16.4,0.79,148.43,54.88
NOV,15,7,0.0166,0.0086,1.43,0.023,59,29,15.6,1.12,132.80,57.33
NOV,15,8,0.0127,0.0138,1.58,0.0278,61,24,15.5,1.78,107.79,57.87
NOV,15,9,0.0257,0.0583,1.44,0.0186,53,27,18,2.10,102.10,51.30
NOV,15,10,0.0394,0.0188,1.37,0.0155,56,32,20.7,2.56,107.55,45.46
NOV,15,11,0.0526,0.0229,1.41,0.0157,62,26,23.5,1.65,118.35,42.46
NOV,15,12,0.0666,0.0191,1.37,0.013,61,25,25.9,2.63,121.02,33.76
NOV,15,13,0.0704,0.033,1.35,0.0101,48,19,27.9,3.70,88.85,25.37
NOV,15,14,0.075,0.0093,1.24,0.0106,46,19,28.5,2.96,119.61,23.37
NOV,15,15,0.0767,0.0266,1.23,0.0095,38,17,29.7,1.86,90.44,18.94
NOV,15,16,0.0642,0.0373,1.18,0.0078,56,17,29.9,3.08,80.15,16.62
NOV,15,17,0.0599,0.0611,1.19,0.0077,88,28,28.8,5.96,79.07,18.64
NOV,15,18,0.0515,0.0265,1.22,0.0061,74,30,26.3,5.88,56.65,31.46
NOV,15,19,0.044,0.003,1.11,0.0059,87,9,23,6.16,50.60,43.35
NOV,15,20,0.043,0.0026,1.08,0.0058,53,15,21.1,5.66,54.25,47.21
NOV,15,21,0.0429,0.0024,1.07,0.0049,40,15,19.8,6.68,46.22,50.25
NOV,15,22,0.0432,0.0024,1.06,0.005,28,10,19.3,4.98,47.71,51.50
NOV,15,23,0.0429,0.0027,1.08,0.0051,17,9,19.2,4.31,52.99,52.16
NOV,16,0,0.0424,0.0118,1.63,0.0051,17,9,18.7,4.46,57.83,55.91
NOV,16,1,0.0417,0.0245,2.05,0.0055,21,9,18.4,4.15,55.31,58.52
NOV,16,2,0.0404,0.016,1.55,0.0048,22,13,17.9,3.78,54.77,60.92
NOV,16,3,0.0341,0.0178,1.3,0.0067,23,10,16.6,2.62,128.19,65.14
NOV,16,4,0.0293,0.0634,1.13,0.0098,31,10,16.1,1.62,108.49,66.90
NOV,16,5,0.0255,0.0713,1.29,0.0106,29,26,15.7,1.45,104.50,68.38
NOV,16,6,0.0245,0.0552,1.33,0.0116,27,22,15.9,1.64,101.86,68.60
NOV,16,7,0.0274,0.0742,1.67,0.0115,23,21,16.8,1.85,100.84,66.58
NOV,16,8,0.0248,0.0368,1.89,0.0119,24,13,16.6,2.56,89.28,68.37
NOV,16,9,0.0355,0.0732,1.75,0.0063,17,24,17.7,5.25,66.63,64.12
NOV,16,10,0.0352,0.0459,1.16,0.0066,20,NA,19,5.19,68.70,58.10
NOV,16,11,0.0388,0.0345,1.14,0.0077,23,NA,20.7,5.19,85.74,52.41
NOV,16,12,0.0398,0.0282,1.16,0.0071,31,21,21.5,4.78,79.39,49.83
NOV,16,13,0.0384,0.0302,1.18,0.0072,31,12,22.5,4.98,85.84,46.66
NOV,16,14,0.0374,0.0171,1.42,0.006,21,17,23.4,4.54,61.95,42.14
NOV,16,15,0.0414,0.0066,1.33,0.0053,17,4,24.2,5.39,60.56,34.67
NOV,16,16,0.0446,0.0029,1.12,0.0053,15,5,24.3,5.54,60.76,32.45
NOV,16,17,0.0437,0.0025,1.12,0.0056,28,5,23.5,5.46,90.28,35.37
NOV,16,18,0.0411,0.0027,1.11,0.0055,30,5,21.9,4.90,69.36,38.36
NOV,16,19,0.038,0.0025,1.11,0.0057,30,4,19.8,5.03,66.30,43.30
NOV,16,20,0.0351,0.0029,1.11,0.0063,22,1,18.5,5.01,54.84,45.57
NOV,16,21,0.0356,0.0024,1.08,0.0054,17,1,17.5,5.51,51.09,48.45
NOV,16,22,0.0353,0.0025,1.07,0.0048,15,2,16.6,4.60,52.00,52.35
NOV,16,23,0.0326,0.0092,1.38,0.0062,12,3,16.2,3.65,53.29,54.88
NOV,17,0,0.0317,0.0806,2.74,0.007,14,4,16.6,4.67,62.46,56.30
NOV,17,1,0.0288,0.0929,3.49,0.0094,20,4,15.9,3.51,61.80,59.05
NOV,17,2,0.0293,0.0531,3.35,0.0081,17,5,15.5,4.41,53.37,60.64
NOV,17,3,0.0331,0.0045,1.06,0.0046,8,7,14.7,3.59,45.56,62.91
NOV,17,4,0.0331,0.0038,1.09,0.0048,6,7,14.6,3.79,49.65,64.15
NOV,17,5,0.0336,0.0033,1.07,0.0044,11,6,14.6,3.71,51.28,65.83
NOV,17,6,0.033,0.0032,1.09,0.0045,9,4,14.6,4.41,52.16,67.63
NOV,17,7,0.0299,0.1541,2.45,0.0083,10,4,15.3,4.08,67.57,67.48
NOV,17,8,0.029,0.2348,2.44,0.0091,20,3,15.6,4.01,73.68,67.80
NOV,17,9,0.0318,0.2444,1.45,0.0082,17,12,16.4,4.03,74.96,65.44
NOV,17,10,0.0329,0.0468,1.19,0.0067,10,8,17.9,4.51,71.41,61.09
NOV,17,11,0.0361,0.0378,1.42,0.0062,17,8,19,4.79,65.90,57.19
NOV,17,12,0.0391,0.0208,1.4,0.0066,12,7,20.9,4.49,59.01,52.11
NOV,17,13,0.0408,0.0168,1.39,0.0056,21,5,21.5,4.82,60.43,50.51
NOV,17,14,0.0394,0.0063,1.31,0.0058,17,5,21.5,4.87,54.01,50.44
NOV,17,15,0.039,0.0129,1.38,0.0058,12,4,22.1,5.09,54.20,48.40
NOV,17,16,0.0352,0.0071,1.32,0.0066,36,1,21.4,4.94,58.14,50.62
NOV,17,17,0.033,0.0029,1.18,0.0064,19,2,20.5,4.70,58.82,53.63
NOV,17,18,0.032,0.0028,1.18,0.0069,19,3,19.4,4.54,65.52,56.76
NOV,17,19,0.0317,0.0028,1.18,0.0071,15,4,18.4,4.59,55.58,59.93
NOV,17,20,0.0283,0.0038,1.47,0.0082,71,2,17.6,4.23,50.25,61.50
NOV,17,21,0.0312,0.0027,1.14,0.0063,17,73,17.2,3.69,64.13,62.68
NOV,17,22,0.0329,0.0026,1.14,0.0058,5,3,16.8,3.09,63.27,63.63
NOV,17,23,0.033,0.0032,1.12,0.0058,4,3,16.1,3.22,58.86,66.08
NOV,18,0,0.0358,0.0028,1.09,0.0048,2,3,16.1,3.76,48.94,65.10
NOV,18,1,0.0361,0.0031,1.09,0.0046,10,4,15.9,3.80,44.78,66.33
NOV,18,2,0.0387,0.0025,1.09,0.0038,7,3,15.9,3.58,52.75,66.73
NOV,18,3,0.0383,0.0037,1.16,0.0039,4,1,15.8,3.81,48.76,66.89
NOV,18,4,0.0356,0.043,1.24,0.0048,5,1,15.4,3.65,60.90,68.50
NOV,18,5,0.0403,0.117,1.11,0.0052,11,3,15,6.34,70.08,65.16
NOV,18,6,0.0394,0.1242,1.1,0.0062,11,2,14.5,5.97,68.54,63.43
NOV,18,7,0.0367,0.125,1.11,0.0089,13,3,14.1,6.13,71.35,61.13
NOV,18,8,0.0335,0.0442,1.11,0.0107,19,4,14,4.92,77.91,61.18
NOV,18,9,0.0368,0.0588,1.13,0.0083,17,4,14.5,5.55,78.51,62.31
NOV,18,10,0.0415,0.0863,1.48,0.0062,15,6,16.3,5.40,73.35,58.95
NOV,18,11,0.0442,0.0557,1.32,0.0062,16,6,17.7,5.51,70.23,52.92
NOV,18,12,0.0469,0.0414,1.13,0.0071,20,7,19.8,6.05,85.37,44.99
NOV,18,13,0.0495,0.0491,1.13,0.0073,38,10,21.2,5.78,84.72,41.98
NOV,18,14,0.0489,0.0532,1.15,0.0082,53,10,21.9,6.83,89.46,41.76
NOV,18,15,0.0502,0.0473,1.14,0.0068,45,23,22.1,7.08,76.92,41.04
NOV,18,16,0.0515,0.0424,1.18,0.007,44,9,22,7.27,76.93,40.66
NOV,18,17,0.0503,0.0596,1.15,0.0076,44,10,22,6.57,80.83,40.88
NOV,18,18,0.0435,0.0666,1.34,0.0091,42,13,21.2,6.08,75.52,42.70
NOV,18,19,0.0401,0.1111,2.02,0.009,33,6,19.6,4.51,69.64,47.33
NOV,18,20,0.0372,0.1122,2.8,0.0085,24,4,18.7,4.65,64.65,50.17
NOV,18,21,0.036,0.0773,1.67,0.0074,19,5,17.1,3.54,58.39,55.63
NOV,18,22,0.0353,0.0261,2.21,0.0064,18,5,15.9,4.30,51.58,59.90
NOV,18,23,0.0358,0.0036,1.13,0.0059,13,2,15.1,3.05,53.02,62.02
NOV,19,0,0.0353,0.1395,1.82,0.0077,11,3,14.7,2.90,69.05,62.22
NOV,19,1,0.0343,0.0774,3.84,0.0083,9,5,14.3,3.80,59.22,63.68
NOV,19,2,0.035,0.1359,2.2,0.0071,13,3,13.6,2.87,68.01,66.94
NOV,19,3,0.0379,0.0069,1.1,0.0042,9,3,13.3,3.46,54.99,68.96
NOV,19,4,0.0341,0.0042,1.09,0.0053,7,4,12.9,1.65,53.09,70.04
NOV,19,5,0.0336,0.0036,1.1,0.0059,8,3,12.6,1.35,48.02,69.00
NOV,19,6,0.0333,0.0084,1.41,0.0058,10,1,12.5,1.47,50.24,68.64
NOV,19,7,0.0302,0.0035,1.15,0.0086,4,2,12.1,1.20,38.68,69.68
NOV,19,8,0.0271,0.0032,1.22,0.0108,11,3,12.5,1.89,51.38,69.30
NOV,19,9,0.0328,0.0122,1.6,0.0082,6,3,14.5,2.21,61.55,61.76
NOV,19,10,0.0405,0.0402,1.94,0.0064,16,5,16.5,4.86,64.29,53.76
NOV,19,11,0.044,0.0425,1.4,0.0061,14,5,18.4,4.33,69.39,48.36
NOV,19,12,0.0464,0.0563,1.16,0.0064,14,6,20.6,4.60,79.52,42.40
NOV,19,13,0.0485,0.0474,1.14,0.007,36,5,22.1,5.41,88.57,37.22
NOV,19,14,0.0483,0.054,1.17,0.0079,36,15,23.4,5.69,91.38,32.30
NOV,19,15,0.0515,0.0439,1.19,0.0075,33,18,24.6,4.63,85.32,28.56
NOV,19,16,0.0528,0.0438,1.18,0.0082,70,8,25.2,4.29,88.43,26.84
NOV,19,17,0.0525,0.0371,1.23,0.0097,49,18,25.4,3.64,94.61,26.51
NOV,19,18,0.0476,0.0418,1.24,0.0114,49,15,24.8,2.78,84.21,28.71
NOV,19,19,0.0351,0.0035,1.2,0.0089,36,10,22.1,2.99,55.19,38.66
NOV,19,20,0.0313,0.0027,1.16,0.007,28,7,19.8,3.71,51.76,45.62
NOV,19,21,0.0311,0.0028,1.15,0.0058,18,NA,18.1,4.08,48.14,51.47
NOV,19,22,0.0349,0.0026,1.13,0.0053,18,4,16.9,4.26,47.79,55.75
NOV,19,23,0.0344,0.0026,1.14,0.0052,12,3,16.1,4.04,48.72,59.05
NOV,20,0,0.0322,0.0267,1.57,0.0061,9,1,15.7,3.15,55.81,59.86
NOV,20,1,0.0311,0.1305,2.1,0.0083,16,2,15.7,2.80,64.93,60.31
NOV,20,2,0.0306,0.1014,1.57,0.0075,14,5,15,2.14,58.88,63.29
NOV,20,3,0.0297,0.0849,2.09,0.0087,16,7,14.7,2.91,66.83,64.57
NOV,20,4,0.0287,0.1135,2.15,0.0092,12,7,14.4,2.74,68.63,65.47
NOV,20,5,0.0261,0.0504,1.15,0.0084,17,5,13.2,2.24,96.56,69.73
NOV,20,6,0.0223,0.0564,1.13,0.0119,21,13,12.6,2.39,94.51,71.93
NOV,20,7,0.0194,0.0725,1.15,0.0142,24,15,12.2,2.47,89.85,73.00
NOV,20,8,0.02,0.0755,1.17,0.0136,26,16,12.2,1.74,81.02,72.45
NOV,20,9,0.0272,0.0475,1.19,0.01,18,16,13.9,3.33,82.22,66.47
NOV,20,10,0.0325,0.0544,1.2,0.008,21,13,16.1,4.46,86.07,60.81
NOV,20,11,0.037,0.0392,1.19,0.007,24,13,17.7,4.72,82.26,56.45
NOV,20,12,0.0397,0.0393,1.19,0.0072,22,9,19.5,4.99,83.63,52.45
NOV,20,13,0.0456,0.039,1.48,0.0059,19,13,21.3,4.65,67.08,48.76
NOV,20,14,0.0481,0.0339,1.32,0.006,18,6,23.3,3.62,76.16,44.67
NOV,20,15,0.0498,0.0427,1.47,0.0059,18,4,25.2,3.33,76.52,40.99
NOV,20,16,0.0491,0.0502,1.85,0.006,24,5,26,3.93,66.42,39.13
NOV,20,17,0.0466,0.0821,1.24,0.0058,22,6,26.3,4.72,71.30,38.32
NOV,20,18,0.0411,0.0823,1.23,0.0084,35,7,25.3,4.95,75.81,42.12
NOV,20,19,0.029,0.0696,1.27,0.0133,48,16,23.3,4.32,77.74,47.83
NOV,20,20,0.0295,0.1385,1.74,0.0106,41,13,22.1,4.90,65.98,51.09
NOV,20,21,0.0323,0.0967,1.81,0.0077,18,3,21,4.59,61.30,53.41
NOV,20,22,0.0294,0.0206,1.77,0.0067,21,4,19.5,4.38,50.60,58.86
NOV,20,23,0.0292,0.0066,1.28,0.0059,11,3,18.5,4.03,51.44,61.90
NOV,21,0,0.0311,0.013,1.61,0.0057,6,1,17.9,3.98,55.99,63.50
NOV,21,1,0.03,0.1709,2.26,0.0083,17,5,17.7,4.10,68.90,64.47
NOV,21,2,0.0293,0.1086,2.16,0.0081,10,5,17.2,3.91,58.60,66.04
NOV,21,3,0.0338,0.0089,1.27,0.0044,4,3,17,4.50,49.75,65.41
NOV,21,4,0.0349,0.009,1.39,0.0042,7,NA,16.8,4.67,51.78,65.94
NOV,21,5,0.0318,0.0959,1.98,0.0071,4,NA,16.6,3.76,67.26,66.93
NOV,21,6,0.0272,0.2467,1.7,0.0082,13,3,15.5,2.42,71.45,71.14
NOV,21,7,0.0252,0.0707,2.73,0.0104,9,9,15.7,1.17,73.85,70.17
NOV,21,8,0.0135,0.0426,1.49,0.0176,24,8,15.3,1.45,105.38,71.70
NOV,21,9,0.0208,0.023,1.35,0.0121,17,15,16.8,2.68,103.26,67.46
NOV,21,10,0.0302,0.0402,1.26,0.0089,25,9,19.1,3.14,86.56,61.31
NOV,21,11,0.0362,0.0533,1.9,0.0074,20,7,20.2,4.00,65.87,58.60
NOV,21,12,0.0405,0.0826,1.49,0.0059,14,6,21.5,4.62,71.87,54.27
NOV,21,13,0.0419,0.0425,1.38,0.0061,13,6,22.4,4.41,68.54,50.77
NOV,21,14,0.0443,0.0464,1.32,0.0066,13,2,23.9,4.10,74.42,46.59
NOV,21,15,0.0449,0.041,1.23,0.0066,23,12,24.6,4.90,83.64,42.82
NOV,21,16,0.045,0.0415,1.2,0.0068,28,5,24.9,5.02,86.94,40.91
NOV,21,17,0.0438,0.0439,1.21,0.0067,91,5,24.9,5.08,90.43,40.81
NOV,21,18,0.039,0.0492,1.22,0.0091,35,16,23.8,4.47,84.03,44.74
NOV,21,19,0.0335,0.0593,1.25,0.0096,32,11,22.2,4.95,75.82,50.22
NOV,21,20,0.0328,0.0068,1.23,0.0064,25,5,20.3,4.66,49.09,56.92
NOV,21,21,0.0316,0.004,1.21,0.0057,18,3,18.8,2.40,50.62,61.07
NOV,21,22,0.0315,0.0041,1.24,0.0059,12,2,18,2.08,54.60,62.84
NOV,21,23,0.0303,0.0419,1.61,0.0065,10,3,17.7,2.02,50.42,63.36
NOV,22,0,0.0321,0.0073,1.42,0.0053,8,0,17.4,1.84,52.53,64.38
NOV,22,1,0.0323,0.0144,1.71,0.0047,2,NA,17.1,1.59,52.73,65.34
NOV,22,2,0.0316,0.0075,1.33,0.0048,7,1,16.4,1.37,53.60,67.56
NOV,22,3,0.0266,0.0894,1.39,0.0071,8,1,15.6,0.88,77.72,70.54
NOV,22,4,0.0211,0.0913,1.19,0.0104,13,3,14.9,0.88,93.59,72.82
NOV,22,5,0.0194,0.0358,1.17,0.0095,18,7,14.2,0.80,98.29,74.67
NOV,22,6,0.0192,0.0296,1.18,0.0091,16,10,13.5,1.04,96.85,76.26
NOV,22,7,0.0138,0.1058,1.17,0.0164,24,6,13.5,1.31,85.73,75.93
NOV,22,8,0.017,0.0806,1.22,0.0128,34,28,13.6,2.26,91.02,74.93
NOV,22,9,0.0226,0.0666,1.21,0.0108,22,29,15.2,3.50,89.27,69.33
NOV,22,10,0.0337,0.0684,1.25,0.0059,14,14,17.5,4.03,70.78,61.58
NOV,22,11,0.0377,0.04,1.21,0.0061,8,5,19.6,3.19,81.75,54.58
NOV,22,12,0.0414,0.0244,1.32,0.0058,16,19,21.6,2.94,112.63,46.35
NOV,22,13,0.0441,0.0416,1.26,0.0069,12,3,23.6,2.83,100.93,37.08
NOV,22,14,0.0441,0.0263,1.27,0.0061,19,4,25.6,2.65,93.03,25.07
NOV,22,15,0.0442,0.003,1.23,0.0066,7,4,26.7,1.87,122.00,17.52
NOV,22,16,0.0462,0.0077,1.23,0.0069,11,2,27.1,2.05,146.45,17.64
NOV,22,17,0.0484,0.0027,1.21,0.0059,17,3,27.3,2.49,85.89,19.33
NOV,22,18,0.0466,0.026,1.24,0.0058,23,3,26.7,2.69,70.71,19.90
NOV,22,19,0.0381,0.0027,1.21,0.0071,30,3,23.8,4.09,58.00,29.06
NOV,22,20,0.0364,0.003,1.18,0.0055,28,3,21.3,4.73,49.24,41.99
NOV,22,21,0.0354,0.003,1.18,0.0049,29,4,19.1,5.23,50.33,51.82
NOV,22,22,0.0358,0.0031,1.17,0.0043,22,4,17.7,5.38,49.77,56.55
NOV,22,23,0.0355,0.009,1.17,0.0046,15,NA,17,5.25,60.03,58.31
NOV,23,0,0.0307,0.0759,1.44,0.0071,12,NA,16.3,3.30,60.45,60.03
NOV,23,1,0.0339,0.1832,1.68,0.0066,16,1,16,3.79,69.54,60.29
NOV,23,2,0.0333,0.1587,2.18,0.0067,14,3,15.6,3.84,63.10,61.02
NOV,23,3,0.0373,0.0084,1.24,0.0037,10,5,15.2,4.90,49.56,60.79
NOV,23,4,0.0371,0.0105,1.46,0.0042,7,2,14.9,3.68,51.31,60.83
NOV,23,5,0.0378,0.0122,1.52,0.0038,5,0,15.1,3.71,51.31,59.84
NOV,23,6,0.0286,0.0295,1.29,0.0079,8,2,13.4,2.28,98.06,65.70
NOV,23,7,0.018,0.0549,1.26,0.0144,26,4,12,2.47,94.58,71.44
NOV,23,8,0.0141,0.0474,1.73,0.0186,26,16,12.9,1.46,100.49,69.28
NOV,23,9,0.0351,0.1502,1.36,0.007,17,11,16.2,4.87,75.86,60.75
NOV,23,10,0.0371,0.0788,1.2,0.0061,15,8,17.3,5.16,82.15,58.06
NOV,23,11,0.0393,0.0508,1.33,0.0065,18,6,19.1,4.94,75.38,53.36
NOV,23,12,0.0444,0.0224,1.47,0.0068,18,7,21.1,4.48,78.16,47.03
NOV,23,13,0.0497,0.0256,1.36,0.0063,11,7,22.5,3.62,72.13,41.35
NOV,23,14,0.0527,0.0196,1.33,0.008,18,7,24.1,2.81,100.44,37.28
NOV,23,15,0.0555,0.0117,1.35,0.0093,22,7,25.2,2.17,112.63,33.51
NOV,23,16,0.0578,0.0136,1.44,0.0087,30,12,25.8,1.86,151.64,29.86
NOV,23,17,0.0576,0.0139,1.54,0.0099,25,7,26.3,1.48,125.44,28.24
NOV,23,18,0.0501,0.0128,1.54,0.0166,33,9,25.6,1.32,113.50,29.23
NOV,23,19,0.0171,0.0107,8.65,0.04,50,11,24,0.61,142.13,32.85
NOV,23,20,0.0107,0.011,3.2,0.038,63,13,23,0.45,75.02,35.51
NOV,23,21,0.0316,0.0037,1.35,0.0126,41,16,21.4,3.30,54.06,42.02
NOV,23,22,0.0301,0.0524,1.41,0.0102,25,5,20.5,2.98,71.55,44.61
NOV,23,23,0.0221,0.0384,1.29,0.0142,31,5,19.4,2.91,96.53,48.73
NOV,24,0,0.0204,0.0194,1.3,0.0104,35,7,17.1,3.61,95.20,57.77
NOV,24,1,0.0161,0.0279,1.22,0.0157,37,7,16,3.38,89.51,61.30
NOV,24,2,0.0192,0.0217,1.24,0.0111,22,6,15.4,3.07,86.29,64.05
NOV,24,3,0.0139,0.0196,1.24,0.0168,24,6,14.5,2.31,84.19,64.87
NOV,24,4,0.0136,0.0327,1.25,0.0166,29,8,13.8,2.19,96.45,66.74
NOV,24,5,0.0122,0.0184,1.29,0.0186,24,12,13.3,1.65,88.26,64.88
NOV,24,6,0.0108,0.0367,1.33,0.0217,31,13,13,1.36,99.06,65.08
NOV,24,7,0.0113,0.0233,1.47,0.0207,33,19,12.2,0.97,101.21,68.65
NOV,24,8,0.0125,0.0367,1.34,0.021,35,12,13.1,1.13,80.51,65.48
NOV,24,9,0.0166,0.0302,1.45,0.02,34,20,14.9,1.27,90.78,59.00
NOV,24,10,0.0243,0.0198,1.35,0.0148,30,18,17.2,1.84,100.96,54.60
NOV,24,11,0.0338,0.0076,1.33,0.0132,36,22,20.4,1.91,115.73,44.36
NOV,24,12,0.0488,0.0087,1.38,0.0156,41,13,22.9,1.29,150.04,37.53
NOV,24,13,0.0611,0.0051,1.38,0.014,37,18,25.3,0.69,158.98,31.89
NOV,24,14,0.0705,0.0045,1.34,0.0121,39,17,26.6,0.72,205.66,28.53
NOV,24,15,0.073,0.0039,1.31,0.0099,31,11,27.1,0.83,226.36,24.96
NOV,24,16,0.0735,0.0037,1.32,0.0104,35,16,27.7,0.84,238.81,24.01
NOV,24,17,0.0694,0.0025,1.43,0.0133,43,14,27.7,1.14,268.08,22.85
NOV,24,18,0.0685,0.0011,1.59,0.021,57,23,26.9,1.22,283.60,25.62
NOV,24,19,0.0237,0.0083,10,0.0512,72,17,25.3,0.55,299.28,28.92
NOV,24,20,0.0097,0.0068,5.62,0.0564,81,17,23.7,0.56,304.62,33.65
NOV,24,21,0.0097,0.003,4.35,0.0576,123,39,22,0.46,159.29,38.40
NOV,24,22,0.0113,0.0021,3.47,0.0466,181,41,20.8,0.73,258.96,39.89
NOV,24,23,0.0114,0.0019,2.03,0.04,114,39,19,0.86,273.09,42.86
NOV,25,0,0.013,0.0012,2.02,0.038,110,36,19.3,0.62,229.60,42.18
NOV,25,1,0.0129,0.0008,1.91,0.0373,101,38,18.4,0.45,238.94,44.89
NOV,25,2,0.0108,0.0013,1.75,0.0348,82,30,16.9,0.45,120.37,49.40
NOV,25,3,0.0116,0.0076,1.65,0.0344,83,37,15.9,0.52,118.15,51.65
NOV,25,4,0.0127,0.0049,1.6,0.0328,78,32,15.5,0.45,106.01,52.79
NOV,25,5,0.0108,0.0042,1.52,0.0314,75,31,14.3,0.45,242.03,55.00
NOV,25,6,0.0111,0.0041,1.59,0.0312,62,27,14,0.51,122.72,56.47
NOV,25,7,0.0125,0.0121,1.75,0.0319,108,29,13.5,1.08,130.89,58.33
NOV,25,8,0.0128,0.0182,2.39,0.034,109,37,13.9,0.53,101.30,57.46
NOV,25,9,0.0178,0.0124,2,0.0346,89,47,16.2,1.43,109.85,52.07
NOV,25,10,0.0305,0.0141,1.72,0.0287,99,41,18.7,2.30,105.00,49.98
NOV,25,11,0.0498,0.0038,1.55,0.0213,82,47,21.9,0.86,153.51,46.63
NOV,25,12,0.0687,0.0124,1.77,0.0189,43,32,24.4,0.85,187.47,38.80
