DATOS MÓVILES 2020_DIF,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,NO2,MO3,MSO2,MCO,MPM10,MPM2.5,
FEB,18,6,2.55,6.69,18.21,1.52,65,17,24.08
FEB,18,7,2.91,4.81,18.07,1.56,63,17,23.82
FEB,18,8,2.92,3.21,17.83,1.66,80,18,24.31
FEB,18,9,4.76,3.08,17.64,1.75,116,23,24.33
FEB,18,10,15.11,4.49,17.37,1.81,105,28,23.01
FEB,18,11,34.17,8.4,16.99,1.83,77,25,19.8
FEB,18,12,47.56,14.07,16.62,1.84,60,26,17.77
FEB,18,13,69.01,22.38,16.85,1.86,50,29,18.42
FEB,18,14,66.69,30.39,17,1.88,45,33,15.26
FEB,18,15,47.94,36.02,16.71,1.83,28,28,13.04
FEB,18,16,51.82,42.13,16.47,1.72,19,16,11.02
FEB,18,17,54.38,48.34,16.3,1.63,19,12,11.39
FEB,18,18,53.88,53.18,16.13,1.58,24,11,12.41
FEB,18,19,40.15,53.93,16.17,1.57,36,9,22.18
FEB,18,20,18.80,50.33,16.16,1.6,60,9,42.06
FEB,18,21,11.00,43.08,16.11,1.65,76,13,48.21
FEB,18,22,12.73,36.34,16.02,1.84,100,18,54.9
FEB,18,23,22.18,33.12,15.95,1.85,123,31,37.84
FEB,19,0,10.24,27.92,15.98,1.86,99,27,30.37
FEB,19,1,7.17,22.02,15.98,1.88,142,22,30.38
FEB,19,2,13.41,16.96,15.88,1.88,245,18,25.66
FEB,19,3,11.33,13.36,15.63,1.86,149,16,29.95
FEB,19,4,15.16,12.9,15.52,1.82,97,14,29.34
FEB,19,5,6.19,12.3,15.46,1.75,81,12,31.13
FEB,19,6,13.85,12.44,15.33,1.55,74,16,31.41
FEB,19,7,3.74,10.14,15.1,1.57,63,23,30.52
FEB,19,8,14.83,10.71,15.03,1.65,83,21,30.28
FEB,19,9,14.46,11.62,14.87,1.69,91,29,23.04
FEB,19,10,21.71,12.66,14.71,1.73,84,33,17.1
FEB,19,11,34.21,15.52,14.66,1.74,79,31,10.81
FEB,19,12,36.69,18.21,14.72,1.75,61,29,13.04
FEB,19,13,43.45,22.87,13.88,1.77,47,29,13.62
FEB,19,14,49.46,27.32,13.06,1.78,40,25,14.31
FEB,19,15,54.37,33.65,12.97,1.76,41,30,15.39
FEB,19,16,59.50,39.23,12.91,1.69,34,26,14.04
FEB,19,17,61.15,45.07,12.95,1.64,31,19,15.23
FEB,19,18,59.70,49.81,12.91,1.62,37,15,18.15
FEB,19,19,43.18,50.94,12.77,1.67,50,14,37.17
FEB,19,20,14.96,48.22,12.81,1.82,90,17,63.53
FEB,19,21,22.50,45.6,12.97,1.84,118,26,25.39
FEB,19,22,17.68,41.63,13.2,1.84,94,24,20.13
FEB,19,23,21.96,37.58,13.27,1.82,78,22,10.72
FEB,20,0,20.59,32.71,13.18,1.79,65,20,10.59
FEB,20,1,21.25,27.73,13.11,1.77,61,18,9.15
FEB,20,2,20.14,22.78,13.65,1.73,56,19,10.81
FEB,20,3,18.14,19.65,13.89,1.65,50,19,12.01
FEB,20,4,16.40,19.83,13.93,1.48,39,17,12.57
FEB,20,5,19.53,19.46,13.85,1.43,35,16,10.57
FEB,20,6,15.64,19.21,13.74,1.41,36,14,12.72
FEB,20,7,8.65,17.54,13.79,1.43,38,21,19.77
FEB,20,8,4.36,15.51,13.84,1.52,49,18,25.02
FEB,20,9,7.60,13.81,13.92,1.59,57,23,24.25
FEB,20,10,17.53,13.48,13.97,1.65,58,27,17.19
FEB,20,11,25.83,14.44,13.99,1.7,51,28,14.76
FEB,20,12,36.85,17,14.13,1.74,44,25,14.31
FEB,20,13,49.22,20.71,14.42,1.78,35,25,15.4
FEB,20,14,58.38,26.05,15.32,1.82,36,24,15.18
FEB,20,15,61.18,32.62,15.85,1.81,39,31,12.43
FEB,20,16,62.37,39.87,16.36,1.75,37,30,11.21
FEB,20,17,60.09,46.43,16.45,1.71,35,25,14.28
FEB,20,18,63.69,52.2,16.59,1.67,40,18,10.06
FEB,20,19,40.24,54,17.67,1.71,59,16,20.07
FEB,20,20,29.58,53.09,19.13,1.74,77,19,27.06
FEB,20,21,32.49,51,20.31,1.71,88,22,18.98
FEB,20,22,29.45,47.39,20.07,1.68,145,20,9.27
FEB,20,23,32.77,43.84,19.93,1.65,238,29,7.12
FEB,21,0,29.23,39.69,20.24,1.62,169,29,9.54
FEB,21,1,25.06,35.31,20.91,1.59,107,25,9.94
FEB,21,2,28.97,30.97,20.8,1.57,70,22,7.06
FEB,21,3,23.71,28.91,21.07,1.49,44,16,10.61
FEB,21,4,24.74,28.3,21.33,1.41,32,14,7.05
FEB,21,5,20.60,26.82,22.18,1.4,24,13,10.2
FEB,21,6,12.02,24.64,24.23,1.39,21,15,17.85
FEB,21,7,9.50,21.73,25.97,1.41,23,18,18.68
FEB,21,8,12.09,19.59,27,1.44,28,18,14.84
FEB,21,9,15.91,18.44,27.51,1.47,27,14,10.63
FEB,21,10,20.12,17.34,28.01,1.5,37,12,9.17
FEB,21,11,23.50,17.31,28.45,1.53,47,10,10.17
FEB,21,12,28.04,17.72,28.72,1.56,51,10,11.69
FEB,21,13,36.64,19.73,28.99,1.59,58,12,11.68
FEB,21,14,41.27,23.38,28.93,1.61,46,19,13.49
FEB,21,15,47.48,28.13,29.14,1.6,35,17,11.31
FEB,21,16,51.74,33.09,29.65,1.59,29,19,10.71
FEB,21,17,47.92,37.09,30.55,1.57,34,20,14.69
FEB,21,18,37.83,39.3,31.35,1.57,39,20,15.16
FEB,21,19,30.08,40.12,31.35,1.59,53,16,13.05
FEB,21,20,20.62,39.2,30.53,1.6,59,11,13.75
FEB,21,21,19.38,37.04,29.72,1.6,69,7,9.4
FEB,21,22,19.78,34.35,30.04,1.58,64,6,7.06
FEB,21,23,17.92,30.66,30.59,1.57,53,4,8
FEB,22,0,20.74,26.78,30.75,1.55,39,5,5.53
FEB,22,1,20.13,23.31,30.55,1.53,30,6,5.85
FEB,22,2,18.16,20.85,30.66,1.49,22,5,7.33
FEB,22,3,17.96,19.34,30.7,1.44,15,6,8.84
FEB,22,4,22.20,19.53,30.62,1.39,12,5,5.81
FEB,22,5,21.41,19.79,30.04,1.37,8,4,7.67
FEB,22,6,14.61,19.14,28.26,1.36,9,4,10.17
FEB,22,7,13.56,18.6,26.8,1.36,12,4,10.78
FEB,22,8,8.73,17.1,26.02,1.39,15,5,16.36
FEB,22,9,13.23,16.23,25.74,1.43,21,7,13.64
FEB,22,10,18.25,16.25,25.6,1.48,27,8,12.2
FEB,22,11,20.44,16.56,25.48,1.53,31,8,13.08
FEB,22,12,30.65,17.61,25.34,1.57,31,10,13.19
FEB,22,13,41.97,20.18,25.14,1.62,30,11,14.87
FEB,22,14,54.75,25.2,24.69,1.64,25,14,8.19
FEB,22,15,57.32,30.67,24.45,1.64,20,18,6.62
FEB,22,16,58.70,36.91,23.94,1.62,20,24,6.41
FEB,22,17,59.93,42.75,23.37,1.6,26,21,7.29
FEB,22,18,63.23,48.37,22.92,1.57,30,19,6.75
FEB,22,19,54.02,52.57,22.42,1.55,38,19,13.56
FEB,22,20,22.52,51.55,22.2,1.6,50,19,42.39
FEB,22,21,4.31,46.85,22.22,1.76,85,24,60.1
FEB,22,22,2.92,40.37,22.4,1.97,100,33,54.99
FEB,22,23,5.26,33.86,22.34,2.09,108,40,48.85
FEB,23,0,4.68,27.11,22.41,2.25,120,37,49.73
FEB,23,1,5.65,20.33,22.45,2.3,127,42,40.68
FEB,23,2,5.58,13.12,22.35,2.34,125,38,39.06
FEB,23,3,4.90,6.98,22.14,2.36,109,37,39.69
FEB,23,4,9.00,5.29,22.33,2.34,96,36,33.44
FEB,23,5,4.43,5.3,22.6,2.17,88,35,33.58
FEB,23,6,6.56,5.76,22.92,2,85,40,29.84
FEB,23,7,4.88,5.71,23.08,1.93,81,45,32.12
FEB,23,8,6.30,5.91,23.25,1.84,84,42,31.52
FEB,23,9,13.46,6.89,23.44,1.86,86,43,28.4
FEB,23,10,32.54,10.26,23.57,1.84,75,41,17.24
FEB,23,11,45.52,15.34,23.7,1.81,55,32,9.37
FEB,23,12,53.33,20.88,23.81,1.77,37,26,6.89
FEB,23,13,55.66,27.28,23.85,1.74,25,25,6.49
FEB,23,14,56.08,33.47,23.97,1.71,20,20,7.51
FEB,23,15,57.47,40.05,23.96,1.66,23,22,6.29
FEB,23,16,56.14,46.28,23.91,1.6,29,22,6.91
FEB,23,17,51.97,51.09,23.76,1.53,28,19,5.76
FEB,23,18,52.04,53.53,23.61,1.49,32,19,5.57
FEB,23,19,47.23,53.74,23.54,1.47,37,24,8.23
FEB,23,20,36.26,51.61,23.48,1.47,40,16,12.64
FEB,23,21,24.19,47.67,23.41,1.48,44,13,17.75
FEB,23,22,18.91,43.03,23.34,1.48,46,11,20.32
FEB,23,23,24.05,38.85,23.3,1.48,44,11,16.08
FEB,24,0,24.72,34.92,23.23,1.48,43,12,15.37
FEB,24,1,22.67,31.26,23.21,1.47,43,13,14.94
FEB,24,2,26.79,28.1,23.13,1.47,40,13,8.13
FEB,24,3,25.59,25.39,23.01,1.45,27,13,7.8
FEB,24,4,22.64,23.69,22.86,1.44,28,14,9.84
FEB,24,5,17.38,22.84,22.77,1.41,27,14,11.05
FEB,24,6,9.28,21.64,22.7,1.4,26,13,21.17
FEB,24,7,4.96,19.25,22.64,1.41,28,12,25.25
FEB,24,8,3.41,16.59,22.61,1.46,43,14,26.75
FEB,24,9,8.99,14.88,22.57,1.52,54,20,22.8
FEB,24,10,22.76,14.38,22.54,1.55,116,20,13.06
FEB,24,11,34.47,15.49,22.51,1.56,123,17,6.82
FEB,24,12,39.66,17.62,22.5,1.57,64,15,6.81
FEB,24,13,43.80,20.92,22.6,1.58,37,19,6.7
FEB,24,14,43.82,25.23,22.64,1.58,27,22,6.84
FEB,24,15,43.27,30.02,22.68,1.56,15,15,6.18
FEB,24,16,47.69,35.56,22.74,1.48,10,12,5.35
FEB,24,17,48.90,40.55,22.85,1.42,17,11,5.97
FEB,24,18,45.69,43.41,22.9,1.39,17,10,7.26
FEB,24,19,30.02,42.86,22.9,1.39,27,10,13.1
FEB,24,20,13.14,39.54,22.98,1.41,45,9,30.03
FEB,24,21,12.95,35.69,22.99,1.44,59,14,29.29
FEB,24,22,20.47,32.77,23.01,1.46,66,11,21.36
FEB,24,23,24.94,30.48,23,1.46,56,16,13.74
FEB,25,0,24.41,27.57,23,1.46,46,12,11.73
FEB,25,1,24.91,24.57,22.99,1.46,35,12,11.79
FEB,25,2,16.67,20.94,23.01,1.46,36,12,21.1
FEB,25,3,10.06,18.44,23.03,1.47,35,11,25.26
FEB,25,4,17.79,19.03,23.03,1.43,33,17,16.69
FEB,25,5,21.42,20.08,23.03,1.38,29,17,12.41
FEB,25,6,15.79,19.5,23.03,1.37,25,15,17.35
FEB,25,7,7.58,17.33,23.03,1.39,29,14,27.23
FEB,25,8,4.13,14.79,23.02,1.51,41,18,32.03
FEB,25,9,9.65,12.89,23.03,1.65,69,21,36.96
FEB,25,10,18.86,13.16,23.05,1.71,60,26,29.48
FEB,25,11,35.18,16.3,23.06,1.73,47,30,12.29
FEB,25,12,40.07,19.09,23.05,1.73,32,27,6.54
FEB,25,13,41.65,21.61,23.04,1.74,25,22,5.6
FEB,25,14,40.60,24.72,23.03,1.74,18,17,7.29
FEB,25,15,42.33,29.06,23.05,1.72,29,15,5.94
FEB,25,16,41.08,33.68,23.06,1.61,25,14,5.59
FEB,25,17,38.37,37.27,23.07,1.47,27,12,5.42
FEB,25,18,33.52,39.1,23.06,1.4,28,10,6.26
FEB,25,19,28.01,38.2,23.05,1.39,38,8,10.16
FEB,25,20,18.12,35.46,22.98,1.41,47,8,20.54
FEB,25,21,25.17,33.4,23.02,1.45,56,14,20.76
FEB,25,22,20.47,30.88,22.99,1.45,55,16,13.5
FEB,25,23,15.44,27.52,22.89,1.45,44,14,15.45
FEB,26,0,13.04,24.02,22.76,1.46,37,11,20.18
FEB,26,1,15.34,21.14,22.55,1.46,34,9,15.86
FEB,26,2,16.73,19.04,22.46,1.46,32,10,12.41
FEB,26,3,8.67,16.62,22.41,1.46,29,11,27.28
FEB,26,4,12.41,15.91,22.43,1.45,31,11,26.63
FEB,26,5,7.77,13.73,22.52,1.42,33,10,28.75
FEB,26,6,3.02,11.55,22.55,1.42,38,10,30.7
FEB,26,7,2.61,9.95,22.54,1.46,44,13,25.92
FEB,26,8,4.23,8.85,22.52,1.55,66,20,27.3
FEB,26,9,8.84,8.03,22.49,1.64,72,23,25.09
FEB,26,10,27.55,9.39,22.43,1.69,70,24,15.5
FEB,26,11,37.47,12.99,22.39,1.72,63,20,14.66
FEB,26,12,45.34,17.1,22.45,1.75,53,28,13.55
FEB,26,13,47.37,22.05,22.64,1.78,39,28,13.83
FEB,26,14,53.54,28.37,22.63,1.8,38,27,12.53
FEB,26,15,54.02,34.79,22.65,1.79,38,25,12.72
FEB,26,16,55.84,41.24,22.69,1.72,35,22,11.08
FEB,26,17,57.73,47.36,22.79,1.66,37,18,11.95
FEB,26,18,50.83,50.27,22.88,1.65,45,16,17.52
FEB,26,19,40.09,50.59,22.93,1.65,74,14,18.66
FEB,26,20,33.10,49.06,22.94,1.65,101,11,17.54
FEB,26,21,26.83,46.5,23.14,1.63,102,11,11.9
FEB,26,22,17.04,41.93,25.22,1.61,92,12,22.27
FEB,26,23,28.98,38.8,25.61,1.58,80,12,8.54
FEB,27,0,30.98,35.7,25.75,1.56,57,12,5.15
FEB,27,1,30.59,32.31,25.96,1.52,43,9,4.49
FEB,27,2,30.89,29.81,26.06,1.48,34,7,4.12
FEB,27,3,31.20,28.7,26.09,1.43,22,6,3.78
FEB,27,4,29.83,28.29,26.19,1.39,20,11,4.84
FEB,27,5,26.17,28.21,26.76,1.37,19,8,9.29
FEB,27,6,27.13,29.47,27.2,1.35,16,7,8.14
FEB,27,7,19.29,28.26,28.3,1.36,18,8,17.11
FEB,27,8,20.65,26.97,28.7,1.4,22,10,15.2
FEB,27,9,25.01,26.27,28.71,1.43,26,13,11.4
FEB,27,10,27.16,25.81,28.73,1.47,28,13,9.48
FEB,27,11,28.14,25.42,28.76,1.5,25,14,10.75
FEB,27,12,32.06,25.7,28.71,1.54,27,17,11.9
FEB,27,13,39.14,27.32,28.55,1.59,27,15,12.26
FEB,27,14,46.92,29.8,28.58,1.62,28,13,12.2
FEB,27,15,53.21,34.04,29.02,1.63,25,16,11.3
FEB,27,16,62.49,39.27,29.44,1.61,27,23,8.23
FEB,27,17,52.23,42.67,29.48,1.59,42,27,6.26
FEB,27,18,48.56,45.34,29.43,1.57,72,22,5.56
FEB,27,19,46.84,47.68,29.42,1.55,57,16,7.77
FEB,27,20,20.22,46.2,29.4,1.59,60,14,35.86
FEB,27,21,9.77,42.53,29.21,1.71,70,16,48.68
FEB,27,22,4.79,37.26,27.22,1.93,98,16,53.32
FEB,27,23,4.03,31.12,27,2.01,113,26,45.1
FEB,28,0,5.83,24.03,27.01,2.04,105,29,42.53
FEB,28,1,8.98,18.63,26.97,2.06,99,32,31
FEB,28,2,24.77,15.65,26.85,2.06,77,28,9.39
FEB,28,3,23.38,12.72,26.86,2.05,54,18,8.96
FEB,28,4,14.68,12.03,26.78,1.97,44,17,16.19
FEB,28,5,15.12,12.7,26.11,1.83,37,20,14.9
FEB,28,6,15.84,14.08,25.66,1.59,34,14,15.29
FEB,28,7,8.58,14.65,24.58,1.54,31,12,21.71
FEB,28,8,4.75,14.51,24.27,1.57,47,12,27.07
FEB,28,9,10.36,14.68,24.41,1.62,55,21,23.66
FEB,28,10,20.59,14.16,24.43,1.67,58,20,17.64
FEB,28,11,30.26,15.02,24.45,1.71,63,22,15.23
FEB,28,12,38.06,17.94,24.46,1.75,68,19,14.35
FEB,28,13,47.55,22,24.77,1.78,50,18,14.28
FEB,28,14,53.49,26.7,25.03,1.8,36,18,11.99
FEB,28,15,53.38,32.3,24.83,1.78,24,23,8.98
FEB,28,16,58.72,39.05,24.49,1.71,27,21,8.45
FEB,28,17,61.17,45.4,24.5,1.64,31,21,7.33
FEB,28,18,62.89,50.69,24.66,1.59,32,21,6.02
FEB,28,19,58.09,54.17,24.8,1.58,38,20,13.97
FEB,28,20,34.12,53.68,25.27,1.71,51,21,28.98
FEB,28,21,28.07,51.24,25.43,1.75,66,20,16.83
FEB,28,22,30.65,48.39,25.35,1.74,75,15,9.87
FEB,28,23,30.81,45.57,25.49,1.72,71,12,9.67
FEB,29,0,28.61,41.8,26.21,1.71,66,14,13.81
FEB,29,1,28.23,37.69,27.06,1.7,58,12,14.55
FEB,29,2,29.09,33.46,27.86,1.68,45,15,12.22
FEB,29,3,33.43,30.38,27.86,1.65,34,13,6.61
FEB,29,4,29.81,29.84,27.82,1.48,25,10,8.41
FEB,29,5,28.21,29.86,27.81,1.41,24,10,9.36
FEB,29,6,21.98,28.77,27.8,1.4,34,12,15.39
FEB,29,7,10.44,26.23,27.84,1.42,44,15,24.25
FEB,29,8,8.66,23.73,27.84,1.46,52,18,27.39
FEB,29,9,21.50,22.89,27.7,1.5,51,21,18.31
FEB,29,10,28.35,22.8,27.73,1.55,49,20,15.93
FEB,29,11,34.30,22.91,27.76,1.61,45,24,15.54
FEB,29,12,46.50,24.99,27.82,1.64,43,18,12.17
FEB,29,13,56.01,28.47,27.52,1.66,40,18,11.16
FEB,29,14,63.67,33.68,27.27,1.66,30,19,6.77
FEB,29,15,68.11,40.89,27.08,1.65,24,21,6.73
FEB,29,16,71.76,48.77,27.02,1.61,27,28,6.34
FEB,29,17,67.05,54.47,26.93,1.59,29,23,6.34
FEB,29,18,58.77,58.27,26.77,1.55,31,19,7.11
FEB,29,19,55.00,60.86,26.6,1.52,39,15,13.4
FEB,29,20,21.96,57.79,26.17,1.63,58,13,48.94
FEB,29,21,17.38,52.96,25.99,1.74,84,18,50.17
FEB,29,22,30.17,48.78,26,1.79,79,20,24.98
FEB,29,23,31.59,44.21,25.82,1.81,70,18,16.56
