DATOS MÓVILES 2020_DIF,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,NO2,MO3,MSO2,MCO,MPM10,MPM2.5
ENE,19,5,4.77,27.93,NA,1.55,30.38,13.10
ENE,19,6,5.37,27.84,NA,1.53,29.46,13.55
ENE,19,7,7.60,26.75,NA,1.53,29.06,13.20
ENE,19,8,8.00,25.23,NA,1.55,28.41,12.80
ENE,19,9,8.76,23.64,NA,1.58,27.86,12.61
ENE,19,10,7.00,22.94,NA,1.61,26.73,12.46
ENE,19,11,6.99,23.12,NA,1.64,26.55,12.15
ENE,19,12,6.64,23.97,NA,1.67,26.91,11.84
ENE,19,13,6.80,25.22,NA,1.69,28.26,11.27
ENE,19,14,7.13,26.65,NA,1.73,29.42,10.83
ENE,19,15,7.22,28.20,NA,1.75,30.41,10.91
ENE,19,16,7.90,29.53,NA,1.77,30.55,10.90
ENE,19,17,7.10,30.81,NA,1.77,31.66,11.04
ENE,19,18,6.88,30.84,NA,1.77,32.59,11.19
ENE,19,19,7.86,29.97,NA,1.76,33.19,11.20
ENE,19,20,8.22,28.27,NA,1.76,33.03,10.93
ENE,19,21,5.58,26.64,NA,1.75,31.91,10.59
ENE,19,22,6.66,24.67,NA,1.73,29.96,10.79
ENE,19,23,5.86,23.25,NA,1.72,28.40,11.00
ENE,20,0,5.69,22.25,NA,1.69,26.27,11.09
ENE,20,1,4.69,21.43,NA,1.65,25.70,10.88
ENE,20,2,5.52,20.77,NA,1.64,24.90,10.61
ENE,20,3,4.07,20.45,NA,1.62,24.53,10.38
ENE,20,4,5.34,19.95,NA,1.59,24.95,10.29
ENE,20,5,5.77,18.99,NA,1.58,24.60,10.03
ENE,20,6,6.98,18.71,NA,1.56,24.27,9.19
ENE,20,7,11.94,18.07,NA,1.58,23.89,9.05
ENE,20,8,13.85,17.24,NA,1.63,23.56,9.06
ENE,20,9,10.18,16.73,NA,1.67,23.12,8.97
ENE,20,10,7.62,16.91,NA,1.70,23.04,8.80
ENE,20,11,7.13,17.35,NA,1.73,21.95,8.76
ENE,20,12,7.83,18.66,NA,1.77,20.72,8.56
ENE,20,13,8.45,20.35,NA,1.80,19.10,8.46
ENE,20,14,9.15,22.13,NA,1.85,17.51,8.25
ENE,20,15,9.73,24.68,NA,1.85,15.77,7.71
ENE,20,16,9.35,27.83,NA,1.83,14.78,7.58
ENE,20,17,9.67,30.28,NA,1.82,13.10,7.26
ENE,20,18,11.45,31.47,NA,1.82,11.68,6.95
ENE,20,19,13.78,31.55,NA,1.83,10.69,6.72
ENE,20,20,15.13,30.52,NA,1.85,10.14,6.80
ENE,20,21,12.25,29.11,NA,1.84,10.58,6.83
ENE,20,22,10.55,27.36,NA,1.82,10.81,6.81
ENE,20,23,9.10,25.42,NA,1.79,11.28,6.98
ENE,21,0,7.88,22.75,NA,1.76,11.42,6.87
ENE,21,1,8.84,19.72,NA,1.73,11.64,6.77
ENE,21,2,5.71,18.07,NA,1.69,11.74,6.82
ENE,21,3,6.24,17.07,NA,1.64,12.14,6.80
ENE,21,4,5.96,16.83,17.62,1.58,11.91,6.74
ENE,21,5,5.62,16.43,17.27,1.55,11.94,6.72
ENE,21,6,7.14,15.77,16.99,1.52,12.14,6.84
ENE,21,7,8.16,14.97,16.71,1.54,12.33,6.79
ENE,21,8,8.94,14.59,16.46,1.56,12.49,6.58
ENE,21,9,8.54,14.86,16.22,1.60,12.79,6.39
ENE,21,10,7.39,14.74,15.98,1.65,13.06,6.28
ENE,21,11,7.22,15.00,15.66,1.68,13.66,6.30
ENE,21,12,7.41,15.46,15.17,1.72,13.69,6.79
ENE,21,13,8.85,16.54,14.73,1.77,13.78,7.07
ENE,21,14,11.42,18.74,14.26,1.82,14.50,7.37
ENE,21,15,12.21,21.52,13.80,1.86,15.65,7.84
ENE,21,16,9.47,24.80,13.32,1.86,15.93,8.51
ENE,21,17,NA,26.28,12.91,1.86,16.00,8.50
ENE,21,18,NA,27.93,12.45,1.86,15.90,8.64
ENE,21,19,NA,NA,11.93,NA,15.14,8.90
ENE,21,20,NA,NA,11.52,NA,14.51,9.09
ENE,21,21,NA,NA,11.23,NA,13.80,9.15
ENE,21,22,NA,NA,11.17,NA,NA,9.12
ENE,21,23,NA,NA,NA,NA,NA,NA
ENE,22,0,NA,NA,NA,NA,NA,NA
ENE,22,1,NA,NA,NA,NA,NA,NA
ENE,22,2,NA,NA,NA,NA,NA,NA
ENE,22,3,NA,NA,NA,NA,NA,NA
ENE,22,4,NA,NA,NA,NA,NA,NA
ENE,22,5,NA,NA,NA,NA,NA,NA
ENE,22,6,NA,NA,NA,NA,NA,NA
ENE,22,7,NA,NA,NA,NA,NA,NA
ENE,22,8,NA,NA,NA,NA,NA,NA
ENE,22,9,NA,NA,NA,NA,NA,NA
ENE,22,10,15.63,NA,NA,NA,NA,NA
ENE,22,11,18.13,NA,NA,NA,NA,NA
ENE,22,12,18.44,NA,NA,NA,NA,NA
ENE,22,13,13.48,NA,NA,NA,NA,NA
ENE,22,14,7.10,NA,NA,NA,NA,NA
ENE,22,15,6.69,23.02,NA,1.66,NA,NA
ENE,22,16,5.45,25.89,NA,1.60,NA,NA
ENE,22,17,5.16,27.92,NA,1.55,NA,NA
ENE,22,18,6.70,32.16,NA,1.45,NA,NA
ENE,22,19,11.90,35.25,NA,1.39,NA,NA
ENE,22,20,15.98,36.46,NA,1.37,NA,NA
ENE,22,21,14.64,35.28,NA,1.36,NA,NA
ENE,22,22,10.94,32.53,NA,1.35,NA,NA
ENE,22,23,12.73,28.88,NA,1.35,NA,NA
ENE,23,0,12.69,25.25,NA,1.37,NA,NA
ENE,23,1,8.70,22.37,NA,1.37,NA,NA
ENE,23,2,11.15,18.91,NA,1.37,NA,NA
ENE,23,3,17.39,15.40,9.17,1.35,NA,15.79
ENE,23,4,18.91,12.98,9.30,1.31,29.55,15.43
ENE,23,5,18.52,11.37,9.27,1.29,29.07,15.31
ENE,23,6,11.86,10.36,9.15,1.27,28.85,15.24
ENE,23,7,14.81,9.52,9.12,1.29,28.27,15.03
ENE,23,8,19.96,8.08,9.04,1.37,29.06,14.87
ENE,23,9,20.37,6.34,8.98,1.47,30.66,15.22
ENE,23,10,18.65,6.05,8.81,1.52,30.48,15.12
ENE,23,11,13.96,7.94,8.63,1.55,29.75,14.64
ENE,23,12,6.80,11.48,8.52,1.55,29.19,14.06
ENE,23,13,6.90,14.48,8.39,1.57,28.56,13.51
ENE,23,14,6.89,16.95,8.46,1.59,28.81,13.23
ENE,23,15,6.56,20.11,8.44,1.57,28.48,12.90
ENE,23,16,12.55,22.90,8.46,1.56,28.20,12.36
ENE,23,17,15.81,24.79,8.48,1.54,28.43,12.53
ENE,23,18,17.36,25.84,8.54,1.55,28.24,12.37
ENE,23,19,19.00,25.73,8.58,1.58,27.33,12.34
ENE,23,20,18.55,23.82,8.73,1.66,26.50,12.35
ENE,23,21,24.43,20.71,8.84,1.74,26.10,12.24
ENE,23,22,23.51,17.41,8.88,1.79,27.28,13.04
ENE,23,23,21.31,13.60,8.96,1.83,27.02,13.50
ENE,24,0,20.21,11.01,8.98,1.78,26.89,13.98
ENE,24,1,18.04,9.29,9.02,1.72,27.25,14.07
ENE,24,2,18.26,8.15,9.03,1.69,27.63,14.06
ENE,24,3,18.03,6.67,8.95,1.64,27.66,14.14
ENE,24,4,17.79,4.21,8.87,1.58,27.60,14.15
ENE,24,5,18.88,3.45,8.86,1.50,27.60,14.04
ENE,24,6,18.80,2.87,8.93,1.45,27.47,13.78
ENE,24,7,17.81,2.66,8.98,1.46,28.13,13.63
ENE,24,8,18.10,2.35,9.07,1.60,28.02,14.09
ENE,24,9,20.41,NA,9.16,1.73,27.53,13.83
ENE,24,10,17.54,2.63,9.29,1.78,26.73,13.82
ENE,24,11,11.40,5.48,9.40,1.79,26.05,14.10
ENE,24,12,10.21,9.69,9.57,1.81,25.68,14.04
ENE,24,13,8.69,14.87,9.68,1.82,25.28,14.11
ENE,24,14,7.86,20.48,9.55,1.83,25.73,14.22
ENE,24,15,7.07,26.95,9.51,1.78,25.95,14.44
ENE,24,16,7.66,33.70,9.49,1.62,25.77,14.73
ENE,24,17,7.37,35.41,9.48,1.48,25.29,14.28
ENE,24,18,6.57,40.51,9.55,1.41,25.17,14.20
ENE,24,19,15.41,42.07,9.63,1.41,26.08,14.07
ENE,24,20,35.48,39.28,9.64,1.56,28.30,14.08
ENE,24,21,23.62,36.00,9.58,1.61,30.28,14.54
ENE,24,22,18.73,32.28,9.60,1.65,29.20,13.56
ENE,24,23,14.00,28.20,9.66,1.65,30.21,13.12
ENE,25,0,11.23,24.06,9.72,1.64,30.62,12.61
ENE,25,1,8.70,20.56,9.87,1.64,30.44,12.21
ENE,25,2,8.22,16.92,9.99,1.63,29.84,12.44
ENE,25,3,8.59,14.81,10.02,1.59,29.62,12.49
ENE,25,4,8.51,15.94,10.07,1.40,29.54,12.60
ENE,25,5,10.39,16.30,10.14,1.32,29.43,12.74
ENE,25,6,14.08,15.91,10.22,1.27,29.58,13.04
ENE,25,7,17.65,14.43,10.23,1.28,29.38,13.61
ENE,25,8,17.91,12.79,10.24,1.33,29.31,13.49
ENE,25,9,15.50,11.35,10.23,1.38,28.70,14.04
ENE,25,10,14.91,10.43,10.24,1.46,29.39,14.42
ENE,25,11,13.48,10.53,10.25,1.51,30.46,14.89
ENE,25,12,10.14,11.82,10.15,1.55,30.90,15.47
ENE,25,13,7.34,14.35,10.09,1.57,31.02,15.55
ENE,25,14,5.49,18.58,10.03,1.56,31.02,15.53
ENE,25,15,5.74,22.90,9.95,1.54,29.83,15.70
ENE,25,16,7.65,26.60,9.87,1.50,30.44,15.49
ENE,25,17,7.58,29.95,9.82,1.46,30.81,15.73
ENE,25,18,9.25,32.60,9.72,1.40,31.50,15.99
ENE,25,19,12.62,33.25,9.62,1.38,31.13,16.19
ENE,25,20,16.14,31.31,9.54,1.39,30.11,16.17
ENE,25,21,10.68,28.92,9.52,1.39,28.78,15.68
ENE,25,22,11.04,25.38,9.43,1.42,28.56,15.48
ENE,25,23,13.38,21.96,9.48,1.43,27.66,15.13
ENE,26,0,8.92,19.62,9.45,1.43,27.46,15.07
ENE,26,1,14.08,16.20,9.32,1.44,27.14,15.05
ENE,26,2,14.34,12.75,9.13,1.44,27.68,14.78
ENE,26,3,9.26,11.19,9.07,1.40,27.46,14.91
ENE,26,4,7.77,11.34,8.95,1.35,27.23,14.93
ENE,26,5,10.97,10.52,8.97,1.33,26.98,14.78
ENE,26,6,9.76,10.14,8.98,1.30,26.47,14.52
ENE,26,7,12.48,9.71,8.99,1.28,25.82,14.10
ENE,26,8,10.18,9.11,8.99,1.28,24.94,13.73
ENE,26,9,12.47,9.05,9.00,1.30,23.78,12.89
ENE,26,10,15.66,9.03,9.03,1.35,23.16,12.27
ENE,26,11,13.86,9.12,9.17,1.41,22.31,11.66
ENE,26,12,10.43,9.64,9.32,1.47,22.36,11.55
ENE,26,13,9.52,11.15,9.53,1.52,22.72,11.22
ENE,26,14,6.87,13.51,9.66,1.55,21.93,11.05
ENE,26,15,5.25,17.07,9.89,1.54,21.84,10.71
ENE,26,16,5.82,19.85,10.05,1.55,20.77,10.91
ENE,26,17,7.26,22.94,10.11,1.53,20.12,11.05
ENE,26,18,8.76,25.69,9.99,1.48,19.87,10.99
ENE,26,19,13.25,26.75,9.88,1.47,19.96,10.76
ENE,26,20,16.91,26.30,9.84,1.45,19.72,10.64
ENE,26,21,22.81,24.36,9.85,1.53,19.20,10.69
ENE,26,22,21.88,21.26,9.86,1.59,19.98,11.03
ENE,26,23,13.46,18.11,9.68,1.60,20.23,11.41
ENE,27,0,6.73,16.30,9.64,1.59,19.89,11.44
ENE,27,1,7.49,14.18,9.58,1.57,19.37,11.35
ENE,27,2,9.50,12.05,9.49,1.54,18.70,11.21
ENE,27,3,10.32,10.75,9.40,1.50,18.67,10.94
ENE,27,4,13.00,9.82,9.28,1.46,18.59,10.69
ENE,27,5,15.17,9.60,9.07,1.34,18.71,10.59
ENE,27,6,14.38,9.53,8.94,1.26,18.89,10.62
ENE,27,7,16.13,8.63,8.83,1.26,18.96,10.63
ENE,27,8,16.25,6.83,8.93,1.34,19.29,10.72
ENE,27,9,16.63,5.74,9.02,1.42,19.88,10.91
ENE,27,10,17.55,5.79,9.06,1.49,20.21,10.98
ENE,27,11,9.32,7.43,8.74,1.51,20.00,11.09
ENE,27,12,5.54,10.49,8.48,1.53,19.46,10.58
ENE,27,13,4.29,14.38,8.12,1.53,19.01,10.64
ENE,27,14,4.85,18.64,7.89,1.53,19.68,10.65
ENE,27,15,4.35,23.71,7.61,1.51,19.67,10.56
ENE,27,16,4.09,29.37,7.37,1.43,20.11,10.25
ENE,27,17,4.25,34.85,7.19,1.34,20.32,9.85
ENE,27,18,6.00,39.35,7.15,1.27,20.18,9.61
ENE,27,19,14.05,40.32,7.08,1.26,20.24,9.62
ENE,27,20,29.67,37.82,6.96,1.35,20.93,9.48
ENE,27,21,30.48,34.48,6.85,1.47,22.30,9.84
ENE,27,22,15.12,32.41,6.73,1.49,22.63,10.45
ENE,27,23,9.26,29.90,6.62,1.49,22.48,10.24
ENE,28,0,10.24,26.36,6.39,1.49,22.73,10.14
ENE,28,1,12.08,22.23,6.26,1.50,23.50,10.09
ENE,28,2,15.67,17.47,6.23,1.51,23.72,10.16
ENE,28,3,20.11,14.20,6.18,1.50,24.23,10.30
ENE,28,4,18.81,13.35,6.15,1.41,24.64,10.77
ENE,28,5,19.62,13.13,6.16,1.30,25.05,11.06
ENE,28,6,19.98,11.22,6.08,1.28,25.26,11.36
ENE,28,7,19.29,9.05,5.98,1.32,26.27,11.48
ENE,28,8,20.12,7.23,5.73,1.42,28.39,11.72
ENE,28,9,24.79,5.97,5.55,1.62,30.74,12.17
ENE,28,10,25.13,6.40,5.38,1.72,32.96,13.10
ENE,28,11,14.33,8.88,5.43,1.75,34.28,13.80
ENE,28,12,5.42,13.30,5.43,1.74,35.24,14.50
ENE,28,13,4.63,18.45,5.51,1.74,36.45,14.68
ENE,28,14,4.65,24.60,5.54,1.73,36.45,14.98
ENE,28,15,5.45,30.91,5.55,1.70,36.88,15.26
ENE,28,16,5.77,37.33,5.58,1.59,36.54,15.25
ENE,28,17,4.25,43.39,5.65,1.39,36.37,15.24
ENE,28,18,5.64,48.32,5.75,1.27,36.58,15.73
ENE,28,19,18.00,49.17,5.85,1.26,37.38,15.69
ENE,28,20,31.36,45.76,5.94,1.35,38.40,15.97
ENE,28,21,36.07,40.46,6.07,1.49,39.63,16.06
ENE,28,22,32.33,34.02,6.21,1.59,41.23,16.04
ENE,28,23,15.96,29.64,6.37,1.60,42.60,16.46
ENE,29,0,24.40,23.49,6.61,1.65,43.31,16.58
ENE,29,1,25.91,17.06,6.88,1.74,44.89,16.71
ENE,29,2,25.11,10.94,7.14,1.79,47.45,17.25
ENE,29,3,21.89,7.38,7.32,1.81,48.06,17.49
ENE,29,4,22.40,8.00,7.43,1.74,49.41,17.73
ENE,29,5,22.17,8.42,7.48,1.61,52.08,18.60
ENE,29,6,20.77,8.54,7.53,1.54,54.21,19.47
ENE,29,7,20.27,6.65,7.64,1.56,55.15,20.02
ENE,29,8,21.49,6.45,7.67,1.57,55.03,20.30
ENE,29,9,20.68,7.30,7.73,1.56,54.58,20.35
ENE,29,10,18.04,9.22,7.74,1.58,54.71,19.78
ENE,29,11,12.26,12.76,7.92,1.58,54.85,19.22
ENE,29,12,11.53,15.37,8.05,1.58,53.81,18.83
ENE,29,13,10.27,19.57,8.15,1.60,53.91,19.24
ENE,29,14,8.40,24.80,8.24,1.61,52.18,19.27
ENE,29,15,6.00,31.13,8.30,1.58,53.97,18.90
ENE,29,16,5.51,37.58,8.40,1.51,56.23,19.20
ENE,29,17,5.14,43.22,8.44,1.44,56.94,19.09
ENE,29,18,6.24,46.47,8.39,1.38,57.84,18.39
ENE,29,19,6.75,47.04,8.38,1.34,58.76,18.54
ENE,29,20,6.19,46.73,8.33,1.31,58.12,18.46
ENE,29,21,6.38,45.70,8.29,1.27,56.31,17.74
ENE,29,22,9.59,42.99,8.43,1.24,53.90,17.37
ENE,29,23,11.04,38.85,8.59,1.24,52.64,17.46
ENE,30,0,4.38,36.24,8.72,1.23,51.55,17.24
ENE,30,1,4.24,33.82,8.76,1.22,49.19,17.20
ENE,30,2,4.27,32.76,8.81,1.20,46.26,16.56
ENE,30,3,7.08,31.94,9.00,1.19,44.89,16.06
ENE,30,4,6.11,31.22,9.13,1.18,43.10,15.40
ENE,30,5,14.19,29.41,9.27,1.18,39.85,14.24
ENE,30,6,21.18,27.48,9.48,1.19,37.96,13.07
ENE,30,7,17.70,27.18,9.75,1.21,36.62,12.69
ENE,30,8,26.80,24.16,10.11,1.34,35.38,12.31
ENE,30,9,23.46,21.28,10.39,1.46,35.89,11.98
ENE,30,10,22.62,18.62,10.67,1.53,35.44,12.10
ENE,30,11,13.85,18.09,10.77,1.56,35.23,11.90
ENE,30,12,7.20,18.97,10.83,1.58,35.51,11.67
ENE,30,13,5.45,21.89,10.89,1.58,34.84,11.14
ENE,30,14,6.21,26.08,11.00,1.58,38.13,10.83
ENE,30,15,5.74,28.95,11.06,1.56,38.07,11.46
ENE,30,16,4.44,32.06,11.03,1.43,40.27,11.55
ENE,30,17,4.71,34.35,10.98,1.33,42.31,11.85
ENE,30,18,5.33,36.11,10.96,1.27,42.24,12.12
ENE,30,19,6.53,36.37,10.97,1.26,40.75,11.94
ENE,30,20,7.55,35.00,10.92,1.26,39.69,11.71
ENE,30,21,6.40,33.05,10.81,1.25,38.56,11.87
ENE,30,22,5.80,31.14,10.51,1.24,37.54,11.63
ENE,30,23,6.01,29.13,10.22,1.24,36.88,11.23
ENE,31,0,10.37,26.96,9.94,1.25,36.97,11.27
ENE,31,1,10.35,25.62,9.74,1.24,37.44,11.30
ENE,31,2,9.22,24.61,9.54,1.24,37.49,11.42
ENE,31,3,14.28,22.50,9.34,1.24,37.99,11.56
ENE,31,4,17.11,19.93,9.24,1.24,38.61,11.61
ENE,31,5,17.54,17.25,9.15,1.24,39.12,11.91
ENE,31,6,13.14,15.07,8.93,1.25,39.00,12.17
ENE,31,7,17.59,12.26,8.68,1.27,39.43,12.02
ENE,31,8,22.97,10.19,8.47,1.45,39.71,12.12
ENE,31,9,19.23,8.54,8.23,1.53,39.53,12.62
ENE,31,10,9.63,8.71,8.04,1.55,37.78,12.56
ENE,31,11,5.90,11.12,7.93,1.56,36.94,12.41
ENE,31,12,6.54,14.71,7.86,1.57,35.79,12.38
ENE,31,13,5.03,18.77,7.73,1.58,36.16,12.46
ENE,31,14,4.87,22.36,7.68,1.58,33.14,12.52
ENE,31,15,4.79,26.86,7.76,1.56,32.09,12.26
ENE,31,16,4.57,31.32,7.99,1.38,28.86,12.11
ENE,31,17,6.53,35.13,8.19,1.31,27.18,12.17
ENE,31,18,7.86,36.35,8.38,1.28,26.70,12.11
ENE,31,19,10.59,35.83,8.58,1.28,27.00,12.19
ENE,31,20,15.28,33.81,8.86,1.28,26.70,12.26
ENE,31,21,19.51,30.38,9.17,1.31,26.77,12.12
ENE,31,22,17.55,27.06,9.54,1.34,28.15,12.05
ENE,31,23,17.00,23.32,9.81,1.36,29.49,12.32
