DATOS HORARIOS 2020_DIF,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,PBAR
JUL,12,23,19.6,7.31,0.26,10.71,23.16,NA,1.47,238.06,21.06,625.37
JUL,13,0,20.45,7.18,0.23,9.34,12.32,4.24,2.12,240.42,20.68,625.48
JUL,13,1,7.79,7.64,0.23,15.91,13.21,5.71,2.54,184.58,19.72,625.51
JUL,13,2,3.91,7.53,0.23,17.17,12.65,6.72,1.53,269.99,18.72,625.3
JUL,13,3,NA,8.08,0.23,21.42,13.45,12.14,1.39,270.3,18.13,625.04
JUL,13,4,1.04,7.83,0.21,21.02,10.75,12.2,1.24,227.47,17.83,624.81
JUL,13,5,0.79,7.67,0.29,19.51,20.32,9.04,1.3,182.87,17.24,624.93
JUL,13,6,NA,8.07,0.42,17.46,20.48,8.09,1.29,167.47,16.48,624.98
JUL,13,7,1.75,7.88,0.59,17.28,30.9,11.41,0.75,184.76,16.8,625.24
JUL,13,8,NA,7.7,0.71,17.04,40.6,12.71,1.16,165.45,18.99,625.49
JUL,13,9,9.69,7.87,0.75,19.51,50.52,18.65,1.49,182.04,20.76,625.73
JUL,13,10,27.11,8.41,0.41,10.75,39.45,18.23,1.87,170.91,22.47,625.81
JUL,13,11,36.11,9.06,0.33,7.3,24.81,14.62,1.99,207.71,23.82,625.62
JUL,13,12,52.7,9.13,0.33,7.41,30.71,15.75,1.95,218.82,25.3,625.26
JUL,13,13,72.79,16.78,0.42,10.41,36.01,16.5,2.38,197.9,26.61,624.67
JUL,13,14,74.99,18.96,0.35,9.1,33.45,25.52,2.58,204.55,27.94,624.05
JUL,13,15,69.27,12.15,0.28,7.31,17.56,17.15,2.18,175.1,29.63,623.34
JUL,13,16,75.94,10.43,0.2,5.49,11.82,20.32,2.6,247.63,29.91,622.72
JUL,13,17,77.12,11.88,0.22,6.89,11.87,18.31,2.64,217.49,30.2,622.21
JUL,13,18,77.15,11.64,0.22,6.95,16.71,11.27,2.72,193.83,30.07,621.94
JUL,13,19,73.03,9.34,0.23,8.26,23.27,9.13,2.31,209.3,29.35,622.05
JUL,13,20,51.86,8.69,0.32,15.98,43.49,9.05,2.21,256.41,27.43,622.54
JUL,13,21,39.83,9.2,0.48,20.71,59.23,11.63,1.41,197.01,26.11,622.98
JUL,13,22,39.49,13.53,0.28,12.46,53.94,11.26,2.68,67.29,26.16,623.49
JUL,13,23,28.97,11.41,0.22,10.85,35.03,9.27,2.39,95.62,24.27,624.2
JUL,14,0,21.31,10.57,0.24,13.29,43.36,7.98,2.23,121.57,22.73,624.6
JUL,14,1,18.06,8.69,0.2,15.14,24.25,9.8,1.99,96.89,21.46,624.65
JUL,14,2,8.77,10.57,0.23,20.99,32.82,13.38,1.76,78.68,20.05,624.66
JUL,14,3,13.52,10.65,0.18,17.45,22.39,14.25,1.28,127.73,19.19,624.37
JUL,14,4,17.99,10.18,0.18,12.52,19.71,12.95,1.22,132.92,18.49,624.2
JUL,14,5,12.03,14.98,0.25,15.47,29.75,10.47,1.14,149.82,17.86,624.28
JUL,14,6,2.75,12.49,0.4,21.04,46.68,8.57,1.12,206.09,17,624.42
JUL,14,7,NA,12.31,0.68,21.04,63.29,16.19,0.94,243.21,16.57,624.77
JUL,14,8,6.64,14.2,0.7,20.68,61.26,20.25,1.19,153.06,18.62,625.13
JUL,14,9,23.11,13.62,0.61,23.51,57.61,22.23,1.28,136.37,21.13,625.39
JUL,14,10,34.33,25.83,0.42,13.52,47.67,23.75,1.95,113.45,22.15,625.44
JUL,14,11,58.17,42.33,0.39,13.13,45.3,26.66,1.53,195.45,24.43,625.3
JUL,14,12,76.12,23.56,0.29,8.45,48.48,24.96,1.74,200.05,25.79,624.97
JUL,14,13,80.82,14.26,0.25,6.86,31.92,19.31,2.01,245.13,27.42,624.5
JUL,14,14,76.16,10.44,0.2,5.55,21.92,13.06,2.29,240.47,28.43,624.03
JUL,14,15,75.98,10.83,0.18,5.5,14.23,12.47,2.08,213.48,29.85,623.4
JUL,14,16,83.57,17.79,0.27,8.05,14,14.23,2.31,170.58,30.36,622.83
JUL,14,17,83.41,17.23,0.25,7.87,25.75,25.37,2.66,199.74,29.56,622.13
JUL,14,18,79.54,13.71,0.24,7.7,31.48,21.9,2.75,209.6,28.81,622
JUL,14,19,66.89,11.33,0.27,10.66,41.09,8.6,2.58,221.55,28.06,622.13
JUL,14,20,55.49,10.16,0.29,12.44,43.95,11.79,2.04,246.56,26.68,622.08
JUL,14,21,35.67,9.11,0.39,20.92,62.03,14.36,1.46,234.16,25.33,622.69
JUL,14,22,21.66,9.07,0.47,31.52,56.92,10.86,2.01,128.3,24.99,623.34
JUL,14,23,28.98,12.44,0.24,9.86,44.68,15.8,3.17,71.95,24.83,623.91
JUL,15,0,22.33,13.22,0.23,9.42,37.68,17.53,3.34,81.49,23.13,624.21
JUL,15,1,19.32,8.98,0.23,10.63,36.31,23.22,2.42,98.14,22.14,624.11
JUL,15,2,21.32,8.72,0.23,9.19,37.06,21.3,3.23,97.17,21.43,623.96
JUL,15,3,22.54,8.5,0.22,8.35,51.56,23.4,3.24,96.86,20.79,623.71
JUL,15,4,20.01,9.52,0.2,9.31,54.41,21.03,2.26,92.45,20.29,623.65
JUL,15,5,19.77,8.36,0.22,9.12,43.74,19.45,2.29,106.49,19.87,623.8
JUL,15,6,12.37,9.98,0.3,12.76,33.93,16.7,2.8,100.19,18.96,624.03
JUL,15,7,8.9,11.93,0.43,15.59,47.5,16.75,2.59,89.16,18.66,624.6
JUL,15,8,12.26,10.22,0.55,13.65,54.63,17.81,2.66,84.16,19.26,624.92
JUL,15,9,24.8,8.68,0.52,9.79,55.66,22.4,3.27,86.93,21.72,625.08
JUL,15,10,36.09,8.26,0.45,8.32,48.31,19.63,3.68,105.68,22.94,625.39
JUL,15,11,46.84,8.42,0.44,8.77,52.36,19.93,2.69,147.06,24.46,625.32
JUL,15,12,55.07,8.96,0.37,7.07,58.66,26.61,2.16,186.33,25.99,624.99
JUL,15,13,62.62,8.82,0.32,6.82,37.38,21.87,2.07,164.83,27.65,624.5
JUL,15,14,68.07,8.19,0.34,7.24,8.71,22.21,2.22,197.9,28.28,623.73
JUL,15,15,73.99,9.14,0.29,7.46,23.17,35.21,2.21,159.29,29.04,622.96
JUL,15,16,73.34,10.87,0.28,8.29,16.33,22.63,2.19,153.56,30.4,622.27
JUL,15,17,72.88,10.3,0.29,7.71,33.64,16.45,1.71,171.44,30.62,621.72
JUL,15,18,73.47,11.51,0.26,7.59,40.27,24.54,2.13,201.27,30.35,621.62
JUL,15,19,66.42,13.88,0.24,8.67,47.69,14.36,2.41,215.6,28.69,621.74
JUL,15,20,54.43,13.3,0.27,8.24,81.23,14.31,3.58,199.82,24.24,622.94
JUL,15,21,47.99,13.01,0.29,10.5,61.06,10.17,3.28,156.92,21.11,623.44
JUL,15,22,39.54,14.41,0.23,7.38,33.11,7.67,2.78,109.3,22.69,623.58
JUL,15,23,29.93,13.42,0.24,9.87,28.1,11.5,1.74,166.13,22.51,623.87
JUL,16,0,30.22,13.26,0.22,7.74,28.32,13.3,4.05,80.55,22.82,623.87
JUL,16,1,22.77,12.68,0.23,8.3,32.01,13.06,4,80.18,21.92,623.97
JUL,16,2,18.4,12.58,0.2,8,25.97,16.28,3.47,78.21,20.89,623.83
JUL,16,3,13.57,12.58,0.21,9.66,39.54,18.23,3.05,86.42,20.01,623.88
JUL,16,4,15.48,12.46,0.2,9.06,41.96,22.63,3.01,78.37,19.68,624.09
JUL,16,5,21.29,12.56,0.21,7.22,37.8,25.76,3.21,75,20.09,624.17
JUL,16,6,17,12.56,0.29,8.76,40.33,20.25,2.95,81.79,19.17,624.38
JUL,16,7,12.86,12.56,0.42,10.98,59.36,21.92,2.89,83.55,18.58,624.85
JUL,16,8,17.27,12.4,0.48,9.12,57.17,26.41,3.34,79.57,19.59,625.32
JUL,16,9,24.58,12.33,0.46,7.92,52.78,31.53,4.24,87.78,21.21,625.45
JUL,16,10,30.99,12.23,0.47,8.15,54.38,19.92,3.79,89.78,23.01,625.71
JUL,16,11,43.03,10.12,0.57,7.82,44.84,20.41,2.63,131.86,25.08,625.74
JUL,16,12,51.93,8.6,0.4,6.29,55.46,20.7,2.33,118.59,26.67,625.4
JUL,16,13,63.75,8.55,0.25,4.83,34.82,21.4,2.03,232.43,27.77,624.86
JUL,16,14,75.57,10.5,0.28,6.03,22.56,18.47,2.11,177.68,28.48,624.23
JUL,16,15,82.33,22.61,0.25,6.73,32.58,26.49,2.29,199.83,29.84,623.49
JUL,16,16,68.14,12.7,0.25,6.58,30.34,36.19,2.25,142.54,30.2,622.82
JUL,16,17,59.58,8.16,0.25,7.2,14.5,26.85,2.65,99.89,30.93,622.14
JUL,16,18,59.1,8,0.2,6.34,14.79,11.29,3.25,148.64,30.45,621.72
JUL,16,19,42.48,7.79,0.21,10.13,80.9,13.43,2.57,219.72,27.82,621.89
JUL,16,20,27.04,7.95,0.32,17.53,58.11,14.23,1.8,281.88,26.43,622.3
JUL,16,21,21.86,11.53,0.36,16.5,60.62,12.4,2.59,87.49,25.91,622.99
JUL,16,22,20.97,12.99,0.26,7.83,85.41,10.05,4.06,65.01,24.93,623.44
JUL,16,23,20.6,11.22,0.23,6.62,57.52,19.67,3.52,93.79,23.18,624.5
JUL,17,0,21.12,8.72,0.2,5.29,43.09,17.04,3.81,80.79,21.97,625.14
JUL,17,1,20.64,8.17,0.18,6.58,40.06,21.96,2.9,79.77,20.73,625.36
JUL,17,2,25.19,7.57,0.19,5.15,45.72,23.66,2.29,113.67,20.52,625.55
JUL,17,3,21.85,7.99,0.18,6.02,46.4,28.67,2.36,110.48,20.11,625.43
JUL,17,4,18.34,7.55,0.18,7.7,47.92,28.18,1.83,120.81,19.69,625.28
JUL,17,5,17.53,9.65,0.22,7.34,53.54,21.27,2.88,115.93,19.08,625.25
JUL,17,6,13.54,13.8,0.31,12.22,57.24,27.35,2.28,70.77,18.55,625.38
JUL,17,7,16.1,10.77,0.41,13.02,60.78,29.86,2.64,87.15,18.68,625.57
JUL,17,8,13.13,9.18,0.51,12.83,67,30.11,2.94,88.59,19.43,625.8
JUL,17,9,24.31,8.22,0.5,8.12,70.98,30.42,3.24,78.49,21.01,626.02
JUL,17,10,31.26,8.14,0.45,7.95,63.66,28.65,2.44,100.17,22.76,626.04
JUL,17,11,45.07,9.16,0.36,6.3,85.46,32.79,1.83,135.22,24.28,625.95
JUL,17,12,53.56,10.85,0.39,6.68,73.01,28.17,2.27,171.55,25.63,625.72
JUL,17,13,55.44,11.49,0.35,6.98,69.33,24.09,2.55,138.3,26.59,625.34
JUL,17,14,56.57,9.46,0.29,5.47,72.04,24.35,2.62,199.55,27.93,624.67
JUL,17,15,57.34,8.65,0.26,5.52,46.63,18.07,2.42,162.2,29.08,623.83
JUL,17,16,61.43,8.61,0.23,5.23,31.68,17.51,2.22,212.79,29.76,622.99
JUL,17,17,68.09,8.39,0.2,5.28,26.22,25.59,2.35,225.84,30.27,622.25
JUL,17,18,71.96,9.07,0.14,4.57,28.52,28.92,2.5,265.8,29.54,621.91
JUL,17,19,60.62,9.32,0.15,5.4,80.24,14.16,4.23,159.71,27.64,622.21
JUL,17,20,42.5,17.6,0.28,10.55,255.76,16.01,4.06,89.47,24.83,622.81
JUL,17,21,50.7,11.72,0.26,9.1,101.26,19.14,4.15,153.03,22.06,623.79
JUL,17,22,49.41,10.77,0.26,8.61,83.08,NA,3.45,147.48,21.2,624.8
JUL,17,23,48.75,9.34,0.2,7,45.22,2.79,3.25,145.52,20.4,625.37
JUL,18,0,46.64,5.51,0.19,6.53,31.08,7.25,2.4,116.93,19.53,625.49
JUL,18,1,40.72,7.03,0.2,8.14,36.33,9.08,2.65,93.29,18.97,625.13
JUL,18,2,33.39,6.22,0.19,11.25,29.55,12.21,2.03,90.8,18.25,624.88
JUL,18,3,34.1,10.21,0.18,8.95,22.76,13.81,1.44,166.52,17.54,624.65
JUL,18,4,27.92,8.63,0.2,11.41,18.38,14.68,1.71,189.16,17.17,624.54
JUL,18,5,19.49,8.91,0.21,15.41,29.79,17.01,1.64,152.5,16.49,624.65
JUL,18,6,15.16,8.66,0.32,17.22,25.82,14.96,1.39,154.07,16.47,624.86
JUL,18,7,3.61,7.59,0.43,23.83,31.13,14.47,0.95,202.6,15.27,625.06
JUL,18,8,10.87,11.45,0.59,21.83,43.92,14.73,1.53,95.24,17.75,625.35
JUL,18,9,23.4,13.02,0.49,15.16,65.02,25.53,1.62,108.84,19.64,625.56
JUL,18,10,31.62,10.61,0.5,11.17,57.27,23.11,2.69,103.27,21.44,625.63
JUL,18,11,43.65,10.56,0.53,11.28,103.76,30.37,2.97,125,22.98,625.49
JUL,18,12,58.31,9.88,0.53,10.05,95.01,29.74,2.33,132.72,24.91,625.02
JUL,18,13,70.39,9.94,0.41,7.67,92.99,26.64,2.06,148.71,26.23,624.45
JUL,18,14,71.37,9.29,0.42,8.39,39.18,22.85,2.44,146.9,27.28,623.7
JUL,18,15,75.77,12.15,0.35,7.55,27.28,20.36,2.35,164.76,28.31,622.8
JUL,18,16,73.33,17.36,0.3,7.9,24.52,23.78,2.3,139.9,28.53,621.98
JUL,18,17,74.67,19.74,0.24,6.25,24.86,29.75,2.4,188.8,29.03,621.49
JUL,18,18,53.99,11.32,0.23,7.79,53.09,23.45,4.2,104.09,25.62,621.64
JUL,18,19,50.9,11.77,0.35,10.32,60.75,11.67,4.1,98.28,24.32,622.18
JUL,18,20,48.92,10.9,0.4,11.64,75.86,16.13,3.58,143.31,22.71,622.88
JUL,18,21,43.89,10.95,0.44,10.28,57.32,4.41,2.16,126.88,21.29,623.48
JUL,18,22,41.35,10.73,0.36,9.44,81.97,8.69,1.74,153.35,21.41,624.12
JUL,18,23,32.2,10.94,0.3,12.94,48.18,13.99,1.59,162.6,21.09,624.67
JUL,19,0,32.12,10.94,0.25,13.57,50.77,18.03,1.87,211.01,20.74,624.98
JUL,19,1,32.38,12.11,0.22,9.68,35.97,27.06,1.99,157.36,20.42,624.88
JUL,19,2,33.59,12.03,0.22,9.54,23.55,17.24,2.49,266.99,19.31,624.52
JUL,19,3,35.03,11.43,0.21,9.14,18.81,10.63,2.3,286.49,18.94,624.24
JUL,19,4,34.69,10.96,0.23,9.02,20.52,11.66,2.23,298.19,18.37,623.95
JUL,19,5,29.7,10.84,0.23,9.73,18.15,15.93,2.24,274.39,17.83,623.8
JUL,19,6,26.69,10.77,0.23,10.29,17.96,11.47,1.66,263.05,17.29,623.82
JUL,19,7,21.52,10.88,0.33,12.24,20.45,10.08,1.25,233.09,16.72,623.95
JUL,19,8,28.85,10.8,0.33,11.38,20.43,15.19,1.14,240.39,18.89,624.21
JUL,19,9,26.95,10.75,0.47,10.31,38.19,13.35,2.57,102.29,20.46,624.41
JUL,19,10,29.49,12.23,0.51,9.99,59.51,30.53,3.12,92.65,21.98,624.48
JUL,19,11,41.94,12.33,0.54,8.29,63,32.67,3.58,108.87,23.8,624.42
JUL,19,12,51.03,12,0.42,6.63,90.39,33.63,2.49,119.7,25.23,624.33
JUL,19,13,57.11,11.82,0.38,6.03,71.96,34.17,2.18,135.33,26.92,623.82
JUL,19,14,61.58,10.93,0.29,5.51,58.47,27.98,2.45,147.47,28.08,623.29
JUL,19,15,61.73,9.99,0.16,3.33,22.5,17.99,2.19,267.93,28.77,622.61
JUL,19,16,61.61,9.91,0.17,3.99,14.35,22.65,2.34,245.44,29.02,621.81
JUL,19,17,61.97,9.84,0.18,4.33,21.42,29.23,2.98,223.7,27.94,621.68
JUL,19,18,53.41,10.44,0.21,5.58,52.06,18.34,4.15,210.47,26.2,622.32
JUL,19,19,40.28,11.71,0.32,9.65,97.16,13.09,3.83,111.17,19.94,624.2
JUL,19,20,30.51,16.01,0.44,15.84,53.28,14.8,3.85,81.35,17.85,624.42
JUL,19,21,37.72,16.39,0.35,10.32,27.39,37.92,3.15,54.11,17.07,624.77
JUL,19,22,38.41,17.75,0.31,8.41,10.68,9.08,2.42,74.17,17.42,624.54
JUL,19,23,28.06,13.79,0.27,10.96,10.07,9,1.78,196.83,17.29,624.9
JUL,20,0,25.39,13.26,0.23,9.77,16.34,10.87,0.81,190.45,16.64,625.21
JUL,20,1,24.17,12.91,0.23,9.3,16.45,11.04,1.33,105.38,16.64,625.19
JUL,20,2,16.92,12.31,0.23,11.6,22.51,10.55,1.08,213.63,16.2,624.97
JUL,20,3,6.56,12.07,0.22,16.69,19.83,13.66,1.26,272.99,15.52,624.72
JUL,20,4,1.96,11.18,0.23,18.56,15.21,14.94,0.89,240.94,15.13,624.59
JUL,20,5,1.39,11.02,0.31,19.8,17.32,14.19,1.03,233.09,15.31,624.59
JUL,20,6,0.92,11.38,0.39,19.88,23.73,16.17,0.96,205.29,14.85,624.73
JUL,20,7,0.81,11.44,0.6,16.37,30.75,15.76,1.76,112.88,14.4,624.93
JUL,20,8,3.74,11.2,0.65,16.33,36.31,17.7,1.6,136.21,14.34,625.37
JUL,20,9,11.86,11.33,0.6,13.95,50.79,36.2,1.97,105.62,15.75,625.53
JUL,20,10,23.35,11.01,0.53,11.38,39.79,39.01,2.89,105.82,18.24,625.52
JUL,20,11,31.56,11.03,0.49,11.31,36.39,36.25,2.24,100.91,20.8,625.29
JUL,20,12,53.18,11.42,0.38,7.59,27.26,28.17,1.45,148.41,24.17,624.8
JUL,20,13,64.4,10.76,0.27,5.87,35.21,16.73,1.93,216.65,25.48,624.02
JUL,20,14,72.75,10.93,0.26,6.04,33.61,14.11,2.27,218.44,26.68,623.33
JUL,20,15,67.03,11.65,0.21,4.41,18.61,21.81,2.7,230.01,27.57,622.6
JUL,20,16,74.04,10.34,0.18,4.29,8.45,17.55,3.09,252.67,28.18,621.74
JUL,20,17,75.4,10.24,0.15,4.73,10.49,29.6,2.77,268.82,28.6,621.28
JUL,20,18,71.03,9.99,0.14,4.76,37.72,24,3.39,293.49,27.89,620.9
JUL,20,19,67.5,7.85,0.14,5.08,29.85,16.09,2.74,277.71,27.68,620.95
JUL,20,20,52.94,10.05,0.33,10.53,87.72,13.77,1.94,244.56,26.02,621.33
JUL,20,21,44.58,10.85,0.42,14.09,48.16,12.62,1.96,226.09,24.84,621.92
JUL,20,22,39.6,10.49,0.27,13.04,27.58,8.96,2.11,249,23.62,622.34
JUL,20,23,34.01,10.43,0.25,15.66,40.53,7.17,1.3,235.41,22.85,622.97
JUL,21,0,28.08,10.17,0.26,18.49,30.69,11.71,2.4,134.52,22.49,623.56
JUL,21,1,30.08,11.06,0.21,8.74,42.95,16.8,2.9,98.33,21.27,623.55
JUL,21,2,27.86,11.7,0.18,9.2,23.61,14.39,1.94,176.65,20.98,623.43
JUL,21,3,20.36,11.34,0.18,11.16,19.78,12.8,1.58,257.27,20.13,623.29
JUL,21,4,14.44,11.25,0.18,14.27,21.38,15.53,1.63,273.64,19.34,623.12
JUL,21,5,18.23,11.38,0.2,15.32,22.74,15.98,1.47,251.31,18.4,623.13
JUL,21,6,18.33,11.5,0.26,16.22,23.35,16.07,1.39,250.04,17.57,623.55
JUL,21,7,9.19,10.95,0.42,20.71,32.21,14.64,1.96,227.63,17.8,623.86
JUL,21,8,21,10.68,0.45,15.52,40.69,23.53,1.94,224.29,19.51,624.22
JUL,21,9,33.25,10.62,0.36,10.84,32.13,19.65,1.64,178.14,22.52,624.15
JUL,21,10,38.43,10.54,0.34,8.05,34.34,19.99,2.15,122.33,22.95,624.15
JUL,21,11,44.27,11.16,0.39,8.91,35.69,22.33,2.14,135.46,24.63,624.01
JUL,21,12,57.05,14.55,0.31,7.85,38.89,32.85,2,167.7,26.24,623.76
JUL,21,13,70.45,16.04,0.32,7.92,46.62,29.62,2.29,148.73,27.03,623.25
JUL,21,14,76.96,14.84,0.3,6.97,45.4,39.42,2.49,228.03,27.97,622.66
JUL,21,15,70.18,13.81,0.17,4.54,32.18,41.92,2.6,251.44,29.07,621.88
JUL,21,16,66.86,11.38,NA,3.85,16.75,30.19,3.13,260.87,29.64,621.16
JUL,21,17,70.59,11.02,NA,3.97,9.54,15.19,3.09,278.4,29.95,620.84
JUL,21,18,70.93,10.72,NA,4.34,23.42,13.32,2.89,266.96,29.08,620.9
JUL,21,19,57.76,10.64,0.28,8.51,70.98,8.63,5.15,139.38,25.34,621.57
JUL,21,20,51.81,10.83,0.3,9.07,90.54,7.46,5.68,90.82,21.94,622.74
JUL,21,21,48.35,10.96,0.3,8.94,46.36,3.73,4.23,131.35,21.21,623.04
JUL,21,22,45.23,11.04,0.25,8.22,26.45,4.36,3.66,152.38,19.93,623.27
JUL,21,23,43.04,10.76,0.22,8.24,20.99,10.64,2.47,105.17,20.3,623.62
JUL,22,0,32.11,11.05,0.22,12.46,17.97,11.92,2.07,91.79,19.96,623.91
JUL,22,1,33.84,11.32,0.23,10.71,16.54,13.08,2.33,106.39,19.93,623.88
JUL,22,2,29.71,11.52,0.19,10.42,21.9,16.36,2.35,101.14,19.71,623.68
JUL,22,3,30.98,11.83,0.18,9.46,17.75,14.96,2.57,93.97,19.39,623.28
JUL,22,4,25.94,11.45,0.18,11.41,10.21,6.72,2.19,106.4,19.22,623.06
JUL,22,5,25.53,13.29,0.25,10.06,25.25,7.57,2.14,110.92,19.3,623.01
JUL,22,6,11.21,17.72,0.36,17.38,45.13,10.29,2.04,126,19.12,623.1
JUL,22,7,8.8,14.19,0.56,17.62,38.65,13.66,1.95,120.89,19.25,623.37
JUL,22,8,13.06,12.81,0.49,15.13,43.42,14.78,2.45,93.63,20.47,623.84
JUL,22,9,25.03,12.58,0.48,9.81,38.79,14.96,3.36,90.12,21.45,624.04
JUL,22,10,33.53,12.93,0.4,8.39,40.62,17.49,3.22,96.39,22.75,624.2
JUL,22,11,40.49,12.75,0.4,8.86,29.88,18.34,3.09,97.27,24.11,624.11
JUL,22,12,47.46,12.38,0.34,7.28,32.57,13.28,2.91,115.73,25.75,623.97
JUL,22,13,55.93,12.51,0.39,7.87,38.13,15.97,2.68,139.21,27.14,623.5
JUL,22,14,60.61,13.25,0.29,7.33,30.9,12.21,2.58,132.02,28.45,622.83
JUL,22,15,61.92,12.64,0.22,5.92,27.48,17,3.8,183.46,27.78,622.35
JUL,22,16,61.84,12.52,0.18,6.34,34.41,14.24,3.38,271.93,26.73,621.98
JUL,22,17,68.54,12.62,0.18,6.43,3.53,26.92,3.51,255.23,28.42,621.44
JUL,22,18,59.24,12.57,0.22,7.53,44.14,17.42,5.9,262.94,24.63,621.87
JUL,22,19,48.34,11.75,0.2,6.74,55.41,8.61,5.12,257.19,21.88,622.3
JUL,22,20,41.6,11.71,0.26,8.18,33.68,3.54,3.93,244.54,20.79,622.6
JUL,22,21,40.61,11.78,0.23,7.26,26.02,NA,2.59,265.7,19.88,623.11
JUL,22,22,38.43,11.38,0.21,7.95,15.66,3.85,2.28,262.07,19.52,623.51
JUL,22,23,37.41,11.6,0.2,7.97,10.07,5.69,2,246.18,19.64,623.84
JUL,23,0,35.86,11.4,0.18,8.08,7.36,5.64,2.18,235.54,19.51,624.07
JUL,23,1,37.59,11.69,0.18,7.73,18.77,4.83,2.05,244.21,19.03,624.16
JUL,23,2,38.84,11.43,0.2,10,15.47,7.24,1.77,281.31,18.57,624.03
JUL,23,3,37.28,11.41,0.2,11.1,16.41,12.36,1.24,238.57,18.55,623.96
JUL,23,4,30.24,7.91,0.18,9.69,7.58,15.45,1.46,146.78,18.82,623.82
JUL,23,5,25.8,8.76,0.2,10.72,19.4,10.77,1.59,234.76,18.8,623.74
JUL,23,6,16.42,11.87,0.22,12.68,13.85,9.3,1.24,266.99,18.45,623.74
JUL,23,7,26.05,10.21,0.29,11.74,13.74,8.14,1.37,272.88,18.32,623.91
JUL,23,8,14.89,12.23,0.47,20.77,23,8.17,1.28,272.92,19.07,624.24
JUL,23,9,20.74,12.08,0.48,14.14,31.15,16.32,2.63,109.19,21.18,624.36
JUL,23,10,36.4,12.75,0.43,7.65,38.36,21.02,3.36,89.43,22.42,624.36
JUL,23,11,41.53,12.48,0.43,8.34,66.27,15.16,3.34,92.28,23.99,624.19
JUL,23,12,47.26,12.87,0.36,6.9,57.21,13.77,3.5,81.75,25.2,624.02
JUL,23,13,54.11,12.85,0.3,7.3,37.85,13.04,3.01,117.91,26.47,623.66
JUL,23,14,60.97,17.3,0.28,7.15,25.04,12.73,2.27,110.98,27.96,623.08
JUL,23,15,61.04,19.24,0.24,6.91,16.44,18.1,2.93,112.62,28.63,622.32
JUL,23,16,62.25,15.27,0.23,6.58,9.94,16.29,2.72,124.42,29.82,621.52
JUL,23,17,65.94,12.98,0.23,6.64,11.87,10.25,2.54,131.63,29.96,621
JUL,23,18,66.45,15.81,0.23,7.32,10.37,22.92,2.1,149.74,29.96,620.68
JUL,23,19,66.49,16.41,0.24,8.13,39.05,15.66,2.57,196.08,28.84,620.81
JUL,23,20,59.57,13.06,0.21,8.19,63.24,10.19,4.03,239.2,26.02,621.33
JUL,23,21,44.59,12.16,0.21,8.27,52.21,10.67,4.26,243.09,22.41,622.35
JUL,23,22,40.66,11.82,0.24,8.19,39.82,7.32,2.92,217.15,20.2,623.21
JUL,23,23,35.31,11.93,0.21,8.08,25.51,5.91,2.48,215.58,20.29,623.76
JUL,24,0,35.18,11.95,0.18,8.42,9.36,9.35,2.58,182.72,20.05,624.23
JUL,24,1,35.92,11.92,0.17,7.18,18.88,9.29,1.65,249.37,19.35,623.92
JUL,24,2,29.75,11.58,0.18,8.28,21.89,12.12,1.73,146.13,18.74,623.74
JUL,24,3,27.53,11.72,0.18,9.46,27.57,15.26,2.06,150.48,18.18,623.6
JUL,24,4,35.88,12.41,0.18,7.54,22.42,7.9,1.25,102.11,18.16,623.58
JUL,24,5,23.67,12.66,0.22,14.44,23.83,15.5,1.92,85.25,17.86,623.53
JUL,24,6,20.8,13.95,0.34,19.87,25.86,12.05,1.53,123.49,17.75,623.63
JUL,24,7,10.52,14.61,0.45,20.92,32.45,19.73,1.04,96.93,17.63,623.68
JUL,24,8,15.01,14.66,0.69,20.33,50.44,18.24,2.11,103.66,19.04,623.93
JUL,24,9,23.55,13.72,0.46,12.71,37.24,26.5,2.56,101.98,20.57,624.19
JUL,24,10,32.68,13.1,0.43,10.11,29.17,18.91,3.31,88.07,22.26,624.19
JUL,24,11,41.53,12.96,0.36,7.83,50.12,14.93,2.75,118.42,24.26,624.32
JUL,24,12,49.16,12.45,0.32,6.93,37.72,16.8,2.35,122.81,25.87,624.1
JUL,24,13,60.14,12.53,0.33,6.87,29.23,10.78,2.32,194.72,26.95,623.63
JUL,24,14,59.27,11.37,0.33,7.34,22.08,17.59,2.54,124.21,27.78,622.99
JUL,24,15,58.43,13.13,0.32,7.67,19.53,15.84,2.63,130.35,29.24,622.17
JUL,24,16,58.68,12.08,0.25,7.22,17.98,17.09,2.59,137.82,30.13,621.38
JUL,24,17,68.66,17.24,0.2,6.58,72.14,16.11,1.84,175.02,30.87,620.67
JUL,24,18,64.5,15.69,0.31,9.67,27.93,32.48,2.98,159.6,29.9,620.58
JUL,24,19,56.94,16.17,0.22,7.67,59.81,18.07,6.82,125.86,24.34,621.13
JUL,24,20,43.17,13.23,0.33,11.18,65.76,14.95,2.52,236.67,21.8,621.56
JUL,24,21,27.43,12.39,0.4,15.81,31.91,5.43,1.97,281.44,20.97,622.14
JUL,24,22,26.68,12.27,0.45,15.18,29.87,5.62,1.6,171.37,20.65,622.78
JUL,24,23,22.03,12.04,0.29,15.22,28.5,16.45,2.34,202.51,20.41,623.06
