DATOS HORARIOS 2020_NATIVITAS,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR
MAY,29,18,39.95,33.68,3.67,38.64,4.12,111.60,29.37,22.41
MAY,29,19,40.60,18.04,3.06,45.73,4.56,81.12,27.51,27.15
MAY,29,20,41.35,56.40,3.17,350.67,6.60,64.10,25.41,33.31
MAY,29,21,39.36,14.25,2.97,80.80,5.19,68.64,23.51,38.75
MAY,29,22,37.44,7.26,2.94,22.86,5.36,70.16,22.32,45.64
MAY,29,23,35.14,6.18,2.92,19.30,4.23,78.00,20.83,51.50
MAY,30,0,33.47,5.62,2.90,15.99,4.02,79.10,19.94,55.41
MAY,30,1,32.97,5.36,2.88,10.05,4.00,74.31,19.04,57.94
MAY,30,2,32.80,5.32,2.84,10.62,3.89,69.67,18.20,60.81
MAY,30,3,32.90,5.80,2.82,6.53,3.42,79.52,17.57,62.75
MAY,30,4,30.92,5.30,2.82,12.04,2.84,85.94,16.76,65.52
MAY,30,5,30.64,6.06,2.80,7.88,3.72,53.98,16.63,66.31
MAY,30,6,29.74,12.57,2.84,10.63,3.35,65.38,16.68,65.76
MAY,30,7,21.84,8.17,2.92,17.47,2.45,121.82,16.99,66.50
MAY,30,8,24.06,7.04,2.95,25.14,3.42,95.19,20.11,58.95
MAY,30,9,35.51,5.84,2.90,17.16,5.30,81.25,21.72,49.38
MAY,30,10,40.47,4.92,2.86,18.54,4.79,81.43,23.44,42.59
MAY,30,11,43.94,4.58,2.90,13.77,4.44,94.88,25.16,36.86
MAY,30,12,46.53,4.09,2.95,19.99,3.99,94.87,26.23,33.91
MAY,30,13,47.04,27.19,2.96,16.03,3.39,130.13,28.40,28.79
MAY,30,14,46.91,13.18,3.00,21.04,4.18,87.63,28.56,25.96
MAY,30,15,46.22,5.09,2.98,14.33,4.48,84.56,28.44,25.86
MAY,30,16,45.82,10.60,2.98,14.44,4.14,84.13,28.37,24.96
MAY,30,17,42.25,31.20,3.59,26.53,4.43,147.14,27.85,25.48
MAY,30,18,43.04,7.69,3.01,130.47,8.54,313.53,22.13,44.90
MAY,30,19,38.43,4.74,3.12,48.67,3.83,255.97,19.52,57.94
MAY,30,20,34.67,4.43,3.21,24.70,2.19,260.42,20.01,53.95
MAY,30,21,34.50,6.79,3.10,21.53,3.35,98.99,20.84,48.28
MAY,30,22,32.25,4.75,3.02,14.32,2.75,87.96,21.13,46.88
MAY,30,23,33.54,4.35,2.95,8.91,3.83,87.82,20.93,48.74
MAY,31,0,33.33,4.99,2.87,17.92,4.44,64.79,20.21,52.53
MAY,31,1,31.77,4.47,2.85,17.81,4.40,62.06,19.10,57.98
MAY,31,2,31.62,4.32,2.83,9.27,4.16,56.86,17.86,62.80
MAY,31,3,31.85,5.69,2.84,6.43,4.02,54.88,17.35,64.72
MAY,31,4,31.61,5.30,2.81,6.84,3.21,70.76,16.94,65.52
MAY,31,5,30.90,4.24,2.79,9.96,2.60,90.83,16.17,67.85
MAY,31,6,27.93,4.21,2.85,8.32,2.29,73.79,15.75,69.09
MAY,31,7,21.59,4.70,2.92,13.90,1.63,128.72,17.12,66.72
MAY,31,8,24.28,3.92,2.90,19.27,2.11,108.16,21.19,56.39
MAY,31,9,35.62,3.80,2.87,16.42,4.47,77.50,21.81,49.65
MAY,31,10,39.84,3.39,2.90,18.34,4.54,83.26,23.22,45.41
MAY,31,11,43.68,2.92,2.89,14.92,4.16,92.60,25.09,38.82
MAY,31,12,46.63,2.41,2.92,10.18,3.54,109.62,26.89,33.00
MAY,31,13,49.50,1.89,2.89,11.11,3.43,115.87,28.08,30.30
MAY,31,14,52.41,2.65,2.90,7.19,3.29,113.34,29.50,26.35
MAY,31,15,55.63,19.04,3.23,6.27,2.99,163.83,30.32,23.36
MAY,31,16,58.87,12.61,3.16,8.35,2.82,255.33,31.01,22.03
MAY,31,17,53.65,11.33,3.24,19.60,2.88,165.12,29.57,24.16
MAY,31,18,49.65,14.49,3.23,14.98,2.32,141.55,28.81,24.56
MAY,31,19,48.62,7.74,3.25,25.35,2.06,170.34,27.85,25.43
MAY,31,20,40.52,4.86,3.08,23.20,4.24,65.74,27.12,28.15
MAY,31,21,39.58,4.23,3.04,31.18,5.01,75.79,25.35,34.98
MAY,31,22,34.59,3.43,3.02,25.43,4.96,74.51,23.61,42.66
MAY,31,23,32.59,3.35,3.00,25.29,5.15,79.85,22.47,50.09
